Borough,Address,Block,Lot,Energy Star Score,Source EUI,Site EUI,Annual Maximum Demand,Total GHG Emissions
SI,800 VICTORY BOULEVARD,593,1,4,166.7,135.1,,1276.5
MN,344 WEST 38 STREET,761,59,2,137.9,94.4,,459.4
MN,52 THOMAS STREET,147,7508,1,280.8,155.5,,529.5
QN,83-57 118 STREET,3322,40,7,139.2,103.3,,1269.8
MN,455 EAST 86 STREET,1566,7501,1,218.1,141.1,,1370.5
MN,2753 BROADWAY,1877,61,1,200.1,116,,330.5
BK,3280 NOSTRAND AVENUE,7308,32,4,197.7,113,,684.1
BK,2301 KINGS HIGHWAY,6770,31,1,324.9,288.2,,1882.2
MN,230 EAST 50 STREET,1323,36,1,436.5,340.6,,1236.7
BK,148 COZINE AVENUE,4414,7501,1,372.7,184.6,,1264.1
BK,113 ELMWOOD AVENUE,6499,58,2,268.9,141.3,,325.2
BX,1015 FOX STREET,2717,63,1,210.1,150.8,76.8,488.3
MN,322 EAST 57 STREET,1349,41,3,159.9,92.4,,639
BX,1872 MONROE AVENUE,2804,1,2,189.9,143.2,,414.3
BX,1705 ANDREWS AVENUE SOUTH,2878,169,5,140.3,104.3,,469.4
MN,50 CENTRAL PARK SOUTH,1274,7503,5,174.3,63.3,,1324.1
MN,176 AVENUE OF THE AMER,504,7501,7,151.1,78.4,,354
MN,305 EAST 85 STREET,1548,7502,5,164.6,77.6,,638.9
MN,90 TRINITY PLACE,51,15,2,241,136.4,240,983.8
MN,245 10 AVENUE,696,7502,7,137.1,72.5,,201.8
BX,1175 FINDLAY AVENUE,2435,25,4,210,149.1,,1296.5
MN,110 FULTON STREET,78,7510,1,206.4,127.5,,189.9
QN,222-15 NORTHERN BOULEVARD,6328,7501,7,150.7,72.5,,198.5
MN,304 EAST 65 STREET,1439,7501,2,212.5,115.4,,1070.3
MN,4220 BROADWAY,2163,25,7,151.2,88,,147.1
MN,2541 ADAM C POWELL BLVD,2016,50,2,195.5,149.8,,12969
BX,2647 SEDGWICK AVENUE,3237,100,2,221.2,147.4,,245.8
BK,26 BROADWAY,2129,7507,3,161.4,57.6,,212
MN,310 EAST HOUSTON STREET,384,7503,1,231.7,125.2,,232.7
MN,56 WEST 23 STREET,824,11,2,217.7,97.1,,3899.9
BK,245 HAWTHORNE STREET,5044,68,1,208.9,170.4,,801.7
BK,116 LENOX ROAD,5084,24,4,180.3,145.5,,580.6
BK,1710 AVENUE H,6701,47,1,213.6,193.1,,553.8
BK,2850 WEST 24 STREET,7014,2,2,237.8,100,,1113
BK,1001 EAST 108 STREET,8235,289,3,180.1,139.7,,421.8
QN,4-21 27 AVENUE,909,1,1,296.7,200.1,,1657.9
QN,188-02 64 AVENUE,7117,3,1,381.9,288.2,,420.1
BK,780 ST MARKS AVENUE,1228,7,5,157.5,130.8,,723.2
MN,206 WEST 36 STREET,785,49,1,816.5,467.5,,9976.3
QN,152-01 ROCKAWAY BOULEVARD,12257,17,3,189.6,108.6,,206.8
BK,305 DECATUR STREET,1676,1,6,152.8,113.5,,194.8
BK,2525 CHURCH AVENUE,5090,73,4,174.7,126.8,,355.5
MN,425 WEST 46 STREET,1056,19,3,167.9,125.6,,230.7
MN,1 HAVEN AVENUE,2139,51,1,945,552,,12954.6
MN,4180 BROADWAY,2145,22,5,158.6,103.9,,292.9
MN,287 EDGECOMBE AVENUE,2053,20,4,153.8,120.6,,192.2
BX,550 EAST 132 STREET,2260,192,1,221,87.1,,682.3
BX,585 GERARD AVENUE,2352,15,2,107,88.2,,246.5
BX,946 COLLEGE AVENUE,2423,65,4,161.8,89.5,,222.5
MN,155 AUDUBON AVENUE,2129,37,7,168.3,128.2,,317.4
QN,41-42 73 STREET,1312,43,2,221.6,174.1,,797.7
BX,1405 WALTON AVENUE,2843,65,1,266.9,180.6,,420.5
BX,871 WESTCHESTER AVENUE,2690,7501,1,293.9,235.1,,946.7
BX,710 HUNTS POINT AVENUE,2763,248,5,148.6,117.4,,356.1
BX,1401 TELLER AVENUE,2784,29,4,213.6,124.2,,222
BX,1711 MORRIS AVENUE,2824,51,2,153,106.3,,602.9
MN,22 RENWICK STREET,594,7509,5,178,94.4,,163
BX,1120 WYATT STREET,3906,10,7,169.3,133.2,,801.5
BX,329 EAST 197 STREET,3289,53,6,154,123.8,,232.4
BX,1901 HENNESSY PLACE,3228,9,1,214.7,155,,471.2
MN,54 BLEECKER STREET,522,7501,1,245.4,156.4,,391.3
BX,3018 HEATH AVENUE,3256,176,5,158.5,118,,403.2
MN,288 AUDUBON AVENUE,2153,43,3,174.3,118.4,,370.1
MN,325 WEST 77 STREET,1186,9,1,248.3,215.1,,683.3
QN,24-01 BROOKLYN QUEENS EP W,1016,551,3,85,27.1,,196.8
MN,159 EAST 30 STREET,886,7502,3,196.3,124.2,,470.7
MN,418 EAST 59 STREET,1370,38,1,352.2,172.2,,1673.4
MN,680 ST NICHOLAS AVENUE,2051,54,6,154.1,104.9,,843.6
BX,301 EAST GUN HILL ROAD,3356,85,5,177.6,84.2,,257.3
BK,860 LIBERTY AVENUE,3992,22,1,841.6,280.7,,1166.2
MN,105 5 AVENUE,846,71,1,161.7,90.9,,660.5
BK,2659 WEST 36 STREET,6962,11,6,194.7,140.6,,1195.3
BX,593 EAST 141 STREET,2555,3,1,324.3,238,,568
MN,371 WADSWORTH AVENUE,2169,12,5,187.3,154.5,,391.3
BX,105 ELLIOT PLACE,2842,38,2,187,147.1,,372.8
MN,1361 AVENUE OF THE AMER,1008,29,5,166.9,97.8,,1847.1
BX,1780 EASTBURN AVENUE,2796,23,4,163.3,127.1,,250.8
MN,420 WEST 25 STREET,722,7501,7,147.4,74.7,,493.2
BX,2501 TRATMAN AVENUE,3982,1,1,217.5,144.4,,1037.4
MN,25 EAST 21 STREET,850,7501,1,200.3,97,,263.1
BX,2290 ANDREWS AVENUE NORTH,3218,17,1,252.1,211.5,,348.8
BX,2125 SOUTHERN BOULEVARD,3111,10,4,161.7,103.2,,200.9
MN,841 10 AVENUE,1084,25,3,204,136.9,288,3070.9
MN,479 1 AVENUE,934,24,4,187.6,105.5,188,1017
MN,102 NORTH END AVENUE,16,7512,1,329.7,175.5,,6801.3
MN,504 GRAND STREET,331,1,1,555.5,519.5,,8362.3
MN,600 WEST 169 STREET,2138,102,5,153.7,108.6,,552.6
BX,834 EAST 161 STREET,2677,19,2,173.1,104.4,,177
BX,1660 TOPPING AVENUE,2790,10,3,170.4,136,,743.7
BX,1790 WEEKS AVENUE,2797,25,3,182.7,143.7,,328.3
BX,2285 BATHGATE AVENUE,3050,66,5,177,124.3,,292.5
BX,3009 KINGSBRIDGE TERRACE,3256,200,1,241.7,131,,550.9
QN,209-15 18 AVENUE,5863,200,1,196.6,134.9,,801.8
BK,188 PARKSIDE AVENUE,5054,11,1,182.8,118,,223.9
BX,266 EAST 169 STREET,2450,31,1,940.2,817.3,,1245.7
QN,119-45 UNION TURNPIKE,3347,7501,1,298.1,205.6,,1107
MN,521 PARK AVENUE,1395,7502,1,196.1,118.8,,446.2
BX,1721 GRAND AVENUE,2867,94,5,163.1,123.6,,557.2
QN,6-31 BEACH 9 STREET,15584,4,5,182.2,108.8,,444.1
QN,163 STREET,6802,16,1,942.9,312.6,,1955.6
MN,614 WEST 135 STREET,2001,38,3,158.5,116.8,,765.9
BK,65 WILLOUGHBY STREET,148,39,1,904,313,,5234.2
BX,2330 RYER AVENUE,3151,14,7,176.2,138.8,,206.8
BX,1305 MORRIS AVENUE,2816,66,2,173.5,107.4,,259.9
MN,410 GRAND STREET,341,58,2,181.7,113.5,,1826.4
SI,5180 AMBOY ROAD,6511,111,1,695.6,226.2,,925.8
MN,590 WEST 204 STREET,2221,17,2,177.3,115.9,,320.7
MN,149 ESSEX STREET,411,58,1,226.7,99.2,,230.9
MN,408 MANHATTAN AVENUE,1944,45,3,173.9,120.1,,365.7
MN,400 5 AVENUE,838,7501,7,215.8,105.7,,4666.7
QN,40-05 HAMPTON STREET,1504,1,6,229.1,165.3,,557.6
MN,14 MORNINGSIDE AVENUE,1849,23,4,153.1,125.6,,531.1
BK,2580 OCEAN PARKWAY,7218,59,2,177.2,145.6,,800.3
MN,502 PARK AVENUE,1374,7502,7,143.8,73,,1685
QN,114-06 QUEENS BOULEVARD,3341,24,1,350.6,316.7,,1200.3
QN,87-40 109 STREET,9298,91,1,533.5,186.4,,1102
BX,150 WEST 197 STREET,3249,206,5,162.2,132.5,,273.1
MN,108 EAST 96 STREET,1524,7502,6,167.4,100.4,,670.2
BX,855 EAST 178 STREET,3117,23,4,197,150.8,,1042.5
BK,115 LOGAN STREET,4126,25,1,246.8,177.6,,500.5
MN,421 EAST 60 STREET,1455,13,3,179.3,99.5,,2013.3
BX,38 MARCY PLACE,2840,18,7,163.3,118.7,,323.8
BX,2357 PROSPECT AVENUE,3102,39,3,178.4,146.3,,448.8
BX,1870 CROTONA AVENUE,2950,11,2,177.1,107.7,,211.2
BX,1051 ELDER AVENUE,3713,43,3,168.1,132.1,,310.9
BX,1146 OGDEN AVENUE,2514,50,1,283,145.3,,500.7
BK,7713 3 AVENUE,5960,7,1,731.4,250,,1514.8
MN,227 CENTRAL PARK WEST,1196,35,6,154.5,101.2,,235.9
BX,1600 MACOMBS ROAD,2865,134,1,220.6,155.7,171.2,859.5
BX,2301 CRESTON AVENUE,3172,40,7,176.6,129.5,,275.4
MN,309 WEST 118 STREET,1945,7502,1,217,145.1,,839.4
QN,83-80 118 STREET,3321,100,1,207.7,182.8,,1299.7
QN,15-02 FAR ROCKAWAY BLVD,15537,125,1,592,234.6,,935.8
MN,2580 AMSTERDAM AVENUE,2159,51,3,230.4,182.8,372,1475
BK,1100 OCEAN AVENUE,5240,102,7,142.9,115.8,,206.5
BK,25 PARADE PLACE,5058,7,1,431.5,389.9,,1722.1
BK,145 EAST 18 STREET,5099,68,3,176.5,142.8,,537.9
MN,717 8 AVENUE,1036,29,3,222.3,140.2,,1336.8
BX,2256 WALTON AVENUE,3182,8,1,236.9,198,,407.4
BK,755 OCEAN AVENUE,5151,33,1,193.8,164.8,,1154.8
MN,1320 ST NICHOLAS AVENUE,2133,30,6,153.8,111.9,,327.9
MN,380 CONVENT AVENUE,2061,14,1,548,186.2,,1177.5
BX,2406 UNIVERSITY AVENUE,3213,1,1,238.6,154.6,,475.8
MN,305 EAST 63 STREET,1438,6,2,183.8,90.4,,1107.9
BX,1335 COLLEGE AVENUE,2785,56,5,169,124,,218.5
QN,20-46 31 STREET,848,56,6,153.7,122.5,,251.2
MN,364 BROADWAY,172,1,3,180,93.6,,594
BK,4217 16 AVENUE,5380,1,1,207.3,166.5,,449.4
MN,20 EAST 91 STREET,1502,59,4,264.2,113.4,,565.6
BK,1827 65 STREET,5547,57,1,282.7,221,,730.3
BK,1506 OCEAN AVENUE,6721,53,5,159.1,132.7,,229.5
QN,264-02 LANGSTON AVENUE,8450,1,1,227.7,170.9,9.9,914.5
MN,90 HAMILTON PLACE,2073,20,1,220.7,195.3,,467.9
BK,111 STEUBEN STREET,1894,7501,1,179.2,106.7,,449.3
MN,400 WEST 12 STREET,640,7501,1,216.8,99.4,296,1103.1
MN,1533 3 AVENUE,1532,4,3,204,108.5,,2037.5
MN,40 MERCER STREET,474,7506,4,167.8,74.2,,927.8
MN,175 2 AVENUE,467,35,5,192.6,126.9,,386.7
BX,1400 TOWNSEND AVENUE,2843,35,6,191,123.3,,299.2
BX,1235 STRATFORD AVENUE,3776,62,1,304.5,263.4,,455.2
QN,43-43 91 PLACE,1600,121,5,159.4,105.9,,178.9
MN,555 LENOX AVENUE,2007,7501,1,275.9,174.3,,280.7
BK,7000 BAY PARKWAY,6175,36,1,252.4,210.4,,1454.4
BX,355 EAST 184 STREET,3024,8,1,190.8,94,,798.5
BK,234 SKILLMAN AVENUE,2893,7502,4,185.6,119.4,,422.7
BX,2459 SOUTHERN BOULEVARD,3115,21,6,227.2,112.5,,1608.5
BX,920 EAST 174 STREET,2983,23,1,309.6,195.9,,395.2
BK,2114 BROWN STREET,7364,11,7,163.7,105.6,,194.7
BX,2192 MORRIS AVENUE,3170,15,7,171.3,133.2,,277.5
MN,3675 BROADWAY,2099,29,3,164.1,116.4,,570.4
QN,141-02 79 AVENUE,6633,1,6,148,117.5,,1017.7
MN,227 WEST 46 STREET,1018,13,1,264.5,105.9,256,405.3
MN,146 WEST 57 STREET,1009,7501,4,147.8,69.2,,3409.4
MN,1435 YORK AVENUE,1471,21,1,272.8,143,,347.7
MN,675 HUDSON STREET,629,1,1,655,358.2,,757.8
MN,630 1 AVENUE,968,7501,1,52178,43329.1,,1317762.1
MN,3875 BROADWAY,2137,26,1,207.8,150.4,,415
MN,110 EAST 71 STREET,1405,7501,1,189.7,91,,187.3
BX,405 EAST 204 STREET,3357,1,1,266.4,222.6,,279.3
MN,301 EAST 94 STREET,1557,7502,4,203.7,119.6,,750
BK,402 OCEAN AVENUE,5061,30,1,389.5,337.8,,529.4
MN,243 WEST 63 STREET,1154,158,7,227.8,72.6,,174.7
BX,660 EAST 242 STREET,5106,51,1,226.9,128,,465.7
MN,7 WEST 51 STREET,1267,28,1,402.8,175.1,,645.6
MN,1347 1 AVENUE,1447,23,7,157.9,105.2,,1509.4
BX,2103 GRAND CONCOURSE,3161,18,2,213.5,162.8,,515.2
QN,222-22 JAMAICA AVENUE,10813,5,3,280.6,107,525.6,912.6
QN,104-25 195 STREET,10891,21,7,174.4,111.3,,549.7
MN,1485 5 AVENUE,1746,7501,5,152.1,70.9,,1351.7
BX,3411 WAYNE AVENUE,3343,300,1,390.5,226.7,,1712.4
BX,4901 HENRY HUDSON PKWY W,5912,91,2,192.6,143.5,,1900.1
MN,13 WEST 56 STREET,1272,26,7,359,170.7,,699.7
MN,1351 ST NICHOLAS AVENUE,2144,42,1,233.8,140,,488.2
BX,170 WEST BURNSIDE AVENUE,2879,184,4,193.5,130.3,,376.6
MN,209 8 AVENUE,744,43,1,334.2,238.8,,405
MN,703 LEXINGTON AVENUE,1312,23,2,361.9,226.1,,375.5
MN,895 BROADWAY,848,15,6,517.2,263.1,,1117.8
QN,,2137,27,2,182,155.2,,1675.9
MN,980 COLUMBUS AVENUE,1863,29,1,364.1,233,,490.7
MN,475 GREENWICH STREET,594,7508,1,186.1,94,,289
MN,276 SHERMAN AVENUE,2228,37,6,206.7,153.2,,326.5
BX,361 EAST 163 STREET,2424,110,1,234.3,186.1,,589
BX,235 EAST 196 STREET,3301,4,2,167,130.3,,287.4
MN,610 WEST 163 STREET,2137,86,7,148.8,113,,332.5
QN,114-05 170 STREET,12334,273,1,315.6,253.2,,817.9
MN,179 3 AVENUE,897,75,2,192.1,171.9,,419.7
BK,493 FULTON STREET,152,1,1,500.7,237.5,,554.7
BK,417 LORIMER STREET,3022,25,1,210.8,144.2,,350
BX,1874 WARING AVENUE,4422,1,1,537.6,337.6,,637.1
MN,53 PERRY STREET,622,56,5,159.3,114.7,,249.3
BX,2191 CRESTON AVENUE,3170,40,2,193,155.8,,588.1
MN,141 EAST 55 STREET,1310,7501,1,197.1,75.6,,463.6
MN,960 AVENUE OF THE AMER,837,1,4,266.1,115.3,,820.6
MN,620 WEST 141 STREET,2088,43,6,159.4,133.2,,449.3
BK,132 FLATBUSH AVENUE EXT,132,23,1,1306.9,416.2,,7970.4
BX,613 EAST 138 STREET,2551,62,5,222.8,149.8,,248.2
MN,805 COLUMBUS AVENUE,1833,7507,2,236.5,108.8,,1007.5
MN,19 ST NICHOLAS AVENUE,1821,46,6,159.5,107.8,,289.4
MN,62 WEST 62 STREET,1114,7502,2,206.9,121,,1142.6
MN,124 EAST 28 STREET,883,78,4,340.8,196.4,,747.8
BX,1355 MORRIS AVENUE,2816,45,3,175.7,130.7,,275.6
BX,1845 HOBART AVENUE,4194,39,7,163.1,131.3,,501.2
BX,1071 ELDER AVENUE,3713,37,3,170.4,119.6,,483.4
MN,30 EAST 65 STREET,1379,51,3,173.3,110.1,,1283.1
MN,145 VERMILYEA AVENUE,2227,1,3,192.3,136.7,,317.9
BK,10 CLINTON STREET,238,35,1,371.4,315.2,,3009.3
MN,56 PINE STREET,41,7503,2,194.6,109.8,,693.4
BK,7101 16 AVENUE,6181,8,1,709.5,248.4,,1234.5
MN,162 AVENUE C,382,100,1,207.9,140.4,,5926.6
MN,14 WEST 24 STREET,825,56,1,427.9,152.8,,344.3
BX,2133 DALY AVENUE,3125,30,2,185.5,137.7,,245.5
BX,2438 WASHINGTON AVENUE,3058,1,4,183,118.9,,207.6
BX,1601 UNIVERSITY AVENUE,2878,1,7,192.2,102,,350.4
MN,2241 BROADWAY,1228,8,1,1219.6,469.7,,1479.3
MN,407 3 AVENUE,909,1,6,186.2,126.8,,1935.8
BX,3280 ROCHAMBEAU AVENUE,3336,11,1,193.1,165,,958.6
MN,524 WEST 145 STREET,2076,49,1,182.3,123.9,,482.3
BX,2604 3 AVENUE,2315,1,1,184.3,94.9,,180.7
BX,998 EAST 179 STREET,3131,20,1,262.5,225.8,,1230.3
MN,243 WEST 98 STREET,1870,7501,5,175.9,118.1,,493.6
MN,477 BROOME STREET,475,7503,1,202.1,149.3,,440.2
BK,7101 SHORE ROAD,5887,6,3,183.1,137.8,,523.2
BK,1061 EAST 13 STREET,6715,62,1,434.3,396.4,,1230.8
MN,24 EAST 13 STREET,570,17,1,341.5,178.4,,335.8
MN,53 NORTH MOORE STREET,188,7503,6,189,95,,718.1
MN,291 7 AVENUE,802,7502,1,194.8,111.2,,286.4
BX,943 TELLER AVENUE,2422,30,2,212.6,179.1,,448.5
BX,1990 GLEASON AVENUE,3792,37,2,172.5,143,,372.3
MN,200 DYCKMAN STREET,2175,53,3,236.5,175.4,,962.6
MN,3517 BROADWAY,2091,32,1,213.8,149.9,,421.1
BX,2450 DAVIDSON AVENUE,3200,1,6,178.4,123.9,,510.9
MN,393 EDGECOMBE AVENUE,2054,53,6,163.1,124.2,,222.1
MN,69 5 AVENUE,842,7501,5,169.6,110.8,,1403.8
BX,1893 BELMONT AVENUE,2947,40,7,154,114.4,,189.1
MN,1245 ST NICHOLAS AVENUE,2141,48,1,216.4,151.4,,449.9
MN,24 BRADHURST AVENUE,2044,7502,5,163.5,114.8,,241.6
BX,496 BERGEN AVENUE,2292,13,2,280.4,136.3,,327.7
BX,1166 GERARD AVENUE,2479,5,4,162.6,125.1,,253.1
MN,121 AVENUE OF THE AMER,477,7501,1,41415.8,34341.6,,192461.7
QN,90-05 161 STREET,9760,22,3,268.2,181.2,,656.4
MN,1475 BROADWAY,995,1,1,891.2,358.9,,1007.8
MN,166 WEST 18 STREET,793,7508,7,185.2,83.3,,468.4
BK,34 CROOKE AVENUE,5060,7502,1,202.4,127.2,,162.2
MN,21 ASTOR PLACE,545,7503,2,188.7,93.3,,659.1
MN,56 LEONARD STREET,176,7501,1,199.9,109.5,,3861.7
MN,250 EAST 54 STREET,1327,7502,5,190.9,88.6,,1754.4
MN,203 EAST 92 STREET,1538,7501,1,257.6,139.1,400,3569.2
MN,602 WEST 141 STREET,2088,38,6,137.7,112.5,,418.6
MN,1211 MADISON AVENUE,1499,20,1,196.4,111.1,,1030.2
MN,140 WEST STREET,84,7501,3,486.6,222.5,,7984.4
BX,199 MT EDEN PARKWAY,2824,19,6,432.1,175.5,,894.4
BX,1000 GRAND CONCOURSE,2461,90,2,197.6,157.8,,1178.7
MN,107 UNIVERSITY PLACE,564,4,3,171.7,94.6,,325.1
MN,400 EAST 90 STREET,1569,7503,4,212.2,114.4,,748.9
MN,57 WEST 58 STREET,1274,7502,1,325.1,190.3,,1155.1
BX,1220 WESTCHESTER AVENUE,3749,1,3,169.8,137.5,,1537.5
MN,240 EAST 86 STREET,1531,29,2,239.5,121.8,,2276.6
BX,2454 TIEBOUT AVENUE,3022,58,1,194.6,152.8,,619.5
BX,1473 BRYANT AVENUE,2995,38,2,191.7,137.6,,290.3
MN,40 ST NICHOLAS AVENUE,1822,24,3,179.5,118.3,,337.3
MN,93 GREENE STREET,500,7502,1,211.4,103.9,,334.3
MN,30 EAST 30 STREET,859,26,2,311.3,138.3,,1452.8
MN,162 EAST 80 STREET,1508,46,1,221.3,202.5,,588.7
MN,127 WEST 25 STREET,801,7503,1,309.5,166.4,,972.5
MN,189 CLAREMONT AVENUE,1994,66,2,228.2,200,,446.5
MN,885 10 AVENUE,1086,34,1,280.8,183.7,,419.7
MN,301 EAST 50 STREET,1343,7503,1,224.1,111.5,,818.3
BX,1225 SHERMAN AVENUE,2453,22,6,156.2,121.4,,243.7
MN,541 WEST 49 STREET,1078,8,5,224.5,155.2,,286.4
MN,125 EAST 85 STREET,1514,13,1,404.4,225.1,,824.1
MN,11 EAST 68 STREET,1383,7501,5,158.7,66.2,,527.3
MN,424 EAST 57 STREET,1368,39,2,195.3,141.4,,286.5
MN,93 PRINCE STREET,513,35,6,373.9,177.7,,959.5
BX,1010 UNDERHILL AVENUE,3732,20,1,349.6,161.5,,764.1
BX,1560 SILVER STREET,4077,34,4,161.9,114.8,,444.2
BX,2095 CRESTON AVENUE,3169,43,4,177.5,139.2,,558.1
BX,2420 CRESTON AVENUE,3165,24,1,181.6,144.8,,246.8
MN,325 EAST 115 STREET,1687,14,5,183.9,123.8,,300.4
MN,301 WEST 53 STREET,1044,7501,1,910.5,495.3,,1925.3
BX,1808 CEDAR AVENUE,2881,1,1,225.2,170.6,,379.2
MN,306 WEST 48 STREET,1038,7501,3,168.6,86.6,,1276.8
MN,38 WEST 40 STREET,841,71,2,416.5,194.1,,1768.3
MN,166 PERRY STREET,637,7508,1,209.2,120,,348.8
BX,283 CYPRESS AVENUE,2552,40,2,259,184,,434.7
BX,2323 EASTCHESTER ROAD,4392,42,7,293,121.3,,828.9
BK,880 47 STREET,769,36,5,160,135.4,,232.3
MN,7 HUBERT STREET,214,7503,1,200,98.7,,821.1
BK,405 WILLIAMS AVENUE,3785,1,3,189.9,135.7,,587.9
BX,773 CONCOURSE VILLAGE E,2443,170,1,282.7,220.9,,11246.6
MN,317 BLEECKER STREET,591,40,1,242.6,156.9,,420.1
BX,1382 CROTONA AVENUE,2937,1,1,269.5,203.3,,470.3
BK,179 WILSON AVENUE,3246,5,1,499.4,219.4,,246.7
BX,871 EAST 179 STREET,3123,77,2,182.9,121,,194.6
BK,42 MAIN STREET,36,7502,1,216.3,91,,185.9
BK,68 JAY STREET,40,1,5,173.8,79.5,,1872.3
BK,84 FRONT STREET,51,7501,4,177.3,99.8,,424.8
BK,85 ADAMS STREET,52,7501,5,173.9,85.4,,651.3
MN,29 9 AVENUE,646,7503,2,353.6,125.2,,721.2
BX,1361 COLLEGE AVENUE,2785,54,7,163.3,122,,213.5
MN,377 GREENWICH STREET,187,16,1,433.2,207.2,344,1181.1
QN,83-15 24 AVENUE,1078,1,6,96.9,81.6,,544.6
MN,438 EAST 116 STREET,1709,16,1,268.3,136.1,,294.9
MN,1474 3 AVENUE,1512,7502,3,218.6,156.8,32.4,617
MN,509 AVENUE OF THE AMER,609,47,6,199.2,124.5,,883.4
MN,381 PARK AVENUE SOUTH,882,85,1,646.8,531,,6296.9
BK,8415 4 AVENUE,6026,1,1,382.5,335.2,,1706.8
MN,275 WEST 96 STREET,1868,7501,7,162.8,94.3,,2795.8
MN,1270 3 AVENUE,1408,33,3,165.9,128.5,,1733.7
MN,31 UNION SQUARE,844,17,1,200.8,107.8,,916.5
MN,875 5 AVENUE,1383,69,1,189.1,100,,1421.9
MN,27 EAST 65 STREET,1380,23,1,201.6,123.8,,900.1
MN,2465 BROADWAY,1239,52,1,468.3,258,,561.5
MN,310 EAST 53 STREET,1345,7501,1,218.8,128.7,,1446.2
MN,50 UNITED NATIONS PLAZA,1339,7502,1,179.1,94.3,,2303.5
BK,255 MC KIBBIN STREET,3082,65,3,172.7,124,,584.8
MN,689 COLUMBUS AVENUE,1207,1,1,348.1,256.6,,5304.1
MN,103 NORFOLK STREET,353,7501,2,187.4,104.2,,272.1
MN,165 CHARLES STREET,637,7505,1,440.2,226,,1033.5
MN,60 EAST 9 STREET,560,7503,2,186.8,117.8,,1498.5
MN,363 WEST 16 STREET,740,1,6,311.4,162.4,,2714.9
BX,105 WEST 168 STREET,2518,1,2,210.5,166.7,,3184.9
BK,199 GARFIELD PLACE,963,67,6,186.6,59.4,,242.4
MN,145 MULBERRY STREET,236,7502,1,225.1,148,,271.4
BK,1103 GATES AVENUE,3330,32,5,190,129.8,,469.5
SI,180 BROAD STREET,545,40,1,331,285.5,,1435.5
MN,15 WEST 43 STREET,1259,25,1,580.1,372.5,396,1468.7
MN,30 LITTLE WEST STREET,16,7514,5,149.4,83.1,,2497.6
MN,1482 3 AVENUE,1512,40,7,179.8,126.8,,1675.2
MN,4730 BROADWAY,2175,39,6,170,129.8,,569.4
MN,82 BEAVER STREET,28,7501,3,244.5,111.2,,755.8
MN,161 LEXINGTON AVENUE,886,30,6,207.4,133.2,,538.6
BK,44 PINEAPPLE STREET,231,19,5,147.5,101.8,,2916.2
MN,101 WEST 86 STREET,1217,35,1,225,126.7,,262.2
MN,975 1 AVENUE,1346,7503,1,219.9,145.3,,522.1
MN,1012 AMSTERDAM AVENUE,1881,35,1,184.5,134.9,,326.1
MN,520 WEST 163 STREET,2122,153,1,241.8,163.6,,528.4
BX,2058 JEROME AVENUE,3179,4,5,251.5,111.4,,233.7
MN,1610 ST NICHOLAS AVENUE,2161,4,2,176.1,110.2,,329.1
MN,4841 BROADWAY,2238,42,1,220.6,169.5,,432.6
MN,40 BROAD STREET,24,7501,1,255.4,118.4,,2170.9
BK,305 PARKSIDE AVENUE,5051,1,2,395.9,219.7,,207.1
BX,2042 GRAND AVENUE,3193,1,1,185.4,119,,405.6
MN,208 EAST 79 STREET,1433,40,1,726.4,281.7,,3489.4
BX,2226 LORING PLACE NORTH,3224,17,5,159.2,126.3,,223.2
BX,135 WEST KINGSBRIDGE RD,3248,143,5,180.7,118.6,,713.9
MN,11 EAST 36 STREET,866,7501,2,189.1,98,,604.8
MN,113 UNIVERSITY PLACE,564,7,2,251.4,114.9,,524.7
QN,136-20 ROOSEVELT AVENUE,5019,5,2,551.9,227.2,,2900.7
QN,37-51 79 STREET,1290,49,1,185.1,146.7,,255.1
BX,3073 BUHRE AVENUE,4196,30,7,148.2,106,,341
BX,3444 FISH AVENUE,4713,1,1,306.1,240.5,,3695.6
BK,131 EAST 21 STREET,5082,72,7,189.5,152.8,,655.1
MN,140 WEST 22 STREET,797,7507,7,174.5,71.7,,369
MN,100 WEST 18 STREET,793,7507,5,164.2,76.7,,530.5
MN,1228 ST NICHOLAS AVENUE,2128,8,2,168.5,120,,462.4
BX,1701 EASTBURN AVENUE,2794,49,7,158.6,109.9,,244.6
MN,321 BROADWAY,152,7501,3,170,68.4,,184.3
MN,42 AVENUE A,399,1,2,190.5,111.9,,208.1
BK,547 CLINTON AVENUE,2011,1,1,777.7,410,,2045.3
QN,182-17 150 AVENUE,13412,1,7,217,89.6,,635.8
QN,179-29 150 ROAD,13413,31,2,809.7,457,,836.7
BK,918 KENT AVENUE,1911,1,3,128.2,88.5,,337.2
MN,701 PARK AVENUE,1404,1,3,361.5,188,,1290.1
MN,585 ISHAM STREET,2243,4,2,180.4,151.8,,355.1
BK,495 LINCOLN PLACE,1178,79,1,262.2,220.7,,313.6
BK,9 WHITE STREET,3117,29,1,646.7,534.6,,1880.3
MN,100 MAIDEN LANE,42,1,6,188.4,87.3,,1872.9
BK,2950 OCEAN AVENUE,7440,28,1,177.7,154.8,,557.5
MN,47 WEST 43 STREET,1259,11,4,235.3,132.6,,1081.9
MN,794 MADISON AVENUE,1382,17,3,165.6,108.9,,279.7
BK,510 QUINCY STREET,1811,19,1,23231.3,22081.5,,258010.5
QN,35-35 95 STREET,1469,58,6,163.7,129.1,,233.6
