Borough,Address,Number of Floors,Zoning District,Year Built,Building Class,Filing Status,Filing Date,Owner Bus Name,Qewi Name,Qewi Bus Name
BROOKLYN,HICKS STREET 111,30,R7-1,1929,D4,SWARMP,11/26/2007,ST.GEORGE TOWER & GRILLE CORP,GEORGE D CUTSOGEORGE,CUTSOGEORGE TOOMAN & ALLEN
BROOKLYN,HICKS STREET 111,30,R7-1,1929,D4,SWARMP,01/28/2019,MICHAEL  VEKASSY,ST. GEORGE TOWER AND GRILL OWNERS C,DANIEL  ALLEN,CTA ARCHITECTS
BROOKLYN,WILLOW STREET 128,6,R6,1925,D4,SWARMP,01/24/2007,128 WILLOW APT CORP,JOAKIM L ASPEGREN,ARCHITECTURE RESTORATION CONS PC
BROOKLYN,WILLOW STREET 128,6,R6,1925,D4,SWARMP,08/20/2012,128 WILLOW APARTMENT CORP,ROBERTA L LEVINE,LPE ENGINEERING, PC
BROOKLYN,WILLOW STREET 128,6,R6,1925,D4,SWARMP,02/02/2017,PAUL  TEITELBAUM,128 Willow Street Coop,ROBERTA  LEVINE
BROOKLYN,WILLOW STREET 115,6,R6,1926,D4,SWARMP,11/16/2010,115 WILLOW STREET CORP,ROBERTA L LEVINE,LPE ENGINEERING, PC
BROOKLYN,WILLOW STREET 115,6,R6,1926,D4,SWARMP,02/16/2017,TIFFANY  PARKER,115 Willow Street Corporations,THOMAS  CATALDO
BROOKLYN,HICKS STREET 128,6,R6,1958,D4,SWARMP,06/26/2015,130 HICKS STREET OWNERS INC,RUSLAN  SOLOVYEV,THE FALCON GROUP
BROOKLYN,HENRY STREET 160,10,R7-1,1924,D4,SWARMP,06/16/2005,160 HENRY STREET CORP,CHARLES A MERRITT,MERRITT ENGINEERING CONSULTANTS
BROOKLYN,HENRY STREET 160,10,R7-1,1924,D4,SWARMP,02/16/2017,RAYMOND  RASKIN,160 Henry Street Corp.,ROBERTA  LEVINE,LPE ENGINEERING, PC
BROOKLYN,CLINTON STREET 10,12,R8,1971,D4,SWARMP,06/13/2012,CADMAN TOWERS INC,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCH
BROOKLYN,FURMAN STREET 360,12,M2-1,1928,RM,SWARMP,04/23/2008,360 BROOKLYN INVESTORS, LLC,JOHN  WHELAN,GOLDSTEIN ASSOCIATES CONSULTING
BROOKLYN,FURMAN STREET 360,12,M2-1,1928,RM,SWARMP,02/15/2012,1 BROOKLYN BRIDGE PARK CONDO,SUSANNE C MACKIW,GILSANZ MURRAY STEFICEK
BROOKLYN,FURMAN STREET 360,12,M2-1,1928,RM,SWARMP,02/21/2017,RANDY  SULZER,FirstServide Residential,STANFORD  CHAN
BROOKLYN,MONTAGUE STREET 176,33,C5-2A,1999,D6,SWARMP,02/16/2007,ARCHSTONE SMITH OPERATIN,JOHN J HOFFMANN,HOFFMANN ARCHITECTS,INC
BROOKLYN,MONTAGUE STREET 188,11,C5-2A,1924,O6,SWARMP,11/27/2013,THE TREELINE COMPANIES,RICHARD W LEFEVER,FACADE MD ARCHITECTS & ENGINEERS
BROOKLYN,MONTAGUE STREET 188,11,C5-2A,1924,O6,SWARMP,02/15/2018,ANTHONY  NAGLIERI,TREELINE,ALAN  EPSTEIN,EPSTEIN ENGINEERING, P.C.
BROOKLYN,SCHERMERHORN STREET 63,14,C6-2A,2006,D3,SWARMP,02/25/2020,MICHAEL  ABREU,Mr. Bear LLC,THOMAS  CATALDO,CATALDO ENGINEERING, P.C.
BROOKLYN,43 STREET BLDG 58 1,5,M3-1,1930,T2,SWARMP,01/25/2007,NYC ECONOMIC DEVELOPMENT CORP,ROBERT A FRIESS,R.A.F. SERVICES, INC
BROOKLYN,43 STREET BLDG 57 1,5,M3-1,1930,T2,SWARMP,01/25/2007,NYC ECONMIC DEVELOPMENT CORP,ROBERT A FRIESS,NYC ECONOMIC DEVELOPMENT CORP
BROOKLYN,43 STREET BLDG G 1,5,M3-1,1930,T2,SWARMP,01/25/2007,NYC ECONOMIC DEVELOPMENT CORP,ROBERT A FRIESS,R.A.F. SERVICES, INC
BROOKLYN,43 STREET UNIT A 1,5,M3-1,1930,T2,SWARMP,01/25/2007,NYC ECONOMIC DEVELOPMENT CORP,ROBERT A FRIESS,R.A.F. SERVICES, INV
BROOKLYN,1 AVENUE 4112,5,M3-1,1930,T2,SWARMP,01/25/2007,NYC ECONOMIC DEVELOPMENT CORP,ROBERT A FRIESS,R.A.F. SERVICES, INC
BROOKLYN,4 AVENUE 4520,8,R7A,1979,N9,SWARMP,11/15/2016,BARBARA  MIKOLAJCZAK,Marien-Heim of Sunset Park,BENJAMIN  LAVON
BROOKLYN,HUDSON AVENUE 1,0,M3-1,0,U2,SWARMP,02/20/2007,CONSOLIDATED EDISON CO.,ROBERT A FRIESS,RAF SERVICES, INC
BROOKLYN,HUDSON AVENUE 1,0,M3-1,0,U2,SWARMP,06/20/2012,CONSOLIDATED EDISON CO. OF NY,A,R.A.F SERVICES, INC
BROOKLYN,HUDSON AVENUE 1,0,M3-1,0,U2,SWARMP,11/14/2017,BRIAN  MANZINO,ConEdison,BASHKIM  CACI,HAKS
BROOKLYN,WASHINGTON STREET 31,6,C6-2A,1930,RM,SWARMP,04/15/2011,31 WASHINGTON CONDOMINIUM,EDWARD T SIMONIELLO,SW ENGINEERING CO.,PLLC
BROOKLYN,WASHINGTON STREET 31,6,C6-2A,1930,RM,SWARMP,04/15/2011,31 WASHINGTON CONDOMINIUM,EDWARD T SIMONIELLO,SW ENGINEERING CO.,PLLC
BROOKLYN,JAY STREET 42,9,M1-4/R8A,1913,D1,SWARMP,01/31/2007,PHOENIX HOUSE FOUNDATION,KENNETH H ROSS,K. ROSS ARCHITECT AND ASSOCIATE
BROOKLYN,FRONT STREET 75,12,M1-2/R8A,1906,O6,SWARMP,02/12/2019,BRENDAN  PRINCE,45 Main Associates LLC,RODRIGO  TORRES,INSIGHT STUDIO ARCHITECTURE PC
BROOKLYN,HUDSON AVENUE 78,7,M1-2,1913,O6,SWARMP,01/22/2016,THE CIBRANO FAMILY, LP,SHARON A LOBO,INDUS ARCHITECT, PLLC
BROOKLYN,HUDSON AVENUE 78,7,M1-2,1913,O6,SWARMP,01/22/2016,THE CIBRANO FAMILYU, LP,SHARON A LOBO,INDUS ARCHITECT, PLLC
BROOKLYN,WASHINGTON STREET 70,13,M1-2/R8A,1911,RM,SWARMP,02/17/2012,70 WASHINGTON STREET CONDO,ALAN S EPSTEIN,EPSTEIN ENGINEERING, P.C
BROOKLYN,FRONT STREET 84,0,M1-2/R8A,2006,RM,SWARMP,02/21/2013,THE NEXUS CONDOMINIUM,BRIAN P SULLIVAN,SULLIVAN ENGINEERING LLC
BROOKLYN,FRONT STREET 84,0,M1-2/R8A,2006,RM,SWARMP,02/15/2019,RANDY  SULZER,The Nexus Condominium,DAVID  SALAMON,SALAMON ENGINEERING PLLC
BROOKLYN,YORK STREET 190,14,R6,1950,D3,SWARMP,02/19/2010,N.Y.C.H.A.,JOHN F DAVIES,HALL PARTNERSHIP ARCHITECTS. LLP
BROOKLYN,YORK STREET 190,14,R6,1950,D3,SWARMP,12/04/2012,NEW YORK CITY HOUSING AUTHORITY,HARENDRA V SEVAK,GANDHI ENGINEERING, INC
BROOKLYN,SANDS STREET 177,14,R6,1950,D3,SWARMP,06/15/2018,GARY  GUILLAUME,NYC HOUSING AUTHORITY,BARIS  ACAR,PACE ENGINEERING P.C.
BROOKLYN,BRIDGE STREET 111,14,R6,1950,D3,SWARMP,04/22/2018,GARY  GUILLAUME,NYC HOUSING AUTHORITY,BARIS  ACAR,PACE ENGINEERING P.C.
BROOKLYN,ADAMS STREET 235,15,R7-1,1950,D4,SWARMP,10/29/2010,KATHLEEN  NEEDHAM-INOCCO,MIDTOWN PRESERVATION ARCHT.& ENG
BROOKLYN,JAY STREET 230,15,R7-1,1950,D4,SWARMP,02/21/2012,CONCORD VILLAGE OWNERS INC,KATHLEEN  NEEDHAM-INOCCO,MIDTOWN PRESERVATION
BROOKLYN,ADAMS STREET 215,15,R7-1,1950,D4,SWARMP,02/10/2017,LEONARD  JORDAN,Concord Village Owners Inc.,KATHLEEN  NEEDHAM-INOCCO
BROOKLYN,JAY STREET 230,15,R7-1,1950,D4,SWARMP,02/17/2017,LEONARD  JORDAN,Concord Village Owners Corp.,KATHLEEN  NEEDHAM-INOCCO
BROOKLYN,ADAMS STREET 235,15,R7-1,1950,D4,SWARMP,02/16/2017,LEONARD  JORDAN,Concord Village Owners Corp.,KATHLEEN  NEEDHAM-INOCCO
BROOKLYN,ADAMS STREET 175,15,R7-1,1950,D4,SWARMP,01/23/2017,LEONARD  JORDAN,Concord Village Owners Inc.,KATHLEEN  NEEDHAM-INOCCO
BROOKLYN,ADAMS STREET 195,15,R7-1,1950,D4,SWARMP,02/17/2017,LEONARD  JORDAN,Concord Village Owners Corp.,KATHLEEN  NEEDHAM-INOCCO
BROOKLYN,JAY STREET 270,15,R7-1,1950,D4,SWARMP,02/16/2017,LEONARD  JORDAN,Concord Village Owners Corp.,KATHLEEN  NEEDHAM-INOCCO
BROOKLYN,ADAMS STREET 225,15,R7-1,1950,D4,SWARMP,02/16/2017,LEONARD  JORDAN,Concord Village Owners Corp.,KATHLEEN  NEEDHAM-INOCCO
BROOKLYN,ADAMS STREET 235,15,R7-1,1950,D4,SWARMP,10/29/2010,CONCORD VILLAGE OWNERS INC,KATHLEEN  NEEDHAM-INOCCO,MIDTOWN PRESERVATION ARCHT.& ENG
BROOKLYN,ADAMS STREET 175,15,R7-1,1950,D4,SWARMP,02/21/2012,CONCORD VILLAGE OWNERS INC,KATHLEEN  NEEDHAM-INOCCO,MIDTOWN PRESERVATION
BROOKLYN,ADAMS STREET 195,15,R7-1,1950,D4,SWARMP,02/21/2012,CONCORD VILLAGE OWNERS INC,KATHLEEN  NEEDHAM-INOCCO,MIDTOWN PRESERVATION
BROOKLYN,JAY STREET 270,15,R7-1,1950,D4,SWARMP,02/21/2012,CONCORD VILLAGE OWNERS INC,KATHLEEN  NEEDHAM-INOCCO,MIDTOWN PRESERVATION
BROOKLYN,ADAMS STREET 225,15,R7-1,1950,D4,SWARMP,02/21/2012,CONCORD VILLAGE OWNERS INC,KATHLEEN  NEEDHAM-INOCCO,MIDTOWN PRESERVATION
BROOKLYN,PEARL STREET 157,9,M1-6/R10,1918,O6,SWARMP,01/13/2019,KEN  STUBER,MAPLE 3P KRL 175 PEARL OWNER, LLC c/o Normandy Rea,RYAN  JOHNSON,PVE SHEFFLER, LLC
BROOKLYN,SANDS STREET 90,28.5,M1-6/R10,1992,H8,SWARMP,12/22/2017,NEAL  DUFFY,PR,BRIAN  SULLIVAN,SULLIVAN ENGINEERING
BROOKLYN,JAY STREET 300,11,C6-4,1920,W5,SWARMP,01/15/2016,CUNY-DDCM,SUPERSTRUCTURES ENG. & ARCH
BROOKLYN,JAY STREET 300,11,C6-4,1920,W5,SWARMP,01/15/2016,CUNY-DDCM,SUPERSTRUCTURES ENG. & ARCH
BROOKLYN,JOHNSON STREET 135,7,C6-1A,1993,O3,SWARMP,06/25/2008,FOREST CITY RATNER COMPANIES,VINCENT  STRAMANDINOLI,VSA EXTERIOR CONSULTANTS
BROOKLYN,JOHNSON STREET 135,7,C6-1A,1993,O3,SWARMP,11/07/2012,FC TECHPLACE ASSOC II LLC,DOMINGO J DIAZ,DIAZ ARCHITECTS.INC
BROOKLYN,JOHNSON STREET 135,7,C6-1A,1993,O3,SWARMP,10/05/2018,JOHN  BOWEN,Forest City Tech Place Associates II,DOM  DIAZ,DIAZ ARCHITECTS INC.,PA
BROOKLYN,DUFFIELD STREET 222,25,C6-4.5,2007,H1,SWARMP,02/19/2019,KEITH  LAM,Dumbo Hotel LLC,DAVID  MAY,SUPERSTRUCTURES ENGINEERING + ARCHI
BROOKLYN,MYRTLE AVENUE 100,11,C6-1A,1989,O6,SWARMP,08/17/2012,FC BRIDGE ST ASSOCIATES II LLC,DOMINGO J DIAZ,DIAZ ARCHITECTS, INC
BROOKLYN,MYRTLE AVENUE 100,11,C6-1A,1989,O6,SWARMP,01/06/2017,JOHN  BOWEN,Forest City Bridge Street Associates II LLC,DOM  DIAZ
BROOKLYN,FULTON STREET 422,12,C5-4,1920,RC,SWARMP,09/15/2020,CHRIS  MCCARTIN,TISHMAN SPEYER,MASSIMILIANO  VOTO,THORNTON TOMASETTI
BROOKLYN,FULTON STREET 422,12,C5-4,1920,RC,SWARMP,02/21/2012,MACY'S INC,ALAN S EPSTEIN,EPSTEIN ENGINEERING, PC
BROOKLYN,LIVINGSTON STREET 210,0,C6-4,0,U7,SWARMP,10/20/2009,210 LIVINGSTON CO. LLC,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCHITECT PC
BROOKLYN,LIVINGSTON STREET 210,0,C6-4,0,U7,SWARMP,10/02/2012,210 LIVINGSTON CO. LLC,L,HOWARD L. ZIMMERMAN ARCH
BROOKLYN,SCHERMERHORN STREET 200,8,C6-1,2005,D6,SWARMP,02/13/2013,STATE RENAISSANCE LLC,ALAN S EPSTEIN,EPSTEIN ENGINEERING PC
BROOKLYN,COLUMBIA HEIGHTS 17,12,M2-1,1924,O6,SWARMP,01/31/2017,KIM  SAVARESE,Kushner,SHARON  LOBO
BROOKLYN,COLUMBIA HEIGHTS 58,8,M2-1,1938,O6,SWARMP,02/09/2017,KIM  SAVARESE,Kushner,SHARON  LOBO,INDUS ARCHITECT PLLC
BROOKLYN,COLUMBIA HEIGHTS 18,8,M2-1,1938,O6,SWARMP,01/31/2017,KIM  SAVARESE,Kushner,SHARON  LOBO
BROOKLYN,ORANGE STREET 35,6,R6,1923,D1,SWARMP,05/07/2012,MM & I REALTY COMPANY LLC,DAVID  MAY,SUPERSTUCTURES ENG. & ARCH
BROOKLYN,22 STREET 266,8,R6B,2002,D9,SWARMP,01/09/2019,JACK  LOCICERO,SOUTH SLOPE REALTY OF BROOKLYN, INC,ANDREW  KATZ,ANDREW KATZ ENGINEERS
BROOKLYN,CLARK STREET 35,7,R6,1922,D4,SWARMP,08/20/2012,35 CLARK APTS. CORP,ROBERTA L LEVINE,LPE ENGINEERING, PC
BROOKLYN,CLARK STREET 35,7,R6,1922,D4,SWARMP,09/24/2018,PAMELA  FERBER,35 CLARK APARTMENTS CORP.,ROBERTA  LEVINE,LPE ENGINEERING, PC
BROOKLYN,CLARK STREET 41,10,R7-1,1899,D4,SWARMP,02/21/2007,ST. GEORGE TOWER & GRILL,GEORGE D CUTSOGEORGE,CUTSOGEORGE TOOMAN & ALLEN ARCHI
BROOKLYN,CLARK STREET 41,10,R7-1,1899,D4,SWARMP,12/06/2018,MICHAEL  VEKASSY,ST. GEORGE TOWER AND GRILL OWNERS C,DANIEL  ALLEN,CTA ARCHITECTS
BROOKLYN,PINEAPPLE STREET 60,8,R7-1,1888,D4,SWARMP,02/21/2007,60 PINEAPPLE RESIDENCE CORP,CHARLES S SAUTER,RAND ENGINEERING & ARCHITECTURE
BROOKLYN,WILLOW STREET 135,10,R6,1955,D4,SWARMP,11/22/2011,135 WILLOW STREET OWNERS CORP,ALAN D MARCUS,RAND ENGINEERING & ARCHITECT
BROOKLYN,WILLOW STREET 135,10,R6,1955,D4,SWARMP,11/09/2016,BERNARD  ROSENTHAL,135 Willow Street Owners Corp.,WILLIAM  VARNEY,RAND Engineering & Architecture, DPC
BROOKLYN,PIERREPONT STREET 75,6,R7-1,1925,D1,SWARMP,02/09/2007,GANS MANAGEMENT,ALAN S EPSTEIN,EPSTEIN ENGINEERING,P.C
BROOKLYN,HENRY STREET 161,10,R7-1,1905,D4,SWARMP,12/19/2006,161 OWNERS CORP,RALPH J GIORGIO,GIORGIO ENGINEERING INTERNATIONL
BROOKLYN,HENRY STREET 161,10,R7-1,1905,D4,SWARMP,01/29/2018,WALTER  BLANCO,PR,ROBERTA  LEVINE,LPE ENGINEERING, PC
BROOKLYN,CADMAN PLAZA 300,19,C6-4,1987,O6,SWARMP,08/08/2006,FOREST CITY PIERREPONT,VINCENT  STRAMANDINOLI,VSA EXTERIOR CONSULTANTS, INC
BROOKLYN,CADMAN PLAZA 300,19,C6-4,1987,O6,SWARMP,02/10/2012,FC PIERREPONT ASSOCIATES LLC,DOMINGO J DIAZ,DIAZ ARCHITECTS INC
BROOKLYN,PIERPONT STREET 2,12,R6,1948,D1,SWARMP,11/27/2006,BROOKLYN LAW SCHOOL,DOUGLAS C LANE,LANE ENGINEERING CONSULTING, PC
BROOKLYN,PIERPONT STREET 2,12,R6,1948,D1,SWARMP,07/20/2015,BROOKLYN LAW SCHOOL,JOHN T DALESSIO,JOHN T. DALESSIO, P.E., P.P
BROOKLYN,PIERPONT STREET 2,12,R6,1948,D1,SWARMP,07/20/2015,BROOKLYN LAW SCHOOL,JOHN T DALESSIO,JOHN T. DALESSIO, P.E., P.P
BROOKLYN,PIERREPONT STREET 70,6,R7-1,1925,D3,SWARMP,04/17/2014,N/A,GEORGE  SCHWARZ,GEORGE SCHWARZ ARCHITECT
BROOKLYN,PIERREPONT STREET 70,6,R7-1,1925,D3,SWARMP,02/19/2019,MARIA  MARTAKIS,Maria Martakis,SHARON  LOBO,INDUS ARCHITECT PLLC
BROOKLYN,COURT STREET 26,29,C5-2A,1926,O4,SWARMP,08/29/2012,26 COURT ASSOCIATES,ROBERT  ANTONUCCI,ANTONUCCI & ASSOCIATES
BROOKLYN,REMSEN STREET 175,12,C5-2A,1962,O6,SWARMP,01/04/2018,ANTHONY  NAGLIERI,TREELINE,ALAN  EPSTEIN,EPSTEIN ENGINEERING, P.C.
BROOKLYN,GRACE COURT 2,6,R6,1930,D4,SWARMP,02/21/2007,2 GRACE COURT OWNERS INC,NEEDHAM-INOCCO  KATHLEEN,MIDTOWN PRESERVATION ARCH & ENG
BROOKLYN,JORALEMON STREET 187,14,C5-2A,1925,O3,SWARMP,02/16/2007,PROGRESS FO PEOPLES MGTM,JIRI  MARSIK,SIRI MARSIK ARCHITECTS
BROOKLYN,JORALEMON STREET 187,14,C5-2A,1925,O3,SWARMP,01/20/2017,MARY  WHELAN,Catholic Charities Brooklyn Queens,HANS  ARNTSEN
BROOKLYN,JORALEMON STREET 181,4,C5-2A,2007,W6,SWARMP,02/14/2012,ST FRANCIS COLLEGE,STEPHEN L COHAN,STELCO RESTORATION & TECH
BROOKLYN,LIVINGSTON STREET 59,6,C5-2A,1917,D1,SWARMP,03/17/2006,MAXTOR REALTY CORP,HUGH A ROBOTHAM,HUGH ROBOTHAM ARCHITECTS
BROOKLYN,LIVINGSTON STREET 59,6,C5-2A,1917,D1,SWARMP,02/11/2011,MAXTOR REALTY CORP,HUGH  ROBOTHAM,HUGH ROBOTHAM,ARCHITECT,P.C
BROOKLYN,LIVINGSTON STREET 85,18,C5-2A,1964,D4,SWARMP,02/21/2012,85 LIVINGSTON TENANTS CORP,JAMES J BLUM,JOSEPH K. BLUM CO. LLP
BROOKLYN,COURT STREET 106,13,C6-2A,1999,J5,SWARMP,05/24/2016,FC COURT ST ASSOCIATION, LLC,DOMINGO J DIAZ,DIAZ ARCHITECTS, INC
BROOKLYN,STATE STREET 205,20,C5-4,2003,D1,SWARMP,02/18/2020,LAURENCE  TAMACCIO,Brooklyn Law School,PAUL  MILLMAN,SUPERSTRUCTURES ENG. + ARCH.
BROOKLYN,CARROLL STREET 560,12,R8A,2007,R4,SWARMP,02/20/2019,SILVIA  WEINTRAUB,C560 CONDOMINIUM,LEVON  SHAGINYAN,SW ENGINEERING
BROOKLYN,TIFFANY PLACE 29,8,R7A,1930,R4,SWARMP,02/02/2007,THE ARIANA CONDO ASSOC,ERIC W COWLEY,COWLEY ENGINEERING
BROOKLYN,TIFFANY PLACE 29,8,R7A,1930,R4,SWARMP,02/06/2017,MARY FRANCES  SHAUGHNESSY,Tudor Realty,ERIC  COWLEY
BROOKLYN,10 STREET 341,17,R6B,1968,D3,SWARMP,07/30/2012,STELLAR MANAGEMENT,JIRI F MARSIK,JIRI F. MARSIK
BROOKLYN,HENRY STREET 492,5,R6B,1928,R4,SWARMP,11/19/2007,HENRY STREET MEWS CONDO,DENNIS  MELE,MIDTOWN PRESERVATION ARCHITECTS
BROOKLYN,HENRY STREET 492,5,R6B,1928,R4,SWARMP,02/21/2013,HENRY STREET MEWS CONDO,DENNIS  MELE,MIDTOWN PRESERVATION
BROOKLYN,HENRY STREET 492,5,R6B,1928,R4,SWARMP,08/08/2019,NICK  MURPHY,Henry Street Mews Condominium,DENNIS  MELE,MIDTOWN PRESERVATION ARCHITECTURE &
BROOKLYN,UNION STREET 925,6,R8X,1920,D4,SWARMP,07/29/2009,925 UNION STREET OWNERS,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCH. P.C
BROOKLYN,8 AVENUE 118,11,R7B,1936,D4,SWARMP,08/30/2007,ADVANCED MANAGEMENT,TINA  TAPINEKIS,TMT RESTORATION CONSULTANTS,LTD
BROOKLYN,8 AVENUE 118,11,R7B,1936,D4,SWARMP,08/21/2012,118 EIGHTH AVENUE HOUSING CO,DENNIS  MELE,MIDTOWN PRESERVATION
BROOKLYN,WARREN STREET 572,6,R7B,1971,D1,SWARMP,10/16/2017,GARY  GUILLAUME,NYC HOUSING AUTHORITY,JONATHAN  CELLA,GANDHI ENGINEERING, INC.
BROOKLYN,UNION STREET 625,8,M1-2,2006,H3,SWARMP,02/19/2019,PRATIK  AMIN,Union Hotel Property LLC,ERIN  FISHER,CANY
BROOKLYN,PLAZA STREET EAST 50,12,R8X,1925,D4,SWARMP,10/04/2017,ARTHUR  KAPLOWITZ,50 PLAZA TENANTS CORP,ANTHONY  ACCARDO,ACCARDO ENGINEERING, PLLC
BROOKLYN,PACIFIC STREET 1296,6,R6,1928,D1,SWARMP,11/30/2012,1296 REALTY LLC,EDUARD  GRINFELD,EDUARD GRINFELD P.E
BROOKLYN,PACIFIC STREET 1296,6,R6,1928,D1,SWARMP,11/30/2012,1296 REALTY LLC,EDUARD  GRINFELD,EDUARD GRINFELD PE
BROOKLYN,KINGSTON AVENUE 243,6,R6,1910,D9,SWARMP,02/21/2013,BHAP HDFC,IVAN  BRICE,IVAN BRICE ARCHITECTURE
BROOKLYN,CROWN STREET 250,6,R7-1,1927,D1,SWARMP,01/05/2011,REALTY, LLC..(JLNT),RICHARD C KOENIGSBERG,KOENIGSBERG ENGINEERING
BROOKLYN,CROWN STREET 250,6,R7-1,1927,D1,SWARMP,01/05/2011,JLNT REALTY,LLC/DIRA MANAGEMENT,RICHARD C KOENIGSBERG,KOENIGSBERG ENGINEERING
BROOKLYN,LEFFERTS AVENUE 25,6,R7-1,1938,D1,SWARMP,02/23/2007,25 LEFFERTS LLC,SCOTT M SILBERMAN,SMS ENGINEERING, PC
BROOKLYN,LEFFERTS AVENUE 25,6,R7-1,1938,D1,SWARMP,09/21/2012,25 LEFFERTS, LLC,SCOTT M SILBERMAN,SMS ENGINEERING, P.C
BROOKLYN,2 AVENUE 3902,8,M3-1,1911,E1,SWARMP,02/20/2017,BRYAN  YORKE,Industry City,STANFORD  CHAN,VIDARIS, INC.
BROOKLYN,41 STREET 147,8,M3-1,1911,E1,SWARMP,02/20/2017,BRYAN  YORKE,Industry City,STANFORD  CHAN,VIDARIS, INC.
BROOKLYN,39 STREET 132,8,M3-1,1911,E1,SWARMP,02/20/2017,BRYAN  YORKE,Industry City,STANFORD  CHAN,VIDARIS, INC.
BROOKLYN,41 STREET 131,8,M3-1,1911,E1,SWARMP,02/20/2017,BRYAN  YORKE,Industry City,STANFORD  CHAN,VIDARIS, INC.
BROOKLYN,41 STREET 161,8,M3-1,1911,E1,SWARMP,02/20/2017,BRYAN  YORKE,Industry City,STANFORD  CHAN,VIDARIS, INC.
BROOKLYN,MONTGOMERY STREET 1024,6,R7-1,1936,D7,SWARMP,09/21/2010,PM&V REALTY,LLC C/O DIRA MANAGE,RICHARD C KOENIGSBERG,KOENIGSBERG ENGINEERING
BROOKLYN,MONTGOMERY STREET 1024,6,R7-1,1936,D7,SWARMP,09/21/2010,PM&V REALTY, LLC C/O DIRA MANAGE,RICHARD C KOENIGSBERG,KOENIGSBERG ENGINEERING
BROOKLYN,GATES AVENUE 940,6,R6A,1975,D1,SWARMP,01/29/2007,GP-UHAB HDFC, C/O UHAB,CHARLES S SAUTER,RAND ENGINEERING & ARCHITECT, PC
BROOKLYN,9 AVENUE 4114,6,R6,1959,D1,SWARMP,01/16/2007,DARTMOUTH REALTY L.P,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCHITECT PC
BROOKLYN,PARK PLACE 145,8,R7A,1925,RM,SWARMP,02/09/2017,KEN  REILLY,Park Place Condominium,JAMES  CICALO,FSI ARCHITECTURE, PC
BROOKLYN,1 STREET 255,12,R6B,2008,RD,SWARMP,09/05/2017,KEVIN  DEAN,251 1ST CONDO ASSOCIATES,EDWARD  SIMONIELLO,SW ENGINEERING COMPANY, PLLC
BROOKLYN,CLINTON AVENUE 429,6,R6B,1916,D4,SWARMP,06/04/2015,429 CLINTON AVENUE COOP,ROBERTA L LEVINE,LPE ENGINEERING
BROOKLYN,CLINTON AVENUE 429,6,R6B,1916,D4,SWARMP,06/04/2015,429 CLINTON AVENUE COOP,ROBERTA L LEVINE,LPE ENGINEERING
