Borough,Address,Block,Lot,Energy Star Score,Source EUI,Site EUI,Annual Maximum Demand,Total GHG Emissions
QN,65-11 108 STREET,,,,,,,
MN,838 AVENUE OF THE AMER,,,,,,,
MN,198 CANAL STREET,,,,,,,
BX,3004 HEATH AVENUE,,,,,,,
BX,3470 CANNON PLACE,,,,,,,
BX,2260 BARKER AVENUE,,,,,,,
MN,12 WEST 32 STREET,,,,,,,
BK,1720 BEDFORD AVENUE,,,,,,,
BK,215 WILLOUGHBY AVENUE,,,,,,,
BK,128 LEFFERTS PLACE,,,,,,,
BK,555 WYTHE AVENUE,,,,,,,
BK,783 ELDERT LANE,,,,,,,
BK,2828 WEST 28 STREET,,,,,,,
BK,3310 AVENUE H,,,,,,,
BK,5610 AVENUE T,,,,,,,
QN,12-12 43 AVENUE,,,,,,,
QN,23-30 NEWTOWN AVENUE,,,,,,,
QN,100-17 23 AVENUE,,,,,,,
QN,110-17 QUEENS BOULEVARD,,,,,,,
QN,56-05 55 DRIVE,,,,,,,
QN,60-02 LITTLE NECK PARKWAY,,,,,,,
QN,199-02 21 AVENUE,,,,,,,
QN,36-08 BELL BOULEVARD,,,,,,,
QN,42-18 201 STREET,,,,,,,
QN,135-12 77 AVENUE,,,,,,,
QN,64-05 186 LANE,,,,,,,
QN,188-00 PECK AVENUE,,,,,,,
BK,21 EAST 21 STREET,,,,,,,
QN,41-42 PARSONS BOULEVARD,,,,,,,
QN,88-04 164 STREET,,,,,,,
QN,170-49 CEDARCROFT ROAD,,,,,,,
QN,145-11 NORTH CONDUIT AVENUE,,,,,,,
BK,499 EAST 8 STREET,,,,,,,
BK,755 WYTHE AVENUE,,,,,,,
MN,407 EAST 12 STREET,,,,,,,
MN,511 9 AVENUE,,,,,,,
BK,500 OCEAN AVENUE,,,,,,,
BK,1560 OCEAN PARKWAY,,,,,,,
BK,2803 OCEAN PARKWAY,,,,,,,
BK,2901 OCEAN PARKWAY,,,,,,,
QN,143-51 ROOSEVELT AVENUE,,,,,,,
MN,224 WEST 18 STREET,,,,,,,
MN,659 5 AVENUE,,,,,,,
MN,245 7 AVENUE,,,,,,,
MN,312 11 AVENUE,,,,,,,
MN,571 PARK AVENUE,,,,,,,
BK,1745 EAST 18 STREET,,,,,,,
MN,38 WARREN STREET,,,,,,,
MN,231 EAST 55 STREET,,,,,,,
MN,420 WEST 205 STREET,,,,,,,
BX,1485 MACOMBS ROAD,,,,,,,
BK,47 BRIDGE STREET,,,,,,,
MN,137 READE STREET,,,,,,,
SI,220 OSGOOD AVENUE,,,,,,,
BK,1312 WEST 6 STREET,,,,,,,
BX,125 WEST 195 STREET,,,,,,,
QN,158-13 72 AVENUE,,,,,,,
QN,39-06 114 STREET,,,,,,,
BK,2016 PITKIN AVENUE,,,,,,,
BX,601 EAST 149 STREET,,,,,,,
SI,100 GREAVES LANE,,,,,,,
BK,1025 ST JOHNS PLACE,,,,,,,
MN,170 BROADWAY,,,,,,,
QN,80-11 SHORE PARKWAY,,,,,,,
QN,182-17 AVON STREET,,,,,,,
MN,15 WEST 107 STREET,,,,,,,
QN,81-15 268 STREET,,,,,,,
MN,10 UNION SQUARE EAST,,,,,,,
MN,210 EAST 58 STREET,,,,,,,
BX,1049 GRAND CONCOURSE,,,,,,,
BK,84 LAWRENCE AVENUE,,,,,,,
BX,999 PELHAM PARKWAY NORTH,,,,,,,
MN,16 WEST 19 STREET,,,,,,,
MN,400 EAST 67 STREET,,,,,,,
MN,15 WEST 63 STREET,,,,,,,
MN,911 8 AVENUE,,,,,,,
MN,160 WEST 66 STREET,,,,,,,
MN,200 BOWERY,,,,,,,
MN,2 AVENUE OF THE AMER,,,,,,,
MN,321 COLUMBUS AVENUE,,,,,,,
MN,106 EAST 19 STREET,,,,,,,
BK,1238 PRESIDENT STREET,,,,,,,
BX,765 EAST 166 STREET,,,,,,,
QN,37-05 90 STREET,,,,,,,
BK,99 PATCHEN AVENUE,,,,,,,
BK,306 NORTH HENRY STREET,,,,,,,
QN,24-51 38 STREET,,,,,,,
BK,835 CLARKSON AVENUE,,,,,,,
