Borough,Address,Year Built,Building Class
BK,778 BELMONT AVENUE,1930,O1
BK,967 GRAND STREET,1920,F5
BX,865 EAST 138 STREET,1949,F5
BK,33 SOUTH 8 STREET,1910,F5
SI,340 BAY STREET,1975,O1
BK,781 EAST 94 STREET,2005,F5
BK,408 DE WITT AVENUE,1966,F5
QN,213-08 99 AVENUE,1958,O1
BX,1449 EAST 222 STREET,1955,F5
BK,82 GERRY STREET,1931,F5
BK,306 WATER STREET,1985,F5
QN,35-08 PRINCE STREET,1992,F5
BK,248 JAVA STREET,1931,F5
QN,23-55 83 STREET,2000,F5
BX,1175 LEGGETT AVENUE,1920,F5
QN,38-19 WOODSIDE AVENUE,1959,F5
BX,136 CANAL STREET WEST,1931,O1
BK,2678 GERRITSEN AVENUE,1920,O1
BX,1241 ZEREGA AVENUE,1983,O1
BK,119 INGRAHAM STREET,1931,F5
BX,533 BRYANT AVENUE,2006,F5
QN,100-35 ATLANTIC AVENUE,1950,F5
MN,531 AVENUE OF THE AMER,1953,O1
BK,9705 SEAVIEW AVENUE,1966,O1
BK,341 SCHOLES STREET,1950,F5
SI,76 BARKER STREET,1931,F5
SI,58 WEST STREET,1960,O1
BK,157 50 STREET,1920,F5
BX,1215 ZEREGA AVENUE,1996,O1
QN,59-04 55 STREET,2016,F5
QN,94-28 NORTHERN BOULEVARD,1950,F5
BK,354 36 STREET,1931,F5
BK,610 JOHNSON AVENUE,1931,F5
BK,247 MESEROLE AVENUE,1963,F5
BK,25 IRVING AVENUE,1960,F5
BX,1535 STILLWELL AVENUE,1956,O1
BK,525 CARROLL STREET,1931,F5
BK,139 BANKER STREET,1948,F5
BK,1259 FLUSHING AVENUE,1931,F5
BX,2369 LORILLARD PLACE,1931,F5
SI,526 MIDLAND AVENUE,1940,O1
BK,245 LORRAINE STREET,1931,F5
BK,207 HURON STREET,1931,F5
BK,235 GLENMORE AVENUE,1930,F5
BK,96 14 STREET,1931,F5
BK,488 BROADWAY,1931,F5
BK,965 STANLEY AVENUE,1960,F5
BK,8618 FOSTER AVENUE,1964,F5
QN,45-25 36 STREET,1953,F5
BX,2628 ST RAYMOND AVENUE,1912,F5
BK,336 MEEKER AVENUE,1930,F5
BX,780 CONCOURSE VILLAGE W,1931,F5
QN,85-28 57 AVENUE,1931,F5
SI,2828 GULF AVENUE,1940,O1
QN,24-34 45 STREET,1951,F5
BK,9920 FARRAGUT ROAD,1974,F5
BK,9313 3 AVENUE,1957,O1
BK,64 FRANKLIN AVENUE,1938,F5
BK,123 11 STREET,1920,F5
QN,40-29 24 STREET,1935,F5
QN,40-27 24 STREET,1935,F5
QN,40-08 24 STREET,1910,O1
BX,723 EAST 140 STREET,1931,F5
BK,4402 FARRAGUT ROAD,1960,F5
SI,1632 RICHMOND TERRACE,1950,F5
QN,74-01 COOPER AVENUE,1984,F5
BK,774 5 AVENUE,1960,F5
SI,145 CLOVE ROAD,1931,F5
SI,69 ROFF STREET,1931,F5
QN,29-34 30 AVENUE,1928,O1
BK,1352 39 STREET,1931,F5
QN,149-40 14 AVENUE,1930,O1
BK,218 HINSDALE STREET,1930,F5
BK,236 JOHNSON AVENUE,1920,F5
BK,2338 MCDONALD AVENUE,1931,F5
BK,129 11 STREET,1931,F5
QN,9-07 34 AVENUE,1941,F5
SI,805 HENDERSON AVENUE,1940,F5
BK,4909 CLARENDON ROAD,1931,F5
BK,1176 EAST 92 STREET,1935,O1
BK,62 SEABRING STREET,1955,F5
BK,305 24 STREET,1960,F5
BK,269 MESEROLE STREET,1920,F5
QN,14-24 118 STREET,1927,F5
QN,105-02 MERRICK BOULEVARD,1937,F5
BK,50 MORGAN AVENUE,2002,F5
BK,204 JUNIUS STREET,1992,F5
BK,517 STAGG STREET,1930,F5
QN,55-14 48 STREET,1950,O1
BK,760 ROCKAWAY PARKWAY,1957,F5
QN,15-19 128 STREET,1930,F5
BK,2495 MCDONALD AVENUE,1931,F5
QN,69-86 75 STREET,1931,F5
BK,667 KENT AVENUE,1930,F5
BK,152 44 STREET,1925,F5
BK,4302 FARRAGUT ROAD,1975,F5
BK,1229 60 STREET,1931,F5
BK,222 52 STREET,2000,F5
BK,294 COOPER STREET,1935,F5
BK,284A MESEROLE STREET,1920,F5
BX,817 EAST 140 STREET,1931,F5
BK,652 SACKETT STREET,1960,F5
BK,139 32 STREET,1931,F5
BK,15 HERKIMER PLACE,1910,F5
SI,1142 HYLAN BOULEVARD,1984,O1
QN,5-48 46 ROAD,1931,F5
QN,38-79 13 STREET,1910,F5
QN,47-19 25 AVENUE,1931,F5
BK,25 THAMES STREET,1931,F5
QN,39-20 24 STREET,1990,F5
BK,55 NORTH 9 STREET,1950,F5
QN,102-46 CORONA AVENUE,1931,F5
BK,1 WILLIAMS PLACE,1921,F5
BK,1336 RALPH AVENUE,2009,F5
BK,537 GRAND AVENUE,1989,F5
BK,218 INDIA STREET,1931,F5
BK,34 STEUBEN STREET,1956,F5
BX,2220 TIEMANN AVENUE,1975,O1
BK,9221 DITMAS AVENUE,1940,F5
QN,43-15 QUEENS STREET,1931,F5
BK,103 KING STREET,1931,F5
SI,85 NEW DORP LANE,1970,O1
QN,40-13 81 STREET,1931,O1
BX,2380 NEWBOLD AVENUE,1983,O1
MN,345 EAST 104 STREET,1920,F5
BK,621 BERGEN STREET,1910,F5
BK,66 DOBBIN STREET,2002,F5
QN,46-02 BROADWAY,1961,O1
BK,78 OAK STREET,1931,F5
BK,36 FRANKLIN STREET,1931,F5
BK,284 NORTH HENRY STREET,1960,F5
QN,2-11 BEACH 90 STREET,1920,O1
BK,595 BERRIMAN STREET,1961,F5
QN,,1931,O1
QN,26-11 123 STREET,1934,F5
BX,763 EAST 133 STREET,1931,F5
QN,18-54 42 STREET,1958,O1
QN,187-10 LINDEN BOULEVARD,1930,O1
SI,100 PARK AVENUE,1964,O1
QN,20-34 119 STREET,1922,F5
BK,289 WILLIAMS AVENUE,1988,F5
BK,101 CLASSON AVENUE,1980,F5
QN,46-01 28 AVENUE,1955,F5
BK,141 WYONA STREET,1930,F5
QN,217-40 98 AVENUE,1940,F5
BX,519 EAST 132 STREET,1931,F5
QN,72-14 MYRTLE AVENUE,1961,O1
BX,2418 BELMONT AVENUE,1931,F5
BK,344 AVENUE Y,1931,F5
QN,37-16 24 STREET,1930,F5
BK,201 RICHARDS STREET,1931,F5
BK,164 WOLCOTT STREET,1931,F5
BX,524 FAILE STREET,1988,F5
QN,107-87 100 STREET,1931,F5
BK,251 ST MARKS AVENUE,1930,F5
BK,4116 3 AVENUE,1922,F5
BX,3132 EAST TREMONT AVENUE,1998,O1
BK,218 WYCKOFF AVENUE,1931,O1
BK,1399 UTICA AVENUE,1961,F5
MN,254 WEST 35 STREET,1924,F5
BK,129 57 STREET,2000,F5
BK,109 14 STREET,1967,F5
BX,1213 BROOK AVENUE,1931,F5
BK,1073 WILLOUGHBY AVENUE,1932,F5
BK,1329 ROCKAWAY PARKWAY,1956,O1
BK,538 JUNIUS STREET,1928,F5
BK,146 SNEDIKER AVENUE,1930,F5
BK,32 CRESCENT STREET,1930,F5
BX,3928 PARK AVENUE,1967,F5
QN,14-27 BROADWAY,1910,F5
BK,13 WAVERLY AVENUE,1935,F5
QN,77-20 74 STREET,2004,O1
QN,228-06 LINDEN BOULEVARD,1948,O1
SI,3768 RICHMOND AVENUE,1950,O1
QN,231-35 MERRICK BOULEVARD,1950,O1
QN,182-19 HORACE HARDING EXPWY,1970,O1
BX,801 EAST 134 STREET,1924,F5
QN,11-07 REDFERN AVENUE,2000,F5
BK,99 13 STREET,1978,F5
QN,125-08 26 AVENUE,1950,F5
QN,102-27 84 STREET,1945,F5
QN,122-12 116 AVENUE,1960,F5
BK,80 VERNON AVENUE,1931,F5
QN,65-15 FRESH MEADOW LANE,1957,O1
BK,1839 CROPSEY AVENUE,1931,F5
QN,45-02 BROADWAY,1968,O1
QN,40-20 23 STREET,1945,F5
QN,159-22 102 STREET,1931,O1
QN,36-48 34 STREET,1920,F5
BK,135 JEFFERSON STREET,2000,O1
BK,13 CHRISTOPHER AVENUE,1925,F5
BK,1337 ATLANTIC AVENUE,1910,F5
BK,1784 ATLANTIC AVENUE,1972,F5
BK,278 MONTAUK AVENUE,1928,O1
BK,2926 CONEY ISLAND AVENUE,1931,F5
QN,72-41 BURCHELL AVENUE,1960,F5
QN,45-12 104 STREET,1930,F5
QN,72-08 51 ROAD,1932,F5
BK,185 POWELL STREET,1992,F5
QN,37-90 REVIEW AVENUE,1966,F5
QN,49-29 METROPOLITAN AVENUE,1930,F5
BK,1175 MCDONALD AVENUE,1973,F5
QN,36-41 VERNON BOULEVARD,1949,F5
BX,4324 PARK AVENUE,1931,F5
BK,638 DEGRAW STREET,1931,F5
SI,137 KREISCHER STREET,2014,F5
QN,58-26 ST FELIX AVENUE,1932,F5
QN,1820 DECATUR STREET,1931,F5
BK,217 RUSSELL STREET,1931,F5
BX,795 EAST 135 STREET,1960,F5
BK,1702 AVENUE U,1950,O1
BK,1186 UTICA AVENUE,1931,F5
BK,993 EAST 46 STREET,1960,F5
BK,2938A AVENUE R,1925,O1
BK,1679 62 STREET,1931,F5
BK,1037 60 STREET,1996,F5
BK,232 SEIGEL STREET,1989,F5
QN,,2010,O1
BK,835 REMSEN AVENUE,1967,F5
QN,37-11 29 STREET,1930,F5
QN,29-04 37 AVENUE,1953,F5
QN,39-06 CRESCENT STREET,1945,F5
QN,25-18 40 AVENUE,1931,F5
BK,229 COOK STREET,1931,F5
BK,190 MORGAN AVENUE,1969,F5
BK,342 HERZL STREET,1930,F5
BK,366 HERZL STREET,1930,F5
BK,1351 61 STREET,1960,F5
QN,174-15 HORACE HARDING EXPWY,1974,O1
BK,460 TROUTMAN STREET,1931,F5
QN,1632 GEORGE STREET,1931,F5
BK,479 BALTIC STREET,1931,F5
BK,689 MCDONALD AVENUE,1930,F5
QN,70-15 164 STREET,1955,O1
QN,37-65 104 STREET,1910,O1
QN,31-59 VERNON BOULEVARD,1930,F5
BK,156 HINSDALE STREET,1920,F5
MN,244 WEST 39 STREET,1927,F5
BK,747 EAST 96 STREET,1953,F5
BK,959 ESSEX STREET,1951,F5
BK,21 BRIDGEWATER STREET,1931,F5
BK,1140 UTICA AVENUE,1931,F5
BK,1376 39 STREET,1931,F5
SI,13 FOUR CORNERS ROAD,1971,O1
BK,1271 60 STREET,1993,O1
BK,1061 61 STREET,1969,F5
QN,148-55 HILLSIDE AVENUE,1959,O1
QN,157-01 ROCKAWAY BOULEVARD,1931,O1
QN,16-63 CODY AVENUE,1934,F5
QN,96-03 BEACH 96 STREET,1967,F5
BK,47 WILLIAMS PLACE,1921,F5
BK,40 PARK STREET,1900,F5
BK,1277 MCDONALD AVENUE,1931,F5
BK,222 RUSSELL STREET,2009,F5
QN,36-01 47 AVENUE,1931,F5
BX,3690 JEROME AVENUE,1925,O1
BK,64 RICHARDS STREET,1910,F5
BK,227 58 STREET,1965,F5
QN,5-38 46 AVENUE,1955,F5
QN,38-15 24 STREET,1949,F5
BX,4242 PARK AVENUE,1925,F5
SI,1388 RICHMOND TERRACE,1920,F5
QN,38-38 CRESCENT STREET,2000,F5
BK,1559 62 STREET,1931,F5
BK,1257 39 STREET,1931,F5
BK,602 LORIMER STREET,1940,F5
BX,784 EAST 139 STREET,1931,F5
QN,45-20 11 STREET,1931,F5
BK,326 BUTLER STREET,1931,F5
BK,526 JUNIUS STREET,1935,F5
QN,35-23 207 STREET,1956,O1
BX,724 EAST 140 STREET,1954,F5
BK,418 JOHNSON AVENUE,1931,F5
BX,11 CANAL PLACE,1931,F5
BK,483 BALTIC STREET,1962,F5
BK,1526 61 STREET,1964,F5
QN,1664 SUMMERFIELD STREET,1931,F5
BK,30 BUSHWICK AVENUE,1950,O1
BK,145 34 STREET,1960,F5
QN,98-19 103 AVENUE,1931,O1
BK,417 BROADWAY,1920,F5
BK,230 JAVA STREET,1931,F5
SI,165 WINDSOR ROAD,1955,O1
BK,154 BERRIMAN STREET,1930,F5
BX,888 LONGFELLOW AVENUE,1962,F5
BK,365 ST MARKS AVENUE,1930,F5
BK,2529 ATLANTIC AVENUE,1910,F5
BK,209 POWELL STREET,1992,F5
QN,59-01 54 STREET,1930,F5
BK,126 56 STREET,1931,F5
BK,2050 UTICA AVENUE,1930,F5
QN,10-35 44 DRIVE,1913,F5
BX,1747 JEROME AVENUE,1920,F5
BK,8 PRESTON COURT,1953,F5
BK,2 PRESTON COURT,1952,F5
QN,36-38 35 STREET,1957,F5
BX,138 BRUCKNER BOULEVARD,1931,F5
BK,267 41 STREET,1989,F5
BK,172 3 AVENUE,1931,F5
BK,1336 39 STREET,1931,F5
BX,525 BARRETTO STREET,2013,F5
BX,3528 ROMBOUTS AVENUE,1940,O1
BK,982 39 STREET,1930,F5
BK,175 VAN DYKE STREET,1900,F5
QN,57-13 59 STREET,1950,F5
QN,72-36 BURCHELL AVENUE,1967,F5
SI,74 LINCOLN AVENUE,1965,O1
QN,35-02 42 STREET,1925,F5
BK,566 JOHNSON AVENUE,1931,F5
QN,25-20 49 AVENUE,1931,F5
SI,289 DONGAN HILLS AVENUE,1964,O1
BK,335 36 STREET,1984,F5
QN,10-30 WYCKOFF AVENUE,1931,F5
BK,1035 60 STREET,1996,F5
MN,329 WEST 36 STREET,1924,F5
BK,168 DOUGLASS STREET,1931,F5
BX,3955 EAST TREMONT AVENUE,1994,O1
BX,449 EAST 173 STREET,1931,F5
QN,149-01 95 AVENUE,1931,F5
BK,222 44 STREET,1918,F5
BK,642 LIBERTY AVENUE,1910,O1
BK,411 KENT AVENUE,1920,F5
SI,2760 AMBOY ROAD,1955,O1
BK,49 BAY 49 STREET,2001,F5
QN,24-18 41 STREET,1930,F5
BX,1426 FERRIS PLACE,2012,O1
QN,97-01 BEACH CHANNEL DRIVE,1986,F5
BK,608 DEGRAW STREET,1931,F5
QN,37-32 10 STREET,1951,F5
BK,529 EAST NEW YORK AVENUE,1930,F5
BK,180 MORGAN AVENUE,1970,F5
BK,2584 PITKIN AVENUE,1997,F5
BK,214 49 STREET,1988,F5
QN,10-11 46 AVENUE,1931,F5
BK,193 BANKER STREET,1931,F5
BK,222 MOORE STREET,1931,F5
QN,37-18 12 STREET,2002,F5
QN,245-14 HOOK CREEK BOULEVARD,1931,F5
QN,,1931,O1
BK,2173 UTICA AVENUE,2005,O1
BK,8118 13 AVENUE,1931,O1
QN,39-30 CRESCENT STREET,1931,F5
QN,37-25 24TH STREET,1948,F5
BK,106 BALTIC STREET,1931,F5
QN,32-61 111 STREET,1940,F5
BK,81 GRAND AVENUE,1951,F5
QN,46-08 37 AVENUE,1931,F5
BK,1292 WILLOUGHBY AVENUE,1931,F5
BK,178 STOCKHOLM STREET,1931,F5
SI,1058 FOREST AVENUE,1967,O1
BK,217 VAN SICLEN AVENUE,1935,F5
QN,127-16 34 AVENUE,1955,F5
BK,1818 MCDONALD AVENUE,1931,F5
QN,199-22 58 AVENUE,2005,O1
BK,2730 WEST 16 STREET,1930,F5
QN,23-05 40 AVENUE,1920,O1
BK,126 THROOP AVENUE,1931,F5
BK,387 COLUMBIA STREET,1931,F5
QN,33-72 11 STREET,1941,F5
BK,161 BEARD STREET,1931,F5
BK,8412 FOSTER AVENUE,1967,F5
QN,12-04 44 AVENUE,1931,F5
BK,147 42 STREET,1955,F5
BK,1451 39 STREET,1930,F5
BK,159 BAY 11 STREET,1925,F5
BK,864 RALPH AVENUE,1931,O1
BK,24 FRANKLIN STREET,1931,F5
QN,16-13 STEPHEN STREET,1931,F5
BK,924 BERGEN STREET,1930,F5
BK,115 WOLCOTT STREET,1959,F5
QN,31-24 14 STREET,1959,F5
SI,5385 ARTHUR KILL ROAD,1931,F5
BK,135 SUYDAM STREET,1931,F5
BX,5 ELM TREE LANE,1931,F5
QN,39-34 CRESCENT STREET,1931,F5
SI,34 VAN STREET,1981,F5
SI,2 DUBOIS AVENUE,1940,O1
QN,169-27 LIBERTY AVENUE,1936,F5
QN,178-08 93 AVENUE,1957,O1
QN,112-08 LIBERTY AVENUE,1931,O1
QN,117-05 115 AVENUE,1935,O1
BK,7317 6 AVENUE,1991,O1
BK,291 WALLABOUT STREET,1931,F5
BK,304 GREENPOINT AVENUE,1931,F5
QN,26-34 3 STREET,1963,F5
BX,1828 CEDAR AVENUE,1930,F5
BK,321 KOSCIUSZKO STREET,1931,F5
BX,1866 WOOD AVENUE,1930,O1
BK,188 JUNIUS STREET,1971,F5
BK,220 CLIFTON PLACE,1960,F5
BK,246 CENTRAL AVENUE,1995,F5
BK,4812 FARRAGUT ROAD,1931,F5
QN,258-01 HILLSIDE AVENUE,1978,O1
QN,109-12 JAMAICA AVENUE,1930,O1
BK,8918 GLENWOOD ROAD,1950,O1
QN,37-10 REVIEW AVENUE,1930,F5
BK,2701 EMMONS AVENUE,1984,O1
BX,2815 WATERBURY AVENUE,1930,O1
BK,77 COMMERCE STREET,1931,F5
BK,280 24 STREET,1987,F5
BK,604 GRAND AVENUE,1930,F5
BK,124 MONTGOMERY STREET,1920,F5
BK,137 NORTH 4 STREET,1950,F5
BK,1167 EAST NEW YORK AVENUE,1930,O1
BK,126 PATCHEN AVENUE,1931,F5
BK,1269 ATLANTIC AVENUE,1910,F5
BK,32 TAAFFE PLACE,1953,F5
BK,170 CLASSON AVENUE,1931,F5
BK,406 PARK AVENUE,1939,F5
BK,210 BROADWAY,1910,F5
BK,280 FRANKLIN STREET,1931,F5
BK,300 GREENPOINT AVENUE,1930,F5
BK,33 DOBBIN STREET,2008,F5
BK,840 LORIMER STREET,1931,F5
BK,993 GRAND STREET,1930,F5
BK,184 MORGAN AVENUE,1965,F5
BK,557 JOHNSON AVENUE,1979,F5
BK,1267 FLUSHING AVENUE,1931,F5
BK,932 GRAND STREET,1920,F5
BK,336 MAUJER STREET,1989,F5
BK,26 MEADOW STREET,1920,F5
BK,1094 FLUSHING AVENUE,1992,F5
BK,2515 ATLANTIC AVENUE,1910,F5
BK,587 ATKINS AVENUE,1966,F5
BK,971 STANLEY AVENUE,1964,F5
BK,4801 GLENWOOD ROAD,1955,F5
BK,258 JOHNSON AVENUE,1920,F5
QN,43-22 10 STREET,1953,F5
QN,247-30 NORTHERN BOULEVARD,1961,O1
BK,2214 SURF AVENUE,1935,F5
BK,561 JOHNSON AVENUE,1964,F5
BK,1590 TROY AVENUE,1960,F5
BK,8313 DITMAS AVENUE,1988,F5
QN,52-01 31 PLACE,1931,F5
QN,52-28 37 STREET,1954,F5
QN,39-14 REVIEW AVENUE,1930,F5
QN,38-54 RAILROAD AVENUE,1931,F5
QN,43-58 11 STREET,1931,F5
QN,14-30 ASTORIA BOULEVARD,1963,F5
QN,43-23 91 PLACE,1961,F5
QN,41-43 24 STREET,1930,F5
BK,948 JAMAICA AVENUE,1986,F5
QN,48-25B METROPOLITAN AVENUE,1949,F5
QN,56-10 GRAND AVENUE,2014,F5
QN,58-58 GRAND AVENUE,1950,O1
QN,63-63 WOODWARD AVENUE,1922,F5
QN,16-18 WEIRFIELD STREET,1966,F5
QN,16-36 CENTRE STREET,1931,F5
QN,64-06 ADMIRAL AVENUE,1969,F5
QN,64-19 CENTRAL AVENUE,1931,F5
QN,69-72 75 STREET,1985,F5
QN,79-02 71 AVENUE,1930,F5
QN,150-50 11 AVENUE,1949,F5
QN,14-32 149 STREET,1960,O1
QN,,1968,F5
QN,133-45 39 AVENUE,2017,O1
BK,230 39 STREET,1998,F5
BK,293 AVENUE Z,1931,O1
QN,162-38 PIDGEON MEADOW ROAD,1931,F5
BK,4117 NEW UTRECHT AVENUE,1930,F5
QN,46-98 192 STREET,1946,O1
QN,209-44 35 AVENUE,1960,O1
QN,212-35 42 AVENUE,1951,O1
QN,79-57 COOPER AVENUE,1996,F5
BK,220 INDIA STREET,1931,F5
QN,70-32 84 STREET,1942,F5
BK,2716 WEST 15 STREET,1933,F5
BX,341 EAST 150 STREET,1931,F5
QN,247-25 JERICHO TURNPIKE,1974,O1
QN,35-43 9 STREET,1941,F5
QN,86-39 102 AVENUE,1940,F5
QN,100-02 91 AVENUE,1928,F5
QN,101-16 101 AVENUE,1930,F5
BK,88 WATERBURY STREET,1971,F5
BK,192 24 STREET,1935,F5
QN,145-50 LIBERTY AVENUE,1962,F5
QN,147-12 LIBERTY AVENUE,1931,F5
QN,139-20 109 AVENUE,1950,F5
QN,162-06 TUSKEGEE AIRMEN WAY,1931,O1
QN,116-58 NEWBURG STREET,1931,F5
QN,120-18 ROCKAWAY BOULEVARD,1989,F5
QN,137-30 ROCKAWAY BOULEVARD,1933,F5
QN,115-25 MERRICK BOULEVARD,1930,O1
BK,187 POWELL STREET,1992,F5
QN,165-35 145 DRIVE,1968,F5
QN,,1943,O1
QN,14-15 REDFERN AVENUE,1930,F5
QN,19-08 BROOKHAVEN AVENUE,1930,O1
QN,320 BEACH 97 STREET,1984,F5
SI,259 VICTORY BOULEVARD,1900,O1
SI,17 RECTOR STREET,1970,O1
QN,12-88 CENTRAL AVENUE,1997,O1
BK,116 KING STREET,1931,F5
BK,341 SOUTH 1 STREET,1960,F5
BK,1829 CONEY ISLAND AVENUE,1931,F5
BK,498 PRESIDENT STREET,1931,F5
QN,170-30 DOUGLAS AVENUE,1965,F5
BK,111 14 STREET,1963,F5
QN,36-55 36 STREET,1910,F5
BK,176 HOPE STREET,1950,F5
BK,2152 FLATBUSH AVENUE,1968,O1
BK,357 LOGAN STREET,1930,F5
QN,264-04 UNION TURNPIKE,1950,O1
BK,291 24 STREET,1930,F5
BX,396 MORRIS PARK AVENUE,1930,F5
BK,676 HART STREET,1931,F5
BK,796 DEAN STREET,1930,F5
BK,984 GRAND STREET,1931,F5
SI,486 INDUSTRIAL LOOP,1994,F5
MN,4 DOYERS STREET,1977,O1
QN,31-21 FARRINGTON STREET,2000,F5
QN,131-34 41 AVENUE,2017,F5
BX,3934 PARK AVENUE,1925,F5
BX,2480 ROWE STREET,1962,F5
QN,120-14 ROCKAWAY BOULEVARD,1960,F5
QN,47-09 30 STREET,1925,F5
BK,988 EAST 49 STREET,1931,F5
BK,7804 3 AVENUE,1928,O1
SI,844 JEWETT AVENUE,1997,O1
BX,3741 WHITE PLAINS ROAD,1927,F5
QN,37-12 30 STREET,2000,F5
BK,509 3 AVENUE,1931,F5
BX,520 CASANOVA STREET,1969,F5
SI,1298 VICTORY BOULEVARD,1955,O1
QN,46-01 5 STREET,1963,F5
BX,270 RIDER AVENUE,1931,F5
BK,681 MCDONALD AVENUE,1930,F5
BK,2875 WEST 8 STREET,1946,O1
SI,450 SEAVIEW AVENUE,1983,O1
BK,14 CLAY STREET,1931,F5
SI,496 MOSEL AVENUE,1940,O1
BK,570 LIBERTY AVENUE,1935,F5
BK,818 MCDONALD AVENUE,1933,F5
BK,142 19 STREET,1958,F5
BK,1845 UTICA AVENUE,1972,O1
QN,174-11 HORACE HARDING EXPWY,1974,O1
BX,1049 EAST GUN HILL ROAD,1930,F5
QN,15-39 130 STREET,1930,F5
QN,112-14 LIBERTY AVENUE,1931,O1
QN,92-02 LIBERTY AVENUE,1992,O1
QN,45-05 102 STREET,1940,F5
SI,1877 CLOVE ROAD,1960,O1
SI,1865 CLOVE ROAD,1931,O1
BK,217 BOND STREET,2006,F5
BK,1043 39 STREET,1931,O1
QN,56-69 58 STREET,1931,O1
BK,769 CHAUNCEY STREET,1931,F5
BK,21 CHRISTOPHER AVENUE,1925,F5
SI,113 WINANT STREET,1931,O1
BK,1404 WEST 3 STREET,1931,O1
BK,294 HAMILTON AVENUE,1931,F5
QN,23-01 BORDEN AVENUE,1931,F5
BK,219 VAN BRUNT STREET,1960,F5
QN,38-20 RAILROAD AVENUE,1965,F5
BK,3030 WEST 22 STREET,1935,F5
QN,155-45 LINDEN BOULEVARD,1931,F5
BK,25 LEXINGTON AVENUE,1931,F5
QN,41-14 24 STREET,1901,F5
MN,107 NORFOLK STREET,1920,O1
BK,942 GRAND STREET,1920,F5
BK,242 JAVA STREET,1931,F5
BK,557 3 AVENUE,1931,F5
BK,98 VAN DYKE STREET,1931,F5
BK,68 VAN DYKE STREET,1931,F5
BK,342 TEN EYCK STREET,1920,F5
BX,1821 WESTCHESTER AVENUE,2004,O1
BK,747 BEDFORD AVENUE,1931,O1
QN,5-20 50 AVENUE,1931,F5
BK,182 SIGOURNEY STREET,1931,O1
BK,698 CENTRAL AVENUE,1931,F5
SI,124 BUEL AVENUE,1950,O1
SI,205A CHESTNUT AVENUE,1988,F5
QN,3829 24 STREET,1930,F5
BK,505 DRIGGS AVENUE,1920,F5
BK,70 JAVA STREET,1931,F5
BK,61 MILTON STREET,1931,F5
BK,49 FROST STREET,1920,F5
BK,1283 GRAND STREET,1960,F5
BX,5925 BROADWAY,1930,O1
SI,6735 AMBOY ROAD,1939,O1
QN,23-11 37 AVENUE,1941,O1
BK,31 COFFEY STREET,1931,F5
BK,1154 60 STREET,1931,O1
BX,1735 ST PETERS AVENUE,1956,F5
BK,2028 UTICA AVENUE,1930,F5
QN,102-16 101 AVENUE,1930,O1
SI,1947 RICHMOND TERRACE,1950,F5
BK,233 JAVA STREET,1931,F5
BK,242 EAGLE STREET,1931,F5
QN,174-03 HORACE HARDING EXPWY,1967,O1
QN,112-17 159 STREET,1970,F5
BK,2971 CONEY ISLAND AVENUE,1985,F5
QN,5-21 46 ROAD,1939,F5
BK,842 64 STREET,1992,F5
BK,299 24 STREET,1930,F5
BK,712 HICKS STREET,1929,F5
QN,35-18 37 STREET,1929,F5
BK,67 ENGERT AVENUE,1890,F5
BK,1342 RALPH AVENUE,2009,F5
BK,128 25 STREET,1945,F5
BX,767 EAST 132 STREET,1931,F5
QN,45-28 11 STREET,1931,O1
QN,59-37 DECATUR STREET,1931,F5
QN,65-37 FRESH MEADOW LANE,1957,O1
SI,151 LAKE AVENUE,1945,F5
BX,1230 ZEREGA AVENUE,1986,O1
BK,5107 7 AVENUE,1930,O1
BK,491 WORTMAN AVENUE,1950,F5
BK,1011 MCDONALD AVENUE,1933,F5
BK,352 PINE STREET,1930,F5
BX,1122 WASHINGTON AVENUE,1947,F5
MN,15 WEST 46 STREET,1920,F5
BK,1294 UTICA AVENUE,1957,F5
QN,31-21 THOMSON AVENUE,1968,O1
QN,182-09 HORACE HARDING EXPWY,1966,O1
BK,758 HUMBOLDT STREET,1931,F5
BK,1655 MCDONALD AVENUE,1931,F5
BK,90 20 STREET,1990,F5
BK,389 MELROSE STREET,1931,F5
QN,44-15 BARNETT AVENUE,1961,O1
BK,220 NORTH 8 STREET,1960,F5
BK,747 BELMONT AVENUE,1925,F5
BK,511 BELMONT AVENUE,1925,F5
BK,321 MAUJER STREET,1931,O1
BK,40 FROST STREET,1960,F5
BK,2460 ATLANTIC AVENUE,2012,F5
QN,150-44 11 AVENUE,1940,F5
QN,34-43 10 STREET,1931,F5
QN,35-11 9 STREET,1930,F5
QN,35-50 10 STREET,1931,F5
BK,269 5 AVENUE,2005,O1
BK,209 EVERGREEN AVENUE,1950,F5
BX,1315 RANDALL AVENUE,1954,F5
BK,78 INGRAHAM STREET,1931,F5
BK,27 KNICKERBOCKER AVENUE,1931,F5
BK,5619 FT HAMILTON PARKWAY,1931,O1
QN,15-35 128 STREET,1949,O1
QN,36-31 32 STREET,2016,F5
BK,11 DEVOE STREET,1930,F5
QN,45-25 47 STREET,1960,O1
BK,248 BOERUM STREET,2007,F5
BK,278 BOERUM STREET,1931,F5
BK,184 VARET STREET,1931,F5
QN,54-26 ARNOLD AVENUE,1915,F5
QN,32-78 31 STREET,1940,O1
QN,218-31 97 AVENUE,1931,O1
QN,60-40 FRESH POND ROAD,1955,O1
BK,83 JEFFERSON STREET,1931,F5
BK,421 TROUTMAN STREET,1931,F5
QN,11-24 WYCKOFF AVENUE,1958,F5
