Borough,Address,Year Built,Building Class
MN,335 WEST 35 STREET,1927,F5
BK,1655 ST MARKS AVENUE,1927,O1
BK,772 HUMBOLDT STREET,1931,F5
BX,1817 UNIONPORT ROAD,1950,F5
BX,538 CRAVEN STREET,1933,F5
BK,1406 UTICA AVENUE,1960,F5
BK,89 BRIDGE STREET,1910,F5
BX,675 NEREID AVENUE,1926,O1
QN,23-57 83 STREET,2000,F5
BK,110 BRIDGE STREET,1909,F5
MN,496 BROOME STREET,1885,F5
BK,9301 DITMAS AVENUE,1957,F5
BK,597 LIBERTY AVENUE,1984,F5
MN,438 GREENWICH STREET,1925,O1
BK,381 HAMILTON AVENUE,1977,F5
BK,131 57 STREET,2000,F5
BK,22 MILFORD STREET,1930,F5
QN,72-10 51 ROAD,1932,F5
QN,98-25 LINDEN BOULEVARD,1956,F5
QN,49-02 47 AVENUE,1939,O1
BK,521 ATLANTIC AVENUE,1915,F5
BK,57 THAMES STREET,1931,F5
BK,49 HINSDALE STREET,2005,F5
BK,1712 10 AVENUE,1931,O1
QN,112-10 LIBERTY AVENUE,1931,O1
BK,288 COOPER STREET,1935,F5
QN,138-55 BROOKVILLE BOULEVARD,1925,O1
BK,309 SCHOLES STREET,1920,F5
QN,101-58 57 STREET,1931,O1
BK,1045 39 STREET,1930,O1
BK,6619 13 AVENUE,1931,O1
QN,3-31 GRANDVIEW AVENUE,1931,F5
BK,15 PARKVILLE AVENUE,1958,F5
BK,344 37 STREET,1920,F5
BK,43 RUTLEDGE STREET,1931,F5
BK,962 FRANKLIN AVENUE,1920,F5
BK,210 PROSPECT PARK SW,2003,O1
BK,512 55 STREET,1931,O1
BK,392 CLASSON AVENUE,1930,F5
BX,1463 ST PETERS AVENUE,1931,F5
QN,94-12 LINDEN BOULEVARD,1930,O1
BK,1850 UTICA AVENUE,1958,F5
QN,47-75 48 STREET,1932,F5
QN,11-05 WYCKOFF AVENUE,1943,F5
QN,11-03 WYCKOFF AVENUE,1943,F5
BK,9801 AVENUE D,1970,F5
BK,145 NOLL STREET,1931,F5
QN,151-01 14 AVENUE,1953,O1
QN,23-39 BROOKLYN QUEENS EP W,1943,O1
BK,250 EAST 88 STREET,1931,F5
BK,472 BALTIC STREET,1931,F5
BK,475 MARCY AVENUE,1930,F5
BK,768 5 AVENUE,1960,O1
BK,574 PRESIDENT STREET,1931,F5
BK,630 SACKETT STREET,1931,F5
QN,39-47 21 STREET,1912,F5
QN,39-42 22 STREET,1910,F5
QN,35-02 36 AVENUE,1929,F5
BK,465 BALTIC STREET,1931,F5
BK,56 VAN DYKE STREET,1931,F5
BK,595 BUSHWICK AVENUE,1990,F5
BK,1313 ROGERS AVENUE,1933,F5
QN,217-86 98 AVENUE,2018,F5
BX,450 SOUTHERN BOULEVARD,1926,F5
QN,115-46 SUTPHIN BOULEVARD,1931,O1
BK,275 9 STREET,1952,O1
BK,9 WHITE STREET,1931,F5
BX,1491 BASSETT AVENUE,1948,F5
BK,418 ETNA STREET,1930,O1
BK,505 HALSEY STREET,1921,O1
BK,259 FREEMAN STREET,1955,F5
BK,572 SMITH STREET,1931,F5
BK,185 CONOVER STREET,1931,F5
BX,349 CANAL PLACE,1931,F5
BK,1273 38 STREET,1931,F5
BK,96 NORTH 10 STREET,1920,F5
BK,261 KENT AVENUE,1980,F5
BK,135 3 STREET,1931,F5
QN,90-28 161 STREET,1941,O1
BK,19 BOX STREET,1930,F5
BK,70 NORTH 8 STREET,1950,O1
BK,308 GREENPOINT AVENUE,1931,F5
BK,1142 CONEY ISLAND AVENUE,1931,O1
SI,25 RECTOR STREET,1968,F5
BK,884 EAST 52 STREET,1970,F5
BK,770 CHAUNCEY STREET,1968,F5
BK,408 3 AVENUE,1905,F5
QN,48-81 MASPETH AVENUE,1969,O1
SI,96 PROSPECT STREET,1930,O1
QN,38-62 11 STREET,1940,F5
BX,531 CASANOVA STREET,1944,F5
QN,42-08 19 AVENUE,1966,O1
BK,832 64 STREET,1992,F5
QN,166-18 73 AVENUE,1956,O1
SI,34 DUMONT AVENUE,1960,O1
BK,2612 PITKIN AVENUE,1920,F5
BK,22 SKILLMAN AVENUE,1940,O1
BK,2337 MCDONALD AVENUE,1931,F5
BK,102 PILLING STREET,1925,O1
QN,133-03 35 AVENUE,1975,F5
BK,149 PIONEER STREET,1866,F5
QN,166 BEACH 116 STREET,1929,F5
BK,91 INGRAHAM STREET,1931,F5
BK,218 RICHARDSON STREET,1930,O1
BK,20 GRAND AVENUE,1919,F5
BX,2626 HALPERIN AVENUE,1947,F5
QN,147-12 105 AVENUE,1931,F5
BX,1919 WILLIAMSBRIDGE ROAD,1964,O1
BX,781 EAST 133 STREET,1925,F5
BK,565 LIBERTY AVENUE,1930,F5
BX,1231 SEABURY AVENUE,1990,F5
SI,1487 RICHMOND ROAD,1960,O1
BK,785 5 AVENUE,1956,F5
BK,136 WYTHE AVENUE,1950,F5
QN,12-85 REDFERN AVENUE,1970,F5
BK,315 RUTLEDGE STREET,1931,F5
BK,31 BELVIDERE STREET,1885,F5
BX,4342 BRONX BOULEVARD,1950,O1
QN,104-22 MERRICK BOULEVARD,1931,F5
QN,104-28 MERRICK BOULEVARD,1931,F5
QN,39-24 24 STREET,1990,F5
BK,68 HUNTINGTON STREET,1931,F5
BK,405 91 STREET,1964,O1
BX,3165 EAST TREMONT AVENUE,1940,O1
BK,389 TROUTMAN STREET,1931,F5
SI,29 PORT RICHMOND AVENUE,1931,O1
BK,525 UNION STREET,1930,F5
BK,1150 MYRTLE AVENUE,1931,F5
BX,2576 PARK AVENUE,1931,F5
QN,119-17 29 AVENUE,2011,F5
BK,8039 PRESTON COURT,2005,F5
BK,23 GRATTAN STREET,1931,F5
BK,56 GOLD STREET,1950,F5
BK,1207 60 STREET,1925,F5
BX,526 EAST 134 STREET,1931,F5
BK,3907 4 AVENUE,1940,O1
BK,577 UNION STREET,1931,F5
QN,209-20 35 AVENUE,1960,O1
BX,749 EAST 137 STREET,1906,F5
BK,570 SMITH STREET,1931,F5
BK,497 FLUSHING AVENUE,1931,F5
BK,251 MONITOR STREET,1931,F5
QN,59-24 MAURICE AVENUE,1961,F5
MN,646 EAST 12 STREET,1951,O1
QN,42-27 11 STREET,1930,F5
QN,101-23 44 AVENUE,1932,F5
BK,47 RUTLEDGE STREET,1931,F5
QN,164-08 65 AVENUE,1975,O1
QN,89-31 129 STREET,1930,F5
QN,65-55 FRESH MEADOW LANE,1961,O1
QN,18-60 45 STREET,1953,O1
QN,10-25 WYCKOFF AVENUE,1931,F5
QN,44-16 23 STREET,1929,F5
SI,45 BEACH STREET,1955,O1
BX,97 BRUCKNER BOULEVARD,1931,F5
BX,4332 BULLARD AVENUE,1952,F5
QN,42-02 162 STREET,1950,F5
BK,2602 PITKIN AVENUE,1920,F5
QN,97-30 ATLANTIC AVENUE,1960,F5
BK,2288 MCDONALD AVENUE,1931,F5
BK,723 HENRY STREET,1931,F5
BK,40 FRANKLIN STREET,1931,F5
QN,109-25 CORONA AVENUE,1953,O1
BK,419 KENT AVENUE,1920,F5
BK,1380 ROCKAWAY PARKWAY,1940,O1
BK,2636 NOSTRAND AVENUE,1960,O1
BK,2246 FULTON STREET,1921,F5
BK,15 MESEROLE AVENUE,1931,F5
QN,39-01 23 STREET,1960,F5
BK,289 LINWOOD STREET,1930,F5
BK,271 POWELL STREET,1916,F5
BK,23 WEST 9 STREET,1925,F5
BK,17 FROST STREET,1940,F5
BK,106 ALABAMA AVENUE,2005,F5
QN,60-16 55 STREET,1915,O1
BK,1661 61 STREET,1931,F5
BK,1649 61 STREET,1931,F5
BX,276 EAST 150 STREET,1931,F5
QN,22-48 119 STREET,1959,O1
BK,21 GRATTAN STREET,1931,F5
BK,582 SMITH STREET,1931,F5
BK,2087 FULTON STREET,1924,F5
SI,95 MONTGOMERY AVENUE,1933,F5
BK,4516 3 AVENUE,1989,F5
BK,301 WYTHE AVENUE,1970,F5
BK,2715 FULTON STREET,1930,F5
QN,42-45 27 STREET,1911,F5
BX,3684 JEROME AVENUE,1920,O1
QN,83-91 WOODHAVEN BOULEVARD,1931,O1
BK,287 WYCKOFF STREET,1940,O1
BX,448 TIFFANY STREET,1931,F5
BX,3950 PROVOST AVENUE,1939,F5
BK,129 FRANKLIN STREET,1931,F5
BX,4235 PARK AVENUE,1931,F5
BX,258 CITY ISLAND AVENUE,1930,O1
BX,1534 STILLWELL AVENUE,1951,F5
BK,304 NORTH 7 STREET,1907,F5
BK,124 NOLL STREET,1920,F5
BK,410 3 AVENUE,1905,F5
BX,1625 BATHGATE AVENUE,1984,F5
BK,228 RUSSELL STREET,2009,F5
BK,1347 ATLANTIC AVENUE,1931,F5
QN,24-09 39 AVENUE,1930,F5
QN,40-14 72 STREET,1966,O1
BK,628 SMITH STREET,1920,F5
QN,124-09 18 AVENUE,1961,F5
BK,907 SHEPHERD AVENUE,1952,F5
BX,2472 3 AVENUE,1931,F5
QN,37-39 CRESCENT STREET,1920,F5
QN,250-20 HILLSIDE AVENUE,1935,O1
BK,370 19 STREET,1957,F5
BK,964 DEAN STREET,1930,F5
BK,16 VARICK STREET,1931,F5
BK,280 BARBEY STREET,1930,F5
QN,1544 DECATUR STREET,1989,F5
BK,123 GRAND STREET,1930,F5
BK,885 EAST 51 STREET,1950,F5
BX,132 ST ANNS AVENUE,1924,F5
MN,39 CLARKSON STREET,1920,F5
BK,1024 MANHATTAN AVENUE,1931,O1
BK,366 HARMAN STREET,1931,F5
BX,2475 WESTCHESTER AVENUE,1925,O1
SI,100 EDGEWATER STREET,1931,F5
BK,909 EAST 51 STREET,1973,F5
BK,5380 KINGS HIGHWAY,1955,F5
BX,321 CANAL PLACE,1973,F5
QN,,1940,F5
BK,206 HINSDALE STREET,1935,F5
BK,337 KINGSLAND AVENUE,1931,F5
BX,658 CASANOVA STREET,2016,F5
BX,220 EAST 138 STREET,1931,F5
BK,149 27 STREET,1935,F5
BX,829 EAST 144 STREET,1931,F5
BK,2262 BATH AVENUE,1930,O1
BK,2413 ATLANTIC AVENUE,1921,F5
BK,347 CALYER STREET,1931,F5
BK,79 NORTH 10 STREET,1945,O1
BK,375 JOHNSON AVENUE,1920,F5
BK,72 BOGART STREET,1930,F5
BK,379 SUYDAM STREET,1931,F5
BK,283 VAN SINDEREN AVENUE,1972,F5
BK,119 42 STREET,1935,F5
BX,1120 LEGGETT AVENUE,1927,F5
BK,405 LEONARD STREET,1960,F5
BK,37 SKILLMAN STREET,1926,F5
BK,191 CENTRE STREET,1951,F5
BK,258 ROCKAWAY AVENUE,1980,F5
BK,42 COFFEY STREET,1931,F5
BK,514 UNION STREET,1919,F5
QN,,1952,O1
BX,3318 DE LAVALL AVENUE,1965,O1
BK,5014 FT HAMILTON PARKWAY,1930,O1
MN,3270 BROADWAY,1965,O1
BK,610 SCHENECTADY AVENUE,1945,F5
QN,20-32 119 STREET,1910,F5
BK,221 BANKER STREET,1930,F5
BK,1961 UTICA AVENUE,1931,F5
BK,70 LORIMER STREET,1959,F5
QN,114-12 JAMAICA AVENUE,1930,O1
BX,3158 WEBSTER AVENUE,1923,O1
SI,1168 CASTLETON AVENUE,1940,O1
BX,923 WHITTIER STREET,1930,F5
SI,173 OLD TOWN ROAD,1968,O1
QN,89-07 ATLANTIC AVENUE,1925,O1
MN,418 EAST 115 STREET,1900,F5
QN,58-12 FRANCIS LEWIS BLVD,1956,O1
SI, STORER AVENUE,2019,F5
SI,2055 VICTORY BOULEVARD,2018,O1
BX,4332 KATONAH AVENUE,1985,O1
SI,4352 VICTORY BOULEVARD,1991,F5
BK,1102 ATLANTIC AVENUE,1930,F5
QN,,1973,O1
BK,458 LIVONIA AVENUE,1950,F5
BK,223 25 STREET,1937,F5
BX,671 TIMPSON PLACE,1931,F5
BK,110 7 AVENUE,1920,O1
QN,108-45 MERRICK BOULEVARD,1933,F5
BK,2439 BATH AVENUE,1932,O1
QN,150-45 CROSS ISLAND PARKWAY,1996,O1
BK,124 20 STREET,1930,F5
QN,32-78 47 STREET,1931,F5
SI,79 GROVE AVENUE,1931,F5
BK,654 4 AVENUE,1968,F5
MN,356 WEST 12 STREET,1922,O1
QN,71-72 70 STREET,1932,F5
BX,6132 RIVERDALE AVENUE,1993,O1
BK,103 NORTH 4 STREET,1950,F5
BK,296 WYTHE,1950,F5
BK,756 5 AVENUE,1960,F5
BK,3128 AVENUE U,1966,O1
BK,273 RUSSELL STREET,1931,F5
BX,788 SOUTHERN BOULEVARD,1937,O1
BX,349 RIDER AVENUE,1909,F5
BK,359 VAN SINDEREN AVENUE,1930,F5
BK,110 TROUTMAN STREET,1931,F5
BK,2151 UTICA AVENUE,1931,O1
QN,78-46 METROPOLITAN AVENUE,1961,O1
BK,12 BAY 49 STREET,1931,O1
BK,111 SOUTH 6 STREET,1920,F5
QN,10-63 WYCKOFF AVENUE,1931,F5
QN,59-08 55 STREET,1930,F5
QN,94-29 44 AVENUE,1948,F5
BK,221 21 STREET,1946,F5
BX,4350 BULLARD AVENUE,1957,O1
BK,850 METROPOLITAN AVENUE,1920,F5
BK,763 3 AVENUE,1920,F5
SI,304 BROAD STREET,1931,F5
BK,62 HUNTINGTON STREET,2002,F5
BK,157 11 STREET,1931,F5
BK,306 PENN STREET,1931,F5
BK,105 METROPOLITAN AVENUE,2012,F5
QN,48-09 34 STREET,1949,F5
QN,69-07 69 PLACE,1969,F5
BK,4110 3 AVENUE,1986,F5
QN,10-17 43 ROAD,1930,F5
QN,10-11 43 ROAD,2002,F5
BK,135 19 STREET,1962,F5
BK,227 INDIA STREET,1931,F5
BK,333 BOND STREET,1931,F5
BK,478 BALTIC STREET,1931,F5
BX,565 BARRY STREET,1965,F5
BK,454 BALTIC STREET,1931,F5
BK,145 50 STREET,1920,F5
BX,2353 QUIMBY AVENUE,1925,F5
BK,1026 PACIFIC STREET,1930,F5
BK,1533 60 STREET,1931,F5
BK,930 BEDFORD AVENUE,1957,F5
BK,985 EAST 35 STREET,1950,F5
BK,240 25 STREET,1955,F5
BK,323 KOSCIUSZKO STREET,1931,F5
QN,124-17 METROPOLITAN AVENUE,1950,O1
BK,60 VAN DAM STREET,1931,F5
MN,304 EAST 94 STREET,1920,F5
QN,112-40 FRANCIS LEWIS BLVD,1932,O1
SI,16 NEW DORP LANE,1931,F5
BK,561 3 AVENUE,1950,F5
BK,2346 RALPH AVENUE,2007,O1
QN,45-34 COURT SQUARE,1950,O1
QN,79-45 MYRTLE AVENUE,1931,O1
SI,209 BAY STREET,1930,O1
BK,1459 38 STREET,1930,O1
BK,171 26 STREET,1955,F5
BK,79 GRAND AVENUE,1951,F5
BX,1291 EAST BAY AVENUE,1954,O1
MN,513 WEST 207 STREET,1941,O1
QN,192-08 JAMAICA AVENUE,1954,O1
BK,421 BROADWAY,1890,F5
BK,87 LUQUER STREET,1931,F5
BK,191 CLIFTON PLACE,1920,F5
BK,2604 NOSTRAND AVENUE,1931,O1
SI,1144 HYLAN BOULEVARD,1984,O1
BK,693 STANLEY AVENUE,1950,O1
BK,19 5 STREET,1931,F5
QN,186-06 HILLSIDE AVENUE,1957,O1
BK,113 8 STREET,1931,F5
BK,1092 FLUSHING AVENUE,2004,F5
BK,101 MCDONALD AVENUE,1931,F5
BK,82 COOPER STREET,1925,F5
QN,187-39 HOLLIS AVENUE,1931,F5
MN,638 EAST 12 STREET,1958,F5
BK,373 VAN SINDEREN AVENUE,1930,F5
BK,361 VAN SINDEREN AVENUE,1930,F5
SI,347 EDISON STREET,1930,O1
BK,89 14 STREET,1931,F5
BK,140 2 STREET,1931,F5
BK,139 21 STREET,1955,F5
BK,141 21 STREET,1975,F5
BK,201 60 STREET,1931,F5
QN,103-14 NORTHERN BOULEVARD,1920,F5
BK,722 FRANKLIN AVENUE,1900,O1
BX,1536 STILLWELL AVENUE,1950,F5
BK,340 STAGG STREET,1920,F5
BK,600 JOHNSON AVENUE,1931,F5
BK,924 MEEKER AVENUE,1960,F5
BK,201 HARRISON PLACE,1930,F5
BK,180 MORGAN AVENUE,1970,F5
BK,335 MOFFAT STREET,1935,F5
BK,102 WILLIAMS AVENUE,2015,F5
BK,57 COMMERCE STREET,1950,F5
BK,61 LOMBARDY STREET,1930,F5
BK,281 LIBERTY AVENUE,1930,F5
BK,138 VAN SICLEN AVENUE,1930,F5
SI,396 TOMPKINS AVENUE,1960,F5
BK,155 20 STREET,1954,F5
QN,37-28 9 STREET,1945,F5
SI,15 PROSPECT STREET,1929,F5
BK,214 CONOVER STREET,2007,F5
BK,2030 MCDONALD AVENUE,1931,F5
BK,889 METROPOLITAN AVENUE,1969,F5
BK,1302 60 STREET,1966,F5
BK,553 63 STREET,1931,F5
BX,1201 BRONX RIVER AVENUE,1925,F5
BK,1860 UTICA AVENUE,1964,F5
SI,131 GRANDVIEW AVENUE,1932,O1
QN,5-14 47 ROAD,1931,F5
QN,11-44 31 AVENUE,1916,F5
BK,76 VAN DYKE STREET,1859,F5
BK,92 VAN DYKE STREET,1931,F5
BK,3905 15 AVENUE,1930,F5
BK,262 44 STREET,1960,F5
BK,2732 GERRITSEN AVENUE,1920,O1
SI,4282 VICTORY BOULEVARD,1931,O1
BK,93 NORTH 9 STREET,1960,O1
SI,1292 VICTORY BOULEVARD,1955,O1
BK,830A 39 STREET,1927,F5
QN,104-11 122 STREET,1950,O1
QN,162-02 TUSKEGEE AIRMEN WAY,1931,O1
BK,267 MESEROLE STREET,1920,F5
BK,225 MOORE STREET,1989,F5
QN,1815 DECATUR STREET,1931,F5
BK,1682 MCDONALD AVENUE,1931,F5
BX,1431 BASSETT AVENUE,1962,F5
BK,88 NORTH 15 STREET,1918,F5
BK,226 42 STREET,1930,F5
QN,113-19 14 ROAD,1940,F5
QN,53-53 97 PLACE,1957,F5
QN,48-05 VAN DAM STREET,1930,F5
BK,249 HURON STREET,1920,F5
BK,394 MCGUINNESS BOULEVARD,1931,F5
BK,39 HERKIMER PLACE,1910,F5
QN,36-31 33 STREET,1927,F5
BK,245 MARCUS GARVEY BLVD,1931,O1
BX,910 LONGFELLOW AVENUE,1966,F5
BK,904 DEAN STREET,1963,F5
BK,134 INGRAHAM STREET,1931,F5
MN,345 EAST 82 STREET,1930,F5
MN,505 WEST 38 STREET,1900,O1
QN,65-45 FRESH MEADOW LANE,1957,O1
BK,877 63 STREET,1931,F5
SI,63 MONTGOMERY AVENUE,1900,F5
BK,38 PORTER AVENUE,2002,F5
BK,310A SCHOLES STREET,1920,F5
BK,354 SCHOLES STREET,1920,F5
BK,2137 UTICA AVENUE,1964,O1
BK,18 RICHARDSON STREET,1920,F5
QN,95-13 ASTORIA BOULEVARD,1952,O1
SI,147 NEW DORP LANE,1931,O1
BX,448 EAST 148 STREET,1889,F5
BK,263 FREEMAN STREET,1931,F5
SI,150 GRANITE AVENUE,1977,O1
BK,867 EAST 52 STREET,1955,F5
QN,5-36 50 AVENUE,1931,F5
SI,2945 RICHMOND TERRACE,1925,F5
BX,787 EAST 138 STREET,1924,F5
BX,2388 BLACKROCK AVENUE,1990,F5
BK,98 4 STREET,1931,F5
BK,261 WATER STREET,1925,F5
QN,105-10 53 AVENUE,1931,F5
QN,64-15 GRAND AVENUE,1915,F5
QN,66-44 69 STREET,1931,O1
BK,1675 EAST NEW YORK AVENUE,1926,F5
QN,188-10 HOLLIS COURT BLVD,1932,O1
QN,133-03 METROPOLITAN AVENUE,1952,O1
QN,69-34 COOPER AVENUE,1931,F5
BK,130 BAYARD STREET,1987,F5
BX,801 EAST 241 STREET,1931,O1
BK,104 NORTH 12 STREET,1920,F5
BK,582 JOHNSON AVENUE,1931,F5
BK,260 MESEROLE STREET,1900,F5
QN,119-20 14 AVENUE,1920,F5
QN,151 6 ROAD,1965,F5
BX,791 EAST 144 STREET,1931,F5
BK,75 VAN BRUNT STREET,1931,F5
BX,800 EAST 136 STREET,1931,F5
BK,720 COURT STREET,1931,F5
BK,218 COOK STREET,1931,F5
BX,1968 EASTCHESTER ROAD,1955,O1
BX,450 SOUNDVIEW AVENUE,1931,O1
BK,111 PIONEER STREET,1931,F5
BK,1338 RALPH AVENUE,2007,F5
QN,43-43 9 STREET,1940,F5
QN,37-09 36 AVENUE,1910,F5
BK,48 2 AVENUE,1954,F5
BK,170 53 STREET,1925,F5
BK,38 FRANKLIN STREET,1931,F5
BK,1512 63 STREET,2009,F5
BK,358 MCGUINNESS BOULEVARD,1931,F5
QN,52-19 FLUSHING AVENUE,1930,F5
SI,147 WAYNE STREET,1931,F5
BK,4105 AVENUE H,1984,F5
BK,187 WYONA STREET,1930,F5
BK,1150 MANHATTAN AVENUE,1931,F5
BX,453 EAST TREMONT AVENUE,1915,F5
BK,1028 FRANKLIN AVENUE,1993,O1
BK,892 FULTON STREET,1930,F5
BK,169 NORTH 1 STREET,1920,F5
BK,9 NORTH 15 STREET,1931,F5
BK,175 BOGART STREET,1920,F5
BK,148 HINSDALE STREET,1920,F5
BK,6210 9 AVENUE,1968,F5
BK,8232 18 AVENUE,1931,O1
QN,47-22 PEARSON PLACE,1941,F5
QN,38-28 28 STREET,1957,F5
QN,43-12 54 ROAD,1964,F5
QN,73-30 GRAND AVENUE,1953,F5
QN,76-15 COOPER AVENUE,1957,F5
QN,41-28 BELL BOULEVARD,1937,O1
SI,105 WILLOW AVENUE,1931,F5
BX,1161 EAST 156 STREET,1925,F5
BK,688 COURT STREET,1936,F5
QN,57-47 47 STREET,1960,F5
QN,57-77 RUST STREET,1922,F5
QN,1645 DECATUR STREET,1924,F5
QN,1611 DECATUR STREET,1965,F5
SI,125 LAKE AVENUE,1945,F5
BX,3101 EAST TREMONT AVENUE,1931,O1
BK,62 KENT STREET,1895,O1
BK,848 EAST 43 STREET,1960,F5
BK,164 25 STREET,1960,F5
BK,239 26 STREET,1960,F5
SI,709 SHARROTTS ROAD,1985,F5
QN,88-12 QUEENS BOULEVARD,1932,O1
BK,213 FROST STREET,1910,F5
BK,33 THAMES STREET,2008,F5
QN,35-03 31 STREET,1955,F5
BK,122 5 STREET,1931,F5
BK,993 METROPOLITAN AVENUE,1920,F5
QN,105-24 148 STREET,1931,F5
BK,164 BRIGHTON 11 STREET,1940,O1
BK,508 JUNIUS STREET,1935,F5
BK,799 SNEDIKER AVENUE,1930,F5
BK,1446 39 STREET,1962,O1
BK,607 DEGRAW STREET,1931,F5
BK,904 ALBEMARLE ROAD,1948,O1
BK,536 JUNIUS STREET,1935,F5
BK,33 2 AVENUE,1915,F5
BK,42 BERGEN STREET,1931,F5
QN,,1931,O1
QN,15-15 128 STREET,1949,O1
QN,91-62 117 STREET,1930,O1
BK,122 NOSTRAND AVENUE,1931,F5
BX,3614 EAST TREMONT AVENUE,1985,O1
BK,8723 18 AVENUE,1922,F5
SI,2610 RICHMOND TERRACE,1931,F5
SI,20 CLIFTON AVENUE,1955,F5
BK,1301 GRAND STREET,1930,F5
BK,170 2 AVENUE,1908,F5
QN,86-04 ROCKAWAY BOULEVARD,1991,O1
BX,2650 PARK AVENUE,1931,F5
BK,419 ELDERT STREET,1931,F5
SI,242 MAIN STREET,1931,O1
QN,25-09 40 AVENUE,1931,F5
QN,66-72 GRAND AVENUE,1970,O1
QN,32-33 62 STREET,1950,O1
QN,45-40 51 STREET,1932,F5
QN,45-14 51 STREET,1931,F5
BK,2732 WEST 16 STREET,1930,F5
BK,18 CATHERINE STREET,1920,F5
BX,1178 EAST 180 STREET,1930,F5
BK,3820 14 AVENUE,1931,O1
BK,1117 60 STREET,1987,F5
QN,104-12 MERRICK BOULEVARD,1968,F5
QN,338 BEACH 97 STREET,1976,F5
BK,95 13 STREET,1978,F5
BK,342 MAUJER STREET,1989,F5
BK,759 CHAUNCEY STREET,1931,F5
BK,161 DIKEMAN STREET,2007,F5
BK,132 2 STREET,1931,F5
QN,24-08 45 STREET,1938,F5
BX,663 MORRIS PARK AVENUE,1927,O1
QN,11-29 IRVING AVENUE,1931,F5
BX,805 EAST 139 STREET,1948,F5
BK,8678 18 AVENUE,1928,F5
QN,11-03 43 ROAD,1930,F5
BK,62 AVENUE O,1931,F5
QN,265-03 HILLSIDE AVENUE,1966,O1
BK,117 IMLAY STREET,1931,F5
MN,48 7 AVENUE SOUTH,1922,O1
BK,54 FRANKLIN STREET,1931,F5
QN,90-33 160 STREET,1933,O1
BK,1876 PITKIN AVENUE,1992,F5
BK,140 53 STREET,1930,F5
QN,114-37 BEDELL STREET,1950,F5
BK,530 JUNIUS STREET,1935,F5
QN,10-05 WYCKOFF AVENUE,1931,F5
QN,38-68 13 STREET,1930,F5
QN,102-30 JAMAICA AVENUE,1951,O1
BK,47 4 STREET,1931,F5
BX,1801 BOONE AVENUE,1931,F5
QN,47-47 58 STREET,1929,F5
MN,306 WEST 38 STREET,1927,F5
QN,52-01 29 STREET,1931,F5
SI,360 INDUSTRIAL LOOP,1991,F5
QN,64-77 DRY HARBOR ROAD,1936,O1
BX,855 EAST 140 STREET,1948,F5
BX,477 WILLIS AVENUE,1965,O1
BK,1672 EAST NEW YORK AVENUE,1994,F5
BK,127 DIKEMAN STREET,1931,F5
BX,4519 WHITE PLAINS ROAD,1967,F5
BK,355 BUTLER STREET,1931,F5
QN,59-27 GRAND AVENUE,1988,O1
QN,59-49 58 DRIVE,1931,O1
BX,2509 WILLIAMSBRIDGE ROAD,1957,O1
BK,240 HURON STREET,1931,F5
QN,10-15 46 AVENUE,1907,F5
BX,1350 COMMERCE AVENUE,2002,O1
QN,39-31 29 STREET,1931,F5
QN,25-25 51 AVENUE,1931,F5
BK,95 CLASSON AVENUE,1965,F5
QN,31-19 FARRINGTON STREET,2000,F5
QN,47-17 27 STREET,1931,F5
BK,769 EAST 95 STREET,1930,F5
QN,42-05 97 PLACE,1953,F5
QN,78-19 JAMAICA AVENUE,1920,F5
BK,38 BERGEN STREET,1931,F5
QN,49-01 GRAND AVENUE,1960,O1
BK,455 DEGRAW STREET,1931,F5
BX,437 CASANOVA STREET,1931,F5
BK,574 3 AVENUE,1931,F5
BK,680 FLUSHING AVENUE,1931,F5
BK,5300 PRESTON COURT,1930,F5
QN,136-21A 37 AVENUE,2012,O1
QN,77-08 BROADWAY,1938,O1
BK,820 4 AVENUE,1950,F5
BK,8012 17 AVENUE,1931,F5
BX,2425 WATERBURY AVENUE,2007,O1
QN,42-04 214 PLACE,1960,O1
BK,2064 ATLANTIC AVENUE,1975,O1
BK,41 4 STREET,1960,F5
BK,33 4 STREET,1970,F5
BK,62 WASHINGTON AVENUE,1930,F5
BX,1578 STILLWELL AVENUE,1955,F5
BK,251 HINSDALE STREET,2007,F5
QN,43-35 10 STREET,1931,F5
QN,36-58 37 STREET,1930,F5
BK,311 SCHOLES STREET,1920,F5
BK,295 MESEROLE STREET,1920,F5
QN,24-49 47 STREET,2018,F5
QN,60-69 WOODHAVEN BOULEVARD,1985,O1
BK,301 AVENUE U,1931,O1
BX,1735 WEST FARMS ROAD,1931,F5
QN,40-22 23 STREET,1931,F5
MN,460 11 AVENUE,1950,O1
QN,30-47 14 STREET,1930,F5
BK,341 STAGG STREET,2007,F5
QN,66-03 BEACH CHANNEL DRIVE,1930,O1
BX,259 EAST 134 STREET,1931,F5
QN,42-11 BELL BOULEVARD,1929,O1
BK,232 JAVA STREET,2002,F5
BK,418 3 AVENUE,1920,F5
BK,394 JOHNSON AVENUE,1920,F5
BK,723 BRISTOL STREET,1961,F5
QN,102-15 159 ROAD,1966,O1
BK,1932 MCDONALD AVENUE,1931,F5
QN,40-21 24 STREET,1957,F5
BK,265 45 STREET,1958,F5
BK,831 DEAN STREET,1990,F5
BK,268 HEYWARD STREET,1959,F5
BK,38 LYNCH STREET,1899,F5
QN,132-18 32 AVENUE,1968,F5
QN,60-05 KISSENA BOULEVARD,1959,O1
QN,25-19 BORDEN AVENUE,1917,F5
