Borough,Address,Violation Type
BX,1460 COLLEGE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1790 WEEKS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1990 CRESTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,215 BUSH STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1305 MORRIS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1504 SHERIDAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1511 SHERIDAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1749 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1650 SELWYN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1770 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,108 EAST CLARKE PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1291 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,15 MARCY PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1565 TOWNSEND AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1505 TOWNSEND AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1605 TOWNSEND AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,35 EAST 176 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,11 WEST 172 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1780 DAVIDSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1800 DAVIDSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,40 FEATHERBED LANE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,109 WEST TREMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1886 HARRISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1378 SHAKESPEARE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1592 JESUP AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1601 MACOMBS ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,115 WEST 172 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1531 UNIVERSITY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1590 UNDERCLIFF AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1471 POPHAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,228 WEST TREMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1472 MONTGOMERY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1661 ANDREWS AVENUE SOUTH,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1669 UNIVERSITY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1705 ANDREWS AVENUE SOUTH,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1730 ANDREWS AVENUE SOUTH,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1520 SEDGWICK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1600 SEDGWICK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1535 UNDERCLIFF AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1571 UNDERCLIFF AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1750 SEDGWICK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,16 RICHMAN PLAZA,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1320 WEBSTER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1402 WEBSTER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1309 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1451 WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1451 CROTONA PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1325 FRANKLIN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1660 CROTONA PARK EAST,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1800 CROTONA PARK NORTH,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1809 MARMION AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,855 EAST 175 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1574 BOSTON ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1700 HOE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1705 BRYANT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1000 FREEMAN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,440 EAST FORDHAM ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,495 EAST 178 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,4270 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,559 EAST 180 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,735 OAKLAND PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2130 CROTONA AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,921 EAST 180 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1010 EAST 178 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,989 EAST 179 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,999 EAST 180 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2082 BOSTON ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2244 TIEBOUT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,340 EAST 184 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2345 TIEBOUT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2025 VALENTINE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2380 RYER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2530 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2230 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2150 CRESTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2085 WALTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2240 WALTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2270 WALTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2314 JEROME AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2501 MORRIS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2165 JEROME AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2201 JEROME AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2290 DAVIDSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2401 DAVIDSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,30 WEST 190 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1930 SEDGWICK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,120 WEST 183 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2277 ANDREWS AVENUE NORTH,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2661 HEATH AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,95 WEST 195 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2876 CLAFLIN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,40 W MOSHOLU PARKWAY S,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3965 SEDGWICK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,100 VAN CORTLANDT PARK S,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2678 KINGSBRIDGE TERRACE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2875 SEDGWICK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3400 FT INDEPENDENCE ST,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3400 CANNON PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3320 BAILEY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3915 ORLOFF AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,75 WEST 238 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2811 EXTERIOR STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2976 MARION AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,306 MOSHOLU PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BX,275 EAST 201 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,200 E MOSHOLU PARKWAY S,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3127 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2665 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,66 WEST GUN HILL ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3418 GATES PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3424 GATES PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,35 EAST 208 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3591 BAINBRIDGE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3595 BAINBRIDGE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3032 BAINBRIDGE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,309 E MOSHOLU PARKWAY N,LL11/98-LOCAL LAW 11/98 - FACADE
BX,4200 HERKIMER PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,4315 WEBSTER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1610 RANDALL AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2175 LACOMBE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2225 LACOMBE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1670 SEWARD AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,615 CASTLE HILL AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2245 RANDALL AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,715 NOBLE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,710 NOBLE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,740 BEACH AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,875 MORRISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,825 MORRISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,820 BOYNTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,880 BOYNTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1770 STORY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,880 THIERIOT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,955 EVERGREEN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,950 EVERGREEN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,920 METCALF AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1775 STORY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2010 BRUCKNER BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1057 BOYNTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1715 BRUCKNER BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1755 BRUCKNER BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1810 WATSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1471 WATSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1500 EAST 174 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1630 EAST 174 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1670 EAST 174 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1690 EAST 174 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1691 EAST 174 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1565 THIERIOT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,63 METROPOLITAN OVAL,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1409 METROPOLITAN OVAL,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2125 GLEBE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1400 BENSON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2440 MACLAY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3015 ROBERTS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3033 MIDDLETOWN ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3121 MIDDLETOWN ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1400 PELHAM PARKWAY SOUTH,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1925 EASTCHESTER ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1579 RHINELANDER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1740 EASTCHESTER ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1955 WILLIAMSBRIDGE ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,900 LYDIG AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2156 CRUGER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2187 HOLLAND AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2324 BOSTON ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,815 PELHAM PARKWAY NORTH,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2300 PAULDING AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2440 BRONX PARK EAST,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2410 BARKER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,612 ALLERTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX, BARKER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,901 WARING AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2825 OLINVILLE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2945 WHITE PLAINS ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1130 BURKE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,701 MAGENTA STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3850 BRONX BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3940 BRONX BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,655 EAST 228 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3911 BARNES AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1155 EAST 225 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1201 EAST 229 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,750 BAYCHESTER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3410 DE REIMER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3475 BIVONA STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3255 RANDALL AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,550 BALCOM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2801 RANDALL AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2742 DEWEY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,210 WEST 230 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3125 TIBBETT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2600 NETHERLAND AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2287 JOHNSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2601 HENRY HUDSON PKWY W,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3001 HENRY HUDSON PKWY W,LL11/98-LOCAL LAW 11/98 - FACADE
BX,720 WEST 231 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3240 RIVERDALE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3411 IRWIN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3660 WALDO AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3800 WALDO AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3875 WALDO AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3810 GREYSTONE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3299 CAMBRIDGE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3240 HENRY HUDSON PKWY E,LL11/98-LOCAL LAW 11/98 - FACADE
BX,525 WEST 235 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3660 OXFORD AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,255 FIELDSTON TERRACE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,244 FIELDSTON TERRACE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,355 WEST 255 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,6555 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3725 HENRY HUDSON PKWY W,LL11/98-LOCAL LAW 11/98 - FACADE
BX,4499 HENRY HUDSON PKWY W,LL11/98-LOCAL LAW 11/98 - FACADE
BX,4525 HENRY HUDSON PKWY W,LL11/98-LOCAL LAW 11/98 - FACADE
BX,4705 HENRY HUDSON PKWY W,LL11/98-LOCAL LAW 11/98 - FACADE
BX,4455 DOUGLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,5700 ARLINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,5900 ARLINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,5600 NETHERLAND AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,10 JAY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1 HUDSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1 MAIN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,30 MAIN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,111 YORK STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,202 SANDS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,237 NASSAU STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,49 FLATBUSH AVENUE EXT,LL11/98-LOCAL LAW 11/98 - FACADE
BK,300 JAY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,101 TECH PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,360 ADAMS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,345 ADAMS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,327 JAY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,80 WILLOUGHBY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1 HOYT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,45 HOYT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,120 SCHERMERHORN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,275 ATLANTIC AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,30 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,504 ATLANTIC AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,54 ORANGE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,35 CLARK STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,44 PINEAPPLE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,35 PIERREPONT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,130 HICKS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,75 PIERREPONT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,69 PIERREPONT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,52 CLARK STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,55 PIERREPONT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,135 PIERREPONT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2 PIERREPONT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,74 MONTAGUE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,16 COURT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,44 COURT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,191 JORALEMON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,142 JORALEMON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,130 CLINTON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,184 JORALEMON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,186 JORALEMON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,50 COURT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,65 COURT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,210 JORALEMON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,350 HICKS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,355 HICKS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,88 AMITY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,179 HOYT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,120 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,131 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,229 HOYT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,408 RED HOOK LANE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,110 COLUMBIA STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,139 RICHARDS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,4002 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3915 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,4502 4 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,357 9 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,288 9 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,220 BERKELEY PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,47 PLAZA ST WEST,LL11/98-LOCAL LAW 11/98 - FACADE
BK,925 UNION STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,862 UNION STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1 PROSPECT PARK WEST,LL11/98-LOCAL LAW 11/98 - FACADE
BK,100 8 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,9 PROSPECT PARK WEST,LL11/98-LOCAL LAW 11/98 - FACADE
BK,501 6 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,269 7 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,444 12 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1 PROSPECT PARK SW,LL11/98-LOCAL LAW 11/98 - FACADE
BK,802 BERGEN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,36 PLAZA ST EAST,LL11/98-LOCAL LAW 11/98 - FACADE
BK,781 WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,913 PARK PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,250 CROWN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,345 MONTGOMERY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1720 BEDFORD AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,456 BROOKLYN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,474 BROOKLYN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,446 KINGSTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,115 LINCOLN ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,570 LEFFERTS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1880 PACIFIC STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1733 BERGEN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1400 BERGEN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,193 ALBANY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,740 EMPIRE BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,434 SCHENECTADY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,214 THOMAS S BOYLAND ST,LL11/98-LOCAL LAW 11/98 - FACADE
BK,375 RALPH AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1785 PROSPECT PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,349 THOMAS S BOYLAND ST,LL11/98-LOCAL LAW 11/98 - FACADE
BK,33 SARATOGA AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,930 HALSEY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,901 MACON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,378 SUMPTER STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,23 MOTHER GASTON BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,33 MARCUS GARVEY BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,95 MARCUS GARVEY BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,95 LEWIS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,382 HART STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,159 MARCUS GARVEY BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,113 LEWIS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,942 DEKALB AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,146 MALCOLM X BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,99 PATCHEN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,291 PATCHEN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,21 NOSTRAND AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,760 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,111 NOSTRAND AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,65 TOMPKINS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,808 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,701 WILLOUGHBY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,590 DEKALB AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,372 GATES AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,29 RYERSON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,21 ST JAMES PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
