Borough,Address,Sale Date,Sale Price
BK,389 ESSEX STREET,07/23/2019,730000
MN,420 RIVERSIDE DRIVE,07/12/2019,1875000
BX,4208 WILDER AVENUE,07/30/2019,470000
MN,149 WEST 121 STREET,07/24/2019,0
MN,157 WEST 123 STREET,07/26/2019,300000
BX,4359 GUNTHER AVENUE,07/31/2019,460000
BK,169 SUYDAM STREET,08/01/2019,0
BK,210 MONTAUK AVENUE,07/23/2019,0
BK,429 ASHFORD STREET,07/01/2019,320000
BK,754 BUSHWICK AVENUE,07/23/2019,100
BX,4319 BOYD AVENUE,07/01/2019,400000
BX,4373 EDSON AVENUE,07/02/2019,395000
BX,4353 BAYCHESTER AVENUE,07/29/2019,715000
BX,4368 GRACE AVENUE,07/25/2019,345000
BX,4340 WILDER AVENUE,07/02/2019,0
BX,640 EAST 239 STREET,08/01/2019,0
BK,495 ELTON STREET,07/17/2019,1500
BX,4577 MATILDA AVENUE,07/01/2019,0
BK,562 BARBEY STREET,07/24/2019,250000
BK,515 JEROME STREET,07/11/2019,0
BK,591 ESSEX STREET,07/23/2019,469000
BK,1429 MYRTLE AVENUE,07/16/2019,0
BK,1100 BLAKE AVENUE,07/18/2019,600000
BK,572 SCHENCK AVENUE,07/02/2019,0
BX,713 ST OUEN STREET,07/30/2019,560000
BX,736 EAST 242 STREET,07/29/2019,460000
BK,656 WARWICK STREET,07/03/2019,0
BX,4719 BRONX BOULEVARD,07/31/2019,530000
BX, DE REIMER AVENUE,07/02/2019,800000
BX,2211 DE REIMER AVENUE,07/02/2019,800000
BK,75 EUCLID AVENUE,07/22/2019,0
BX,2209 DE REIMER AVENUE,07/02/2019,800000
BX,3336 PALMER AVENUE,07/26/2019,405000
BX,3340 PALMER AVENUE,07/26/2019,405000
BX,3425 HUNTER AVENUE,07/12/2019,755000
BK,373 GROVE STREET,07/01/2019,4900000
BX,3410 DE REIMER AVENUE,07/30/2019,62000
MN,80 LA SALLE STREET,07/02/2019,800000
MN,80 LA SALLE STREET,07/24/2019,332500
MN,512 WEST 135 STREET,07/26/2019,44129
MN,512 WEST 135 STREET,07/26/2019,0
BK,266 HEMLOCK STREET,07/05/2019,0
BX,1122 THROGMORTON AVENUE,07/02/2019,0
BX,3207 FAIRMOUNT AVENUE,07/12/2019,610000
BK,1282 PUTNAM AVENUE,07/25/2019,0
BK,1540 PUTNAM AVENUE,07/24/2019,870000
BK,1113 JEFFERSON AVENUE,07/12/2019,0
BK,1058 JEFFERSON AVENUE,07/25/2019,950000
BK,1229 HANCOCK STREET,07/10/2019,0
BK,1336 JEFFERSON AVENUE,07/11/2019,1140000
BX,3053 CODDINGTON AVENUE,07/24/2019,582000
BK,1425 HANCOCK STREET,07/01/2019,1150000
BK,1543 BROADWAY,07/17/2019,0
BK,583 EVERGREEN AVENUE,07/18/2019,0
BK,323 WEIRFIELD STREET,07/12/2019,0
BX,2897 HARRINGTON AVENUE,08/01/2019,564000
BK,1218 LIBERTY AVENUE,07/23/2019,0
BK,934 GLENMORE AVENUE,08/01/2019,1175000
BX,3321 BRUCKNER BOULEVARD,07/30/2019,129000
BK,794 KNICKERBOCKER AVENUE,07/30/2019,0
BK,192 COVERT STREET,07/25/2019,0
BK,582 WILSON AVENUE,07/11/2019,840000
MN,98 HAMILTON PLACE,07/01/2019,520000
BX,1420 KENNELLWORTH PLACE,07/17/2019,686500
MN,522 WEST 149 STREET,07/10/2019,2100000
MN,640 WEST 139 STREET,07/18/2019,565040
BX,3309 GRISWOLD AVENUE,07/10/2019,0
BX,224 OUTLOOK AVENUE,07/25/2019,990000
BX,715 EDISON AVENUE,07/11/2019,512000
MN,565 WEST 159 STREET,07/11/2019,950000
BX,539 HOLLYWOOD AVENUE,07/26/2019,525000
BX,3271 LUCERNE STREET,07/03/2019,873000
BX,239 HOLLYWOOD AVENUE,07/08/2019,679000
BX,930 VINCENT AVENUE,07/09/2019,740000
BX,3200 LAFAYETTE AVENUE,07/24/2019,584000
BK, SUTTER AVENUE,07/16/2019,220000
BK,522 PINE STREET,08/01/2019,0
BK,597 PINE STREET,07/10/2019,0
BK,888 BROOKLYN AVENUE,07/12/2019,10
BK,140 EAST 40 STREET,07/15/2019,0
BK,158 EAST 43 STREET,07/22/2019,0
BX,1018 LOGAN AVENUE,07/18/2019,635000
BX,811 HOLLYWOOD AVENUE,07/08/2019,730000
BK,727 ELDERT LANE,07/24/2019,0
BX,222 THROGS NECK BLVD,07/10/2019,508000
BX, SILVER BEACH,07/11/2019,489000
BX,99B EDGEWATER PARK,07/18/2019,140000
BX,64B EDGEWATER PARK,07/22/2019,420000
BX,1A EDGEWATER PARK,07/03/2019,150000
BX,1A EDGEWATER PARK,07/12/2019,265000
BX,3086 MILES AVENUE,07/25/2019,860000
BK,4313 CHURCH AVENUE,07/19/2019,0
BX,600 LOGAN AVENUE,07/12/2019,0
BX,279 THROGS NECK BLVD,07/09/2019,10
BX,83 SILVER BEACH,07/11/2019,0
BX,838 THROGS NECK EXPWY SR,07/15/2019,547500
BX,3245 PHILIP AVENUE,07/02/2019,700000
BK,1051 NEW YORK AVENUE,07/30/2019,0
BK,282 EAST 35 STREET,07/18/2019,180000
BK,511 EAST 46 STREET,07/12/2019,715000
BK,204 EAST 32 STREET,07/25/2019,0
BK,705 JEROME STREET,07/17/2019,665000
BK,259 EAST 31 STREET,07/19/2019,0
MN,96 ARDEN STREET,07/25/2019,245000
BX,514 REYNOLDS AVENUE,07/09/2019,620000
BX,4161 THROGS NECK EXPWY,07/02/2019,0
MN,870 WEST 181 STREET,07/30/2019,415000
MN,860 WEST 181 STREET,07/23/2019,405000
BK,535 EAST 39 STREET,07/23/2019,424000
BK,966 ALABAMA AVENUE,07/26/2019,10700000
MN,736 WEST 186 STREET,07/08/2019,850000
BK,1256 BROOKLYN AVENUE,07/29/2019,610000
BX,1060 BRINSMADE AVENUE,07/29/2019,400000
BX,755 CALHOUN AVENUE,07/29/2019,615000
BX,2883 LAMPORT PLACE,07/22/2019,0
BK,743 EAST 45 STREET,07/03/2019,725000
MN,55 PARK TERRACE EAST,07/25/2019,1085000
MN,251 SEAMAN AVENUE,07/11/2019,415000
BX,2881 LAMPORT PLACE,07/22/2019,0
BK,459 BERRIMAN STREET,07/23/2019,0
BX,442 REVERE AVENUE,07/18/2019,300000
BK,461 MILFORD STREET,07/08/2019,435100
BX,2827 MILES AVENUE,07/25/2019,324480
BX,2853 SAMPSON AVENUE,07/15/2019,0
BX,313 SWINTON AVENUE,07/30/2019,999000
BX,167 CALHOUN AVENUE,07/25/2019,10000
BX,119 HOLLYWOOD AVENUE,07/10/2019,0
BX,298 WILLIAM AVENUE,07/29/2019,544000
BX,241 REVERE AVENUE,07/31/2019,565950
BX,231 DAVIS AVENUE,07/19/2019,0
BX,2810 SCHURZ AVENUE,07/03/2019,745000
BK,31 LINCOLN ROAD,07/19/2019,0
BX,691 KING AVENUE,07/15/2019,0
BK,24 MIDWOOD STREET,07/03/2019,0
BX,404 MAJ WM DEEGAN BLVD,07/03/2019,6000000
BK,233 RUTLAND ROAD,07/29/2019,1750000
BX,477 KING AVENUE,07/01/2019,415000
BX,3125 TIBBETT AVENUE,07/29/2019,390000
BX,555 KAPPOCK STREET,07/22/2019,185000
BX,555 KAPPOCK STREET,07/11/2019,180000
BX,2539 HOLLERS AVENUE,07/16/2019,541000
BX,290 WEST 232 STREET,07/22/2019,260000
BX,290 WEST 232 STREET,07/17/2019,355000
BK,657 ROGERS AVENUE,07/03/2019,650000
BK,25 PARADE PLACE,07/08/2019,583000
BX,2575 PALISADE AVENUE,07/23/2019,288000
BX,735 KAPPOCK STREET,07/30/2019,515000
BX,750 KAPPOCK STREET,08/01/2019,203500
BX,3001 HENRY HUDSON PKWY W,07/03/2019,815000
BX,3239 CORLEAR AVENUE,07/26/2019,0
BX,315 WEST 232 STREET,07/16/2019,293000
BX,315 WEST 232 STREET,07/09/2019,302000
BX,3240 RIVERDALE AVENUE,07/24/2019,193000
BX,3510 JOHNSON AVENUE,07/02/2019,866666
BX,549 WEST 235 STREET,07/02/2019,866666
BX,3508 JOHNSON AVENUE,07/02/2019,866667
BX,3810 GREYSTONE AVENUE,07/15/2019,220000
BX,3840 GREYSTONE AVENUE,07/26/2019,329550
BX,3840 GREYSTONE AVENUE,07/30/2019,350000
BX,525 WEST 236 STREET,07/30/2019,258800
BX,6035 BROADWAY,07/10/2019,125000
BX,4439 WALDO AVENUE,07/12/2019,1245000
BX,4506 DELAFIELD AVENUE,07/17/2019,975000
BK,1815 BEVERLEY ROAD,07/31/2019,5900000
BK,221 EAST 18 STREET,07/11/2019,439000
BK,221 EAST 18 STREET,07/30/2019,0
BK,312 EAST 21 STREET,07/19/2019,8000000
BX,4720 DELAFIELD AVENUE,07/22/2019,2175000
BX,1062 CLAY AVENUE,07/10/2019,0
BX,362 EAST 167 STREET,08/01/2019,0
BK,1041 FLATBUSH AVENUE,07/29/2019,8800000
BX,384 WEST 253 STREET,07/08/2019,999000
BX,305 WEST 260 STREET,07/31/2019,0
BX,WEST 260 STREET,07/31/2019,0
BX,433 WEST 263 STREET,07/16/2019,0
BX,4555 HENRY HUDSON PKWY W,07/02/2019,395547
BX,5461 SYLVAN AVENUE,07/02/2019,761800
BX,6601 BROADWAY,07/15/2019,217300
BK,415 ARGYLE ROAD,07/09/2019,455000
BK,415 ARGYLE ROAD,07/24/2019,284000
BK,400 EAST 17 STREET,07/09/2019,520000
BX,5700 ARLINGTON AVENUE,07/12/2019,325000
BX,4901 HENRY HUDSON PKWY W,07/11/2019,229500
BX,3777 INDEPENDENCE AVENUE,07/18/2019,690000
BX,3850 HUDSON MANOR TERRACE,07/10/2019,432000
BK,85 EAST 91 STREET,07/03/2019,615000
BK,43 EAST 92 STREET,07/09/2019,0
BX,565 WEST 249 STREET,07/09/2019,1285000
BX,WEST 249 STREET,07/09/2019,1285000
BK,493 STRATFORD ROAD,07/03/2019,1280000
BK,59 ROCKAWAY PARKWAY,08/01/2019,0
BX,256 EAST 166 STREET,07/29/2019,1200000
BK,175 ADAMS STREET,07/02/2019,575000
BK,175 ADAMS STREET,07/17/2019,345000
BK,175 ADAMS STREET,07/25/2019,0
BK,175 ADAMS STREET,07/23/2019,1165000
BK,175 ADAMS STREET,07/23/2019,330000
BX,800 GRAND CONCOURSE,07/29/2019,88000
BX,800 GRAND CONCOURSE,07/29/2019,70000
BK,136 EAST 96 STREET,07/01/2019,0
BX,1020 GRAND CONCOURSE,08/01/2019,420000
BX,1020 GRAND CONCOURSE,07/25/2019,245000
BK,1233 FLATBUSH AVENUE,07/10/2019,950000
BK,133 SMITH STREET,07/22/2019,3200000
BK,194 EAST 95 STREET,07/26/2019,866000
BK, FLATBUSH AVENUE,07/01/2019,8035950
BK,568 EAST 28 STREET,07/19/2019,825000
BK,344 EAST 91 STREET,07/03/2019,0
BK,294 EAST 93 STREET,07/05/2019,0
BK,256 PACIFIC STREET,07/10/2019,0
BK,2717 GLENWOOD ROAD,07/30/2019,0
BK,69 PIERREPONT STREET,07/25/2019,950000
BK,153 HENRY STREET,07/17/2019,1475000
BK,260 PACIFIC STREET,07/10/2019,0
BK,147 SEELEY STREET,07/17/2019,0
BK,57 MONTAGUE STREET,08/01/2019,765000
BK,22 PIERREPONT STREET,07/31/2019,925000
BK,114 PIERREPONT STREET,07/22/2019,800000
BK,303 HICKS STREET,07/09/2019,0
BK,388 EAST 94 STREET,07/05/2019,0
BX,67 WEST 169 STREET,07/29/2019,0
BX,950 WOODYCREST AVENUE,07/12/2019,11700000
BK,341 EAST 51 STREET,07/31/2019,0
BK,54 ORANGE STREET,08/01/2019,585000
BK,44 PINEAPPLE STREET,07/25/2019,995000
BK,44 PINEAPPLE STREET,07/23/2019,1317500
BK,60 PINEAPPLE STREET,07/01/2019,1650000
BK,145 HICKS STREET,07/24/2019,870000
BK,145 HICKS STREET,08/01/2019,2500000
BK,40 CLINTON STREET,07/31/2019,530000
BK,142 JORALEMON STREET,07/29/2019,610000
BK,88 SCHERMERHORN STREET,07/31/2019,13647512
BK,86 COURT STREET,07/02/2019,4000000
BK,231 KANE STREET,07/05/2019,0
BK,458 EAST 49 STREET,07/08/2019,535000
BK,5719 KINGS HIGHWAY,08/01/2019,680000
BK,385 CLINTON STREET,07/08/2019,1935000
BK,205 OCEAN PARKWAY,08/01/2019,446000
BK,1431 42 STREET,07/17/2019,1800000
BK,231 PRESIDENT STREET,07/09/2019,1425000
BK,411 EAST 7 STREET,07/26/2019,1645000
BK,495 EAST 7 STREET,07/18/2019,457000
BX,645 EAGLE AVENUE,07/09/2019,800000
BK,217 WYCKOFF STREET,07/29/2019,0
BK,180 DEGRAW STREET,07/24/2019,0
BK,32 WYCKOFF STREET,07/01/2019,1600000
BX,903 EAGLE AVENUE,07/11/2019,451000
BX,763 JACKSON AVENUE,07/02/2019,0
BK,321 DOUGLASS STREET,07/01/2019,0
BK,479 EAST 53 STREET,07/24/2019,0
BK,726 EAST 4 STREET,07/25/2019,0
BK,540 OCEAN PARKWAY,07/17/2019,445000
BK,233 UNION STREET,07/29/2019,1350000
BK,285 UNION STREET,07/23/2019,5450000
BK,55 SUMMIT STREET,07/18/2019,3725000
BK,341 NEVINS STREET,07/31/2019,3600000
BK,24 1 PLACE,07/11/2019,3000000
BK,564 PRESIDENT STREET,07/11/2019,2200000
BK,317 PARKVILLE AVENUE,07/23/2019,400000
BK,215 VAN BRUNT STREET,07/11/2019,0
BK,1536 44 STREET,07/24/2019,0
BK,333 WARREN STREET,07/29/2019,528961
BK,196 SMITH STREET,07/24/2019,3030500
BK,4602 17 AVENUE,07/10/2019,3618333
BK,4626 18 AVENUE,07/15/2019,0
BK,111 WOLCOTT STREET,07/05/2019,0
BK,183 VAN DYKE STREET,07/01/2019,522000
BK,833 EAST 48 STREET,07/29/2019,750000
BK,4906 FOSTER AVENUE,07/29/2019,625000
BK,383 MIDWOOD STREET,07/18/2019,1550000
BK,696 MIDWOOD STREET,07/01/2019,800000
BK,384 UNION STREET,07/17/2019,0
BK,390 UNION STREET,07/22/2019,3100000
BK,487 CARROLL STREET,07/19/2019,0
BK,1706 48 STREET,07/03/2019,0
BK,4910 17 AVENUE,07/24/2019,575000
BK,731 4 AVENUE,07/23/2019,5000000
BK,692 RUTLAND ROAD,07/16/2019,500000
BK,154A 30 STREET,07/22/2019,0
BK,852 4 AVENUE,07/25/2019,0
BK,574 TROY AVENUE,07/23/2019,0
BK,187 33 STREET,07/23/2019,755000
BK,325 LENOX ROAD,07/19/2019,3150000
BK,323 LENOX ROAD,07/19/2019,3150000
BK,1903 52 STREET,07/09/2019,995000
BK,1671 55 STREET,07/23/2019,0
BK,422 45 STREET,07/03/2019,260000
BK,749 46 STREET,07/12/2019,10000
BK,737 46 STREET,07/16/2019,0
BK,755 47 STREET,07/23/2019,0
BK,101 COFFEY STREET,07/24/2019,750000
BK,161 19 STREET,07/20/2019,0
BK,880 68 STREET,07/25/2019,0
BK,176A 26 STREET,07/31/2019,0
BK,6806 15 AVENUE,07/02/2019,1390000
BK,1971 60 STREET,07/19/2019,0
BK,1955 60 STREET,07/30/2019,0
BK,1941 60 STREET,07/17/2019,0
BK,1656 61 STREET,07/23/2019,0
BK,1936 61 STREET,07/02/2019,990000
BK,2015 62 STREET,07/16/2019,1280000
BK,6821 BLISS TERRACE,07/11/2019,1080000
BK,2127 63 STREET,07/12/2019,0
BK,5511 4 AVENUE,07/29/2019,0
BK,6901 NARROWS AVENUE,07/24/2019,325000
BK,871 46 STREET,07/29/2019,0
BK,745 47 STREET,07/02/2019,0
BK,532 PROSPECT AVENUE,07/12/2019,0
BK,1679 BAY RIDGE AVENUE,07/16/2019,0
BK,558 17 STREET,07/26/2019,1575000
BK,291 20 STREET,07/18/2019,1801000
BK,637 41 STREET,08/01/2019,650000
BK,637 41 STREET,07/02/2019,517125
BK,543 53 STREET,07/30/2019,1390000
BK,547 BAY RIDGE PARKWAY,07/22/2019,100000
BK,7539 SHORE ROAD,08/01/2019,1600000
BK,7535 SHORE ROAD,08/01/2019,1125000
BK,7601 10 AVENUE,07/30/2019,848888
BK,454 5 STREET,07/30/2019,500000
BK,540 57 STREET,07/26/2019,0
BK,481 3 AVENUE,07/17/2019,0
BK,500 10 STREET,07/31/2019,0
BX,4044 PARK AVENUE,07/29/2019,1301210
BK,209 14 STREET,07/29/2019,1865000
BK,562 81 STREET,07/13/2019,0
BK,599 20 STREET,07/15/2019,1540000
BK,336 20 STREET,07/02/2019,481592
BK,680 81 STREET,07/09/2019,300000
BK,153 83 STREET,07/23/2019,0
BK,8206 6 AVENUE,07/15/2019,450000
BX,1405 LOUIS NINE BOULEVARD,07/26/2019,710000
BK,527 84 STREET,07/30/2019,1400000
BK,430 DEAN STREET,07/31/2019,2900000
BX,833 FREEMAN STREET,07/08/2019,0
BK,50 8 AVENUE,07/25/2019,668000
BK,925 UNION STREET,07/22/2019,530000
BK,925 UNION STREET,07/30/2019,485000
BK,925 UNION STREET,07/19/2019,420000
BK,101 STERLING PLACE,07/15/2019,860000
BX,1289 HOE AVENUE,07/01/2019,0
BK,133 8 AVENUE,07/03/2019,0
BK,133 8 AVENUE,07/03/2019,0
BK,40 PROSPECT PARK WEST,07/15/2019,1067500
BK,44 PROSPECT PARK WEST,07/09/2019,1013172
BK,965 57 STREET,07/31/2019,0
BK,246 5 AVENUE,07/11/2019,1700000
BX,1731 WEST FARMS ROAD,07/08/2019,2550000
BK,301 5 AVENUE,07/02/2019,565000
BK,487 3 STREET,07/25/2019,915000
BX,463 EAST 178 STREET,07/18/2019,58000
BK,150 PROSPECT PARK WEST,07/11/2019,20282609
BK,8901 NARROWS AVENUE,07/01/2019,305000
BK,171 8 STREET,07/29/2019,0
BK,261 91 STREET,07/22/2019,990000
BK,9111 4 AVENUE,07/16/2019,5200000
BK,9201 SHORE ROAD,07/18/2019,1250000
BK,9201 SHORE ROAD,07/30/2019,449000
BK,9201 SHORE ROAD,07/25/2019,873000
BK,1146 60 STREET,07/17/2019,10
BK,820 62 STREET,07/22/2019,0
BK,820 62 STREET,07/19/2019,0
BK,158 12 STREET,07/02/2019,0
BK,160 12 STREET,07/02/2019,0
BK,1623 10 AVENUE,07/22/2019,0
BX,1998 CLINTON AVENUE,07/17/2019,382000
BK,553 6 AVENUE,07/08/2019,0
BK,887 PACIFIC STREET,07/22/2019,1700000
BK,25 PLAZA ST WEST,07/10/2019,0
BK,243 GARFIELD PLACE,07/24/2019,0
BK,10116 4 AVENUE,07/26/2019,320000
BK,509 2 STREET,07/10/2019,950000
BK,182 ST MARKS AVENUE,07/10/2019,1000000
BK,1412 BAY RIDGE AVENUE,07/31/2019,1500000
BK,186 PROSPECT PARK WEST,07/25/2019,485000
BK,487 14 STREET,07/17/2019,0
BK,231 PARK PLACE,07/23/2019,675000
BK,1255 71 STREET,07/18/2019,0
BK,390 15 STREET,07/08/2019,0
BK,382 PROSPECT PLACE,07/02/2019,645000
BX,2097 DAVIDSON AVENUE,07/16/2019,400000
BK,1232 72 STREET,07/23/2019,0
BK,1328 72 STREET,07/16/2019,0
BK,1379 PACIFIC STREET,07/08/2019,1600000
BK,1511 PACIFIC STREET,07/01/2019,250000
BK,1787 WEST 3 STREET,07/30/2019,875000
BK,107 VAN SICKLEN STREET,07/16/2019,565000
BK,254 PARK PLACE,07/19/2019,880000
BK,367 AVENUE S,08/01/2019,235000
BK,315 ST JOHNS PLACE,07/15/2019,1310000
BK,7217 19 AVENUE,07/03/2019,0
BX,184 WEST 179 STREET,07/09/2019,725000
BX,2630 KINGSBRIDGE TERRACE,07/02/2019,250000
BK,855 EAST 13 STREET,07/11/2019,1200000
BK,7324 20 AVENUE,07/11/2019,0
BK,1081 EAST 13 STREET,07/26/2019,0
BK,1374 DEAN STREET,07/19/2019,1100000
BK,1125 ELM AVENUE,08/01/2019,840000
BK,1517 BAY RIDGE PARKWAY,07/10/2019,0
BK,1655 BAY RIDGE PARKWAY,07/19/2019,950000
BK,1940 BAY AVENUE,07/01/2019,0
BK,1456 EAST 12 STREET,07/16/2019,1175000
BK,1478 EAST 12 STREET,07/11/2019,975000
BK,1320 AVENUE N,07/30/2019,1370500
BK,2101 BAY RIDGE PARKWAY,07/31/2019,0
BK,1447 EAST 16 STREET,07/11/2019,989000
BK,902 STERLING PLACE,07/18/2019,0
BK,1840 76 STREET,07/16/2019,0
BK,1858 76 STREET,07/01/2019,0
BX,2591 BAINBRIDGE AVENUE,07/12/2019,0
BK,292 ALBANY AVENUE,07/22/2019,1300000
BX,3127 GRAND CONCOURSE,07/18/2019,267500
BK,1241 UNION STREET,07/11/2019,850000
BK,773 EASTERN PARKWAY,07/26/2019,215000
BX,3551 DEKALB AVENUE,07/08/2019,0
BX,3551 DEKALB AVENUE,07/01/2019,0
BX,3515 BAINBRIDGE AVENUE,07/10/2019,14000000
BK,1612 QUENTIN ROAD,07/30/2019,0
BK,202 ROGERS AVENUE,07/16/2019,0
BK,204 ROGERS AVENUE,07/16/2019,0
BK,1329 82 STREET,07/09/2019,1285000
BK,1716 EAST 19 STREET,07/17/2019,1150000
BK,73 STERLING STREET,07/11/2019,10
BK,1975 83 STREET,07/26/2019,270000
BK,446 KINGSTON AVENUE,07/19/2019,0
BX,4319 KEPLER AVENUE,08/01/2019,695000
BK,1870 83 STREET,07/24/2019,1400000
BX,240 EAST 238 STREET,07/22/2019,655000
BX,242 EAST 238 STREET,07/22/2019,655000
BK,3165 NOSTRAND AVENUE,07/18/2019,250000
BK,1881 BROWN STREET,07/08/2019,0
BK,471 EAST NEW YORK AVENUE,07/15/2019,10
BK,197 UTICA AVENUE,07/23/2019,740000
BK,1955 GERRITSEN AVENUE,07/08/2019,799000
BX,342 EAST 238 STREET,07/10/2019,552500
BK,1588 LINCOLN PLACE,07/29/2019,0
BK,1141 ST MARKS AVENUE,07/11/2019,0
BK,1630 PROSPECT PLACE,07/25/2019,0
BK,8664 26 AVENUE,08/01/2019,1150000
BK,2146 ATLANTIC AVENUE,07/26/2019,557500
BK,2280 ATLANTIC AVENUE,07/11/2019,0
BK,1618 STERLING PLACE,07/13/2019,0
BK,8723 15 AVENUE,07/15/2019,0
BK,121 BAY 38 STREET,07/08/2019,1250000
BX,209 WHITE PLAINS ROAD,07/19/2019,650000
BK,92 BAY 43 STREET,07/01/2019,920000
BK,280 UTICA AVENUE,07/31/2019,7325000
BK,107 BAY 10 STREET,07/29/2019,820000
BX,1806 PATTERSON AVENUE,07/17/2019,580000
BK,509 RALPH AVENUE,07/12/2019,400000
BK,31 FORD STREET,07/31/2019,910000
BK,819 HALSEY STREET,07/08/2019,20000
BK,817 HALSEY STREET,07/17/2019,1
BK,832 HALSEY STREET,07/23/2019,366978
BK,237 RALPH AVENUE,07/31/2019,1725000
BK,82 MAC DOUGAL STREET,07/25/2019,1075000
BK,3752 POLAR STREET,07/19/2019,625000
BX,2063 HOMER AVENUE,07/02/2019,494000
BK,312 BAY 11 STREET,08/01/2019,1080000
BK,336 BAY 10 STREET,07/18/2019,1050000
BK,3925 LYME AVENUE,07/03/2019,930000
BK,3106 CROPSEY AVENUE,07/02/2019,0
BK,18 ROOSEVELT PLACE,07/18/2019,790000
BK,1523 NEPTUNE AVENUE,07/03/2019,650000
BK,1521 NEPTUNE AVENUE,07/03/2019,650000
BK,1523 NEPTUNE AVENUE,07/03/2019,650000
BK,3904 NEPTUNE AVENUE,07/24/2019,465000
BK,3134 NEPTUNE AVENUE,07/31/2019,472000
BK,81 HULL STREET,07/11/2019,1200000
BK,8847 BAY 16 STREET,07/29/2019,288000
BK,2864 WEST 22 STREET,07/18/2019,505000
BK,855 EAST 7 STREET,07/18/2019,0
BX,1040 ELDER AVENUE,07/10/2019,0
BK,825 OCEAN PARKWAY,07/16/2019,0
BX,1143 WHEELER AVENUE,07/03/2019,0
BK,595 HANCOCK STREET,07/02/2019,0
BK,2035 EAST 7 STREET,07/17/2019,210000
BX,1127 COMMONWEALTH AVENUE,08/01/2019,0
BK,936 AVENUE S,07/25/2019,10
BK,700 HANCOCK STREET,07/02/2019,0
BK,902 BROADWAY,07/15/2019,710000
BK,906 BROADWAY,07/15/2019,5500000
BK,448 HALSEY STREET,08/01/2019,995000
BX,1209 BEACH AVENUE,07/02/2019,627000
BX,1220 LELAND AVENUE,07/01/2019,585000
BK,394 AVENUE T,07/12/2019,0
BK,293 HART STREET,07/12/2019,0
BK,317 BAINBRIDGE STREET,07/08/2019,843250
BK,313 BAINBRIDGE STREET,07/02/2019,1150000
BK,415 KOSCIUSZKO STREET,07/16/2019,0
BK,27 AVENUE V,08/01/2019,0
BK,2169 WEST 13 STREET,08/01/2019,1198922
BK,2174 WEST 7 STREET,07/26/2019,0
BK,852 HERKIMER STREET,07/19/2019,0
BK,496 VAN BUREN STREET,07/31/2019,0
BK,500 VAN BUREN STREET,07/19/2019,1058513
BK,425 AVENUE V,07/03/2019,0
BK,550 VAN BUREN STREET,07/25/2019,1100000
BK,721 LEXINGTON AVENUE,07/19/2019,0
BK,853 LEXINGTON AVENUE,08/01/2019,3850000
BK,1460 DAHILL ROAD,07/11/2019,0
BK,2357 60 STREET,07/15/2019,17549125
BK,108 MARTIN L KING PLACE,07/29/2019,2500000
BK,2250 EAST 1 STREET,07/02/2019,1027000
BK,214 AVENUE N,07/11/2019,0
BK,1519 EAST 3 STREET,07/09/2019,0
BK,1490 EAST 7 STREET,07/18/2019,3000000
BK,254 VERNON AVENUE,07/15/2019,1400000
BK,369 KOSCIUSZKO STREET,08/01/2019,0
BK,32 VAN BUREN STREET,07/16/2019,935000
BK,2446 EAST 1 STREET,07/25/2019,995000
BX,2364 ELLIS AVENUE,07/26/2019,0
BX,1519 EAST 172 STREET,07/02/2019,0
BK,773 HANCOCK STREET,07/02/2019,1587000
BX,1338 FTELEY AVENUE,07/18/2019,0
BK,1633 WEST 5 STREET,07/18/2019,885000
BK,284 AVENUE P,07/08/2019,1400000
BK,494 LEXINGTON AVENUE,07/25/2019,850000
BK,2525 WEST 2 STREET,07/12/2019,248000
BK,2525 WEST 2 STREET,07/02/2019,240000
BK,410 WEST 1 STREET,07/09/2019,0
BK,275 QUENTIN ROAD,07/31/2019,0
BK,2552 EAST 7 STREET,07/31/2019,250000
BK,369 MADISON STREET,07/24/2019,0
BK,208 MADISON STREET,07/15/2019,0
BK,313 STUYVESANT AVENUE,07/10/2019,1200000
BK,1948 EAST 16 STREET,07/26/2019,0
BK,1752 DAHILL ROAD,07/19/2019,1500000
BK,1710 EAST 8 STREET,07/02/2019,0
BK,1914 EAST 29 STREET,07/15/2019,581049
BK,1936 HARING STREET,07/30/2019,790000
BK,450A MACON STREET,08/01/2019,0
BK,240 MAC DONOUGH STREET,07/16/2019,0
BK,408 HANCOCK STREET,07/31/2019,0
BK,2038 GERRITSEN AVENUE,07/17/2019,0
BK,1800 OCEAN PARKWAY,07/11/2019,295000
BK,118 RYERSON STREET,07/11/2019,1210000
BX,1605 PURDY STREET,07/15/2019,280000
BK,593 MARCY AVENUE,07/31/2019,0
BX,1529 PARKER STREET,07/15/2019,608000
BK,10583 FLATLANDS 9 STREET,07/16/2019,0
BK,153 TOMPKINS AVENUE,07/03/2019,100
BK,1602 AVENUE I,07/26/2019,495000
BX,2426 FULLER STREET,07/01/2019,0
BK,372 DEKALB AVENUE,07/18/2019,890000
BK,360 CLINTON AVENUE,07/16/2019,789000
BK,360 CLINTON AVENUE,07/18/2019,580000
BK,268A KOSCIUSZKO STREET,08/01/2019,0
BK,700 LAFAYETTE AVENUE,07/02/2019,1600000
BX,1751 GARFIELD STREET,07/01/2019,1
BK,1409 AVENUE M,07/30/2019,0
BK,1901 AVENUE M,07/10/2019,0
BX,1677 UNIONPORT ROAD,07/03/2019,525000
