Borough,Address,Sale Date,Sale Price
BK,2212 BRIGHAM STREET,07/24/2019,187000
BK,2302 EAST 12 STREET,07/25/2019,0
QN,147-25 FERNDALE AVENUE,07/01/2019,0
BK,1801 OCEAN AVENUE,07/31/2019,285000
QN,68-15 DARTMOUTH STREET,07/19/2019,0
BK,1430 EAST 35 STREET,07/25/2019,0
BK,1542 EAST 22 STREET,07/16/2019,0
BK,130 ST EDWARDS STREET,08/01/2019,0
BK,130 ST EDWARDS STREET,07/08/2019,710000
BK,17 WILLOUGHBY AVENUE,07/02/2019,0
QN,114-21 140 STREET,07/30/2019,450000
BK,2348 EAST 23 STREET,07/19/2019,0
BK,259 CLERMONT AVENUE,08/01/2019,3447500
QN,115-40 147 STREET,07/08/2019,10
QN,74 ASCAN AVENUE,07/26/2019,2500000
QN,116-14 142 STREET,07/08/2019,512000
BK,3310 AVENUE P,07/29/2019,810000
QN,117-12 142 STREET,07/22/2019,325000
QN,117-42 143 STREET,07/18/2019,444100
QN,114-07 UNION TURNPIKE,07/31/2019,999000
QN,117-14 UNION TURNPIKE,07/01/2019,0
BK,3716 NOSTRAND AVENUE,07/31/2019,0
BK,2427 EAST 29 STREET,07/18/2019,360000
QN, ROCKAWAY BOULEVARD,07/09/2019,127000
QN,372 BURNS STREET,07/12/2019,0
BK,151 LAFAYETTE AVENUE,07/29/2019,1407575
QN,124-30 QUEENS BOULEVARD,07/02/2019,365000
QN,124-30 QUEENS BOULEVARD,08/01/2019,361000
QN,124-30 QUEENS BOULEVARD,07/02/2019,360000
QN,416 FAIRVIEW AVENUE,07/17/2019,0
QN,512 FAIRVIEW AVENUE,07/19/2019,0
BK,17 MARGARET COURT,07/24/2019,0
QN,128-19 140 STREET,07/17/2019,309873
QN,142-25 BASCOM AVENUE,07/22/2019,0
BK,2951 OCEAN AVENUE,07/30/2019,349000
QN,129-16 144 STREET,07/22/2019,356276
QN,137-25 132 AVENUE,07/15/2019,1000
BK,2519 EAST 27 STREET,07/01/2019,0
BK,2620 EAST 13 STREET,07/02/2019,386000
BK,3060 OCEAN AVENUE,07/12/2019,320000
BK,3060 OCEAN AVENUE,07/09/2019,0
QN,1888 HART STREET,07/10/2019,1200000
QN,133-10 146 STREET,07/11/2019,195000
BK,2624 AVENUE Z,08/01/2019,1200000
BK,341 ADELPHI STREET,07/25/2019,0
QN,126-11 146 STREET,07/03/2019,0
BK,1394 EAST 48 STREET,07/14/2019,0
BK,745 EAST 31 STREET,07/11/2019,372500
BK,142 CLYMER STREET,07/08/2019,7770000
QN,17-27 SUYDAM STREET,07/24/2019,0
BK,1634 BROOKLYN AVENUE,07/15/2019,0
BK,218 DIVISION AVENUE,07/03/2019,400000
QN,149-16 133 AVENUE,07/23/2019,550000
BK,1173 EAST 56 STREET,07/01/2019,675000
BK,1655 FLATBUSH AVENUE,08/01/2019,0
BK,259 HOOPER STREET,07/02/2019,0
QN,110-01 153 STREET,07/18/2019,0
BK,964 EAST 26 STREET,07/25/2019,925000
BK,296 HOOPER STREET,07/10/2019,0
BK,51 PENN STREET,07/10/2019,0
BK,2901 AVENUE J,07/31/2019,0
BK,2303 AVENUE K,07/16/2019,1800000
QN,150-17 LINDEN BOULEVARD,07/24/2019,475000
QN,111-19 156 STREET,07/11/2019,715000
BK,5321 AVENUE L,07/16/2019,605000
QN,112-32 159 STREET,07/31/2019,160000
BK,47 WALTON STREET,07/22/2019,0
QN,651 SENECA AVENUE,07/01/2019,0
QN,746 ONDERDONK AVENUE,07/18/2019,1010000
BK,51 BARTLETT STREET,07/01/2019,0
QN,683 ONDERDONK AVENUE,07/23/2019,0
QN,19-32 LINDEN STREET,07/02/2019,0
BK,77 NORTH 7 STREET,07/23/2019,3000000
QN,62-55 60 STREET,08/01/2019,900000
QN,68-12 60 STREET,07/01/2019,1070000
QN,150-32 118 AVENUE,07/11/2019,673000
QN,150-40 119 ROAD,07/01/2019,975000
BK,2239 TROY AVENUE,07/11/2019,185000
BK,1527 EAST 35 STREET,07/24/2019,0
QN,121-02 153 STREET,07/09/2019,830000
QN,1720 NORMAN STREET,08/01/2019,0
BK,1739 BURNETT STREET,07/11/2019,1100000
BK,3916 QUENTIN ROAD,07/19/2019,0
QN,130-14 158 STREET,08/01/2019,940000
QN,18-36 STEPHEN STREET,07/01/2019,0
BK,1729 HENDRICKSON STREET,07/23/2019,0
QN,76-12 60 LANE,07/31/2019,720000
QN,132-54 155 STREET,07/08/2019,490000
QN,132-30 159 STREET,07/28/2019,0
QN,161-07 137 AVENUE,07/29/2019,0
BK,8529 COVENTRY ROAD,07/19/2019,435000
BK,151 EAGLE STREET,07/03/2019,340000
BK,151 EAGLE STREET,07/03/2019,340000
BK,941 EAST 43 STREET,07/16/2019,1000
BK,4409 AVENUE I,07/16/2019,0
BK,1192 EAST 46 STREET,07/24/2019,530000
BK,557 EAST 82 STREET,07/11/2019,581000
BK,577 EAST 88 STREET,07/30/2019,385000
BK,865 EAST 57 STREET,07/02/2019,900000
BK,859 EAST 57 STREET,07/23/2019,0
BK,920 EAST 58 STREET,07/31/2019,830000
BK,641 EAST 78 STREET,07/21/2019,0
BK,100 MILTON STREET,07/18/2019,1910000
BK,1083 EAST 42 STREET,07/29/2019,0
BK,660 EAST 82 STREET,07/26/2019,0
BK,1165 EAST 54 STREET,07/01/2019,250000
BK,1153 EAST 55 STREET,07/23/2019,0
BK,1102 EAST 56 STREET,07/31/2019,0
QN,69-24 66 PLACE,07/09/2019,383500
BK,750 EAST 83 STREET,07/16/2019,0
BK,1848 SCHENECTADY AVENUE,07/19/2019,10
QN,165-10 119 AVENUE,07/24/2019,0
QN,169-02 FOCH BOULEVARD,07/30/2019,477000
BK,982 EAST 84 STREET,07/31/2019,0
QN,70-18 73 STREET,07/10/2019,999999
QN,71-08 66 STREET,07/09/2019,1200000
QN,170-16 118 ROAD,07/30/2019,565000
BK,4012 AVENUE K,07/15/2019,0
QN,172-29 BAISLEY BOULEVARD,08/01/2019,0
QN,115-11 MERRICK BOULEVARD,07/25/2019,400000
QN, RIVERTON STREET,07/25/2019,590000
QN,118-82 RIVERTON STREET,07/25/2019,590000
QN,179-30 SELOVER ROAD,07/25/2019,487500
BK,1082 EAST 86 STREET,07/02/2019,715000
BK,236 ECKFORD STREET,07/23/2019,0
BK,1150 EAST 88 STREET,08/01/2019,0
BK,1345 EAST 85 STREET,07/23/2019,534581
QN,67-33 79 STREET,07/15/2019,850000
QN,79-34 67 ROAD,07/26/2019,770000
QN,79-22 67 DRIVE,07/12/2019,260000
BK,57 JEWEL STREET,07/23/2019,0
QN,78-17 76 STREET,07/10/2019,630000
QN,117-18 202 STREET,07/02/2019,345000
BK,1055 EAST 92 STREET,07/01/2019,0
QN,90-60 UNION TURNPIKE,07/22/2019,380000
QN,90-60 UNION TURNPIKE,07/01/2019,372000
QN,90-60 UNION TURNPIKE,07/01/2019,355000
QN,90-60 UNION TURNPIKE,07/17/2019,0
QN,201-13 120 AVENUE,07/22/2019,570000
BK,633 EAST 102 STREET,07/31/2019,775250
BK,1192 EAST 93 STREET,07/19/2019,762000
BK,668 HUMBOLDT STREET,07/10/2019,0
BK,1140 EAST 98 STREET,07/22/2019,0
QN,83-55 WOODHAVEN BOULEVARD,07/11/2019,395000
QN,83-55 WOODHAVEN BOULEVARD,07/09/2019,275000
QN,83-55 WOODHAVEN BOULEVARD,07/09/2019,270000
QN,83-55 WOODHAVEN BOULEVARD,07/11/2019,237000
QN,83-55 WOODHAVEN BOULEVARD,07/31/2019,178000
BK,973 EAST 100 STREET,07/16/2019,0
BK,954 EAST 101 STREET,07/31/2019,422000
BK,5402 KINGS HIGHWAY,07/01/2019,0
QN,122-56 SPRINGFIELD BLVD,07/02/2019,325000
QN,6-14 128 STREET,07/08/2019,1020000
BK,1391 EAST 95 STREET,07/12/2019,375000
BK,751 MEEKER AVENUE,07/16/2019,1600000
QN,13-11 125 STREET,07/30/2019,895000
BK,96 NORTH HENRY STREET,07/08/2019,0
QN,11-03 125 STREET,07/31/2019,410000
QN,119-50 221 STREET,07/23/2019,540000
QN,114-07 TAIPEI COURT,07/23/2019,939845
QN,114-09 TAIPEI COURT,07/23/2019,924571
QN,114-13 TAIPEI COURT,07/23/2019,743323
QN,114-29 TAIPEI COURT,07/08/2019,682228
BK,627 EAST 82 STREET,07/17/2019,645000
QN,10-22 117 STREET,07/05/2019,620000
BK,290 LEONARD STREET,07/31/2019,1816425
BK,224 AINSLIE STREET,07/01/2019,1925000
BK,185 POWERS STREET,07/08/2019,0
BK,114 BUSHWICK AVENUE,07/30/2019,420000
QN,131-73 226 STREET,07/10/2019,380000
BK,1644 CANARSIE ROAD,07/15/2019,0
BK,EAST 93 STREET,07/15/2019,0
QN,111-02 14 AVENUE,07/30/2019,760000
BK,1641 EAST 95 STREET,07/08/2019,0
QN,218-15 135 AVENUE,07/30/2019,371170
QN,129-01 15 AVENUE,08/01/2019,0
QN,129-10 129 STREET,08/01/2019,0
QN,143-24 185 STREET,07/26/2019,514216
QN,222-16 MERRICK BOULEVARD,07/03/2019,2300000
BK,1141 EAST 83 STREET,07/10/2019,190000
BK,1410 REMSEN AVENUE,07/12/2019,0
QN,221-07 137 AVENUE,07/01/2019,0
QN,20-06 28 STREET,07/18/2019,0
QN,22-40 CRESCENT STREET,07/15/2019,0
QN,22-36 124 STREET,07/01/2019,1200000
BK,1245 EAST 86 STREET,07/11/2019,725000
QN,123-11 25 AVENUE,07/16/2019,1060000
BK,1445 EAST 84 STREET,07/29/2019,0
BK,1478 EAST 86 STREET,07/31/2019,570000
QN,139-10 28 ROAD,07/17/2019,230000
QN,29-10 137 STREET,07/08/2019,365000
QN,29-10 137 STREET,07/17/2019,242000
QN,31-49 LINDEN PLACE,07/12/2019,0
QN,31-42 137 STREET,07/26/2019,0
QN,245-27 134 AVENUE,07/24/2019,0
QN,26-09 9 STREET,07/24/2019,1175000
QN,146-66 SPRINGFIELD LANE,07/01/2019,10
QN,2-11 149 PLACE,07/15/2019,985000
QN,225-03 147 AVENUE,07/15/2019,505000
QN,23-30 93 STREET,07/23/2019,0
BK,1651 ROCKAWAY PARKWAY,07/12/2019,0
QN,24-35 84 STREET,07/29/2019,999000
QN,145-19 222 STREET,07/30/2019,715000
QN,145-50 229 STREET,07/10/2019,0
QN,144-46 230 STREET,07/26/2019,860000
QN,162-01 POWELLS COVE BLVD,07/11/2019,465000
QN,162-01 POWELLS COVE BLVD,07/11/2019,0
QN,12-43 162 STREET,07/26/2019,853000
QN,12-39 162 STREET,07/18/2019,870000
BK,770 BUSHWICK AVENUE,07/09/2019,945000
QN,166-26 POWELLS COVE BLVD,07/15/2019,400000
BK,10417 AVENUE L,07/26/2019,0
QN,166-35 9 AVENUE,07/02/2019,505000
QN,145-12 24 AVENUE,07/29/2019,0
QN,147-07 23 AVENUE,07/18/2019,974000
QN,243-14 WELLER AVENUE,07/30/2019,450000
BK,1305 EAST 103 STREET,07/23/2019,640000
BK,10572 FLATLANDS 7 STREET,07/14/2019,0
QN,146-21 249 STREET,07/03/2019,20000
QN,30-30 82 STREET,07/03/2019,600000
QN,149-49 WELLER LANE,07/01/2019,0
QN,259-44 148 DRIVE,07/25/2019,535000
QN,259-44 149 ROAD,07/26/2019,0
QN,163-29 16 ROAD,08/01/2019,0
QN,146-19 27 AVENUE,07/11/2019,0
BK,10536 AVENUE N,07/08/2019,0
BK,1661 EAST 95 STREET,07/25/2019,0
QN,241-16 148 ROAD,07/18/2019,0
BK,1168 GREENE AVENUE,07/31/2019,0
BK,1108 EAST 72 STREET,07/01/2019,0
BK,6628 AVENUE L,08/01/2019,900000
BK,7223 AVENUE M,07/29/2019,750000
QN,151-18 32 AVENUE,07/17/2019,0
QN,80-11 SHORE PARKWAY,07/24/2019,285000
BK,5607 FILLMORE AVENUE,07/09/2019,0
QN,154-59 25 DRIVE,08/01/2019,932000
QN,155-01 29 AVENUE,07/08/2019,0
QN,34-40 79 STREET,07/22/2019,316000
QN,34-41 78 STREET,07/18/2019,335000
QN,34-21 78 STREET,07/24/2019,125000
QN,79-10 34 AVENUE,07/16/2019,0
BK,109 WOODBINE STREET,07/22/2019,875000
QN,79-01 35 AVENUE,07/25/2019,420000
QN,34-24 82 STREET,08/01/2019,520000
QN,35-35 75 STREET,07/23/2019,420000
QN,76-12 35 AVENUE,07/09/2019,300000
BK,234 WOODBINE STREET,07/22/2019,0
BK,2014 EAST 68 STREET,07/24/2019,735000
BK,1275 PUTNAM AVENUE,07/26/2019,0
BK,2049 ROYCE STREET,07/01/2019,0
QN,29-34 161 STREET,07/19/2019,1075000
QN,29-48 163 STREET,07/11/2019,790000
BK,1248 PUTNAM AVENUE,07/24/2019,920000
QN,41-42 73 STREET,08/01/2019,280000
BK,152 CORNELIA STREET,07/26/2019,0
QN,41-56 55 STREET,07/02/2019,1600000
BK,3018 AVENUE R,07/19/2019,890000
QN,25-44 BAYSIDE LANE,07/01/2019,700000
BK,1971 EAST 32 STREET,07/16/2019,645000
QN,33-38 PARSONS BOULEVARD,07/31/2019,280000
QN,72-09 45 AVENUE,07/15/2019,1310000
BK,24 COVERT STREET,07/18/2019,0
QN,37-18 147 STREET,07/08/2019,0
QN,144-30 ROOSEVELT AVENUE,07/30/2019,230000
BK,2043 EAST 55 STREET,07/11/2019,610000
QN,1 BROADWAY,07/24/2019,90000
QN,31-31 88 STREET,07/31/2019,0
QN,97-12 31 AVENUE,07/15/2019,0
QN,325 CROSS BAY BOULEVARD,07/09/2019,2567
QN,32-31 JUNCTION BOULEVARD,07/23/2019,1015000
QN,42-15 HAIGHT STREET,07/19/2019,7700000
QN,42-14 COLLEGE POINT BLVD,07/19/2019,7700000
QN,42-18 LAWRENCE STREET,07/19/2019,7700000
BK,2735 EAST 65 STREET,07/14/2019,0
QN,11 WEST 15 ROAD,07/12/2019,300000
QN,61 WEST 16 ROAD,07/15/2019,630000
BK,150 MOFFAT STREET,07/25/2019,820000
QN,35-06 88 STREET,07/29/2019,800000
BK,68 ABERDEEN STREET,07/11/2019,875000
QN,37-20 87 STREET,07/09/2019,330000
QN,37-20 87 STREET,07/17/2019,165000
QN,37-51 86 STREET,07/10/2019,292000
BK,20 VERMONT STREET,07/03/2019,700000
QN,37-43 WARREN STREET,07/24/2019,1100000
QN,11-36 BAYPORT PLACE,07/15/2019,0
BK,393 ROCKAWAY AVENUE,07/09/2019,1330000
BK,2272 EAST 64 STREET,07/23/2019,1280000
QN,7-12 VIRGINIA STREET,07/11/2019,1355000
QN,14-24 MOTT AVENUE,07/19/2019,0
QN,40-28 HAMPTON STREET,07/08/2019,0
QN,42-02 LAYTON STREET,07/11/2019,308000
QN,137-19 OAK AVENUE,07/02/2019,1150000
QN,83-30 VIETOR AVENUE,07/26/2019,345000
QN,54-23 153 STREET,07/02/2019,0
BK,2240 EAST 57 PLACE,07/30/2019,999000
BK,2665 EAST 63 STREET,08/01/2019,560000
QN,13-69 PINSON STREET,07/09/2019,525000
QN,83-23 DONGAN AVENUE,07/11/2019,1240000
QN,83-37 ST JAMES AVENUE,07/31/2019,420000
QN, MC BRIDE STREET,07/09/2019,0
QN,13-17 MCBRIDE STREET,07/09/2019,0
QN,92-05 WHITNEY AVENUE,07/17/2019,300000
QN,44-65 KISSENA BOULEVARD,07/29/2019,445000
BK,2032 STRAUSS STREET,07/17/2019,495000
QN,10-06 GIPSON STREET,07/25/2019,0
QN,25-38 BEACH CHANNEL DRIVE,07/09/2019,350000
QN,10-15 BAY 30 STREET,07/03/2019,0
BK,3111 BRIGHTON 2 STREET,07/31/2019,240000
BK,46 RIVERDALE AVENUE,07/15/2019,0
QN,33-53 172 STREET,07/10/2019,995000
QN,152-24 NORTHERN BOULEVARD,08/01/2019,2500000
QN,142 BEACH 27 STREET,07/10/2019,0
BK,38 LOTT AVENUE,07/02/2019,775000
BK,73 CORBIN PLACE,07/07/2019,0
BK,585 BRISTOL STREET,07/05/2019,0
BK,204 LOTT AVENUE,07/02/2019,799000
BK,87 BEAUMONT STREET,07/01/2019,1054000
BK,629 OSBORN STREET,07/10/2019,0
BK,1071 THOMAS S BOYLAND ST,07/23/2019,0
BK,134 KENSINGTON STREET,07/01/2019,0
QN,40-18 165 STREET,07/26/2019,0
BK,2746 EAST 19 STREET,07/09/2019,201786
BK,2330 VOORHIES AVENUE,07/19/2019,250000
QN,6804 TIDES ROAD,07/26/2019,0
QN,42-03 191 STREET,07/17/2019,0
BK,12 LAKE AVENUE,07/09/2019,260538
QN,42-25 194 STREET,07/18/2019,0
BK,42 CHRISTOPHER AVENUE,07/08/2019,0
BK,44 CHRISTOPHER AVENUE,07/08/2019,0
QN,144-54 SANFORD AVENUE,07/01/2019,310000
QN,144-76 SANFORD AVENUE,07/18/2019,306983
QN,424 BEACH 46 STREET,07/16/2019,290000
QN,147-49 CHERRY AVENUE,07/22/2019,0
QN,42-03 149 STREET,07/01/2019,0
BK,229 VERMONT STREET,07/10/2019,0
BK,3082 EMMONS AVENUE,07/08/2019,398000
QN,43-63 149 STREET,07/31/2019,915000
QN,6-39 BEACH 65 STREET,07/12/2019,365000
QN,31-33 106 STREET,07/02/2019,0
QN,69-19 BAYFIELD AVENUE,08/01/2019,354900
QN,69-24 ALMEDA AVENUE,08/01/2019,385220
QN,46-66 157 STREET,07/26/2019,920000
QN,196-46 44 AVENUE,07/20/2019,87000
BK,497 WILLIAMS AVENUE,07/11/2019,475000
BK,597 BRADFORD STREET,07/25/2019,0
BK,2682 GERRITSEN AVENUE,07/22/2019,325000
QN,45-47 192 STREET,07/11/2019,0
QN,309 BEACH 86 STREET,07/29/2019,0
BK,591 POWELL STREET,07/08/2019,480000
QN,47-50 30 STREET,07/10/2019,25000000
QN,84-25 ELIOT AVENUE,07/02/2019,880000
BK,14 VERMONT COURT,07/12/2019,465000
QN,41-50 47 STREET,07/09/2019,1550000
QN,60-41 83 STREET,07/23/2019,0
QN,58-10 81 STREET,07/22/2019,772000
QN,39-54 46 STREET,07/10/2019,875000
BK,339 JAMAICA AVENUE,07/29/2019,625000
QN,43-30 44 STREET,07/18/2019,200000
QN,61-48 77 STREET,07/31/2019,760000
QN,435 BEACH 124 STREET,07/17/2019,800000
QN,192-10 48 AVENUE,07/09/2019,0
QN,172 BEACH 119 STREET,07/10/2019,925000
QN,130 BEACH 121 STREET,07/24/2019,165000
QN,175 BEACH 124 STREET,07/15/2019,973000
QN,537 BEACH 132 STREET,07/01/2019,0
QN,69-28 62 DRIVE,07/16/2019,1380000
QN,50-27 194 STREET,07/31/2019,1499000
QN,31-34 GREENPOINT AVENUE,07/24/2019,0
QN,31-36 GREENPOINT AVENUE,07/24/2019,0
QN,33-38 10 STREET,07/15/2019,0
QN,33-42 10 STREET,07/15/2019,0
QN,33-50 10 STREET,08/01/2019,0
QN,58-34 187 STREET,07/01/2019,770000
QN,139 BEACH 141 STREET,07/24/2019,0
BK,198 SHEPHERD AVENUE,07/02/2019,500000
QN,166-59 21 AVENUE,07/26/2019,950000
BK,285 SHEPHERD AVENUE,07/10/2019,782500
QN,166-07 23 AVENUE,08/01/2019,0
QN,63-20 71 STREET,07/02/2019,875000
QN,15-04 212 STREET,07/15/2019,242000
QN,211-77 15 ROAD,07/09/2019,0
QN,211-35 23 AVENUE,07/16/2019,465000
QN,211-35 23 AVENUE,07/30/2019,302000
QN,211-35 23 AVENUE,08/01/2019,315000
QN,211-35 23 AVENUE,07/08/2019,260000
QN,210-05 CORP KENNEDY STREET,07/10/2019,350000
BK,387 ESSEX STREET,07/23/2019,730000
BK,176 MILFORD STREET,07/25/2019,414000
QN,64-20 78 STREET,07/02/2019,0
BK,348 VAN SICLEN AVENUE,07/23/2019,350000
QN,24-50 LITTLE NECK BLVD,07/16/2019,1725000
BK,445 ELTON STREET,07/26/2019,297825
QN,29-17 JORDAN STREET,07/12/2019,540000
QN,64-16 70 STREET,07/31/2019,910000
QN,32-48 BELL BOULEVARD,07/19/2019,0
QN,69-16 66 ROAD,07/26/2019,0
SI,435 CASTLETON AVENUE,07/25/2019,0
QN,210-07 33 ROAD,07/15/2019,1070000
SI,44 WALBROOKE AVENUE,07/29/2019,0
QN,28-07 NEWTOWN AVENUE,08/01/2019,0
SI,118 BARD AVENUE,07/19/2019,621133
SI,122 BARD AVENUE,07/31/2019,672045
BK,614 ELTON STREET,07/25/2019,456300
BK,707 LINWOOD STREET,07/30/2019,10
QN,30-01 35 AVENUE,07/24/2019,0
QN,33-18 30 AVENUE,08/01/2019,0
QN,63-23 BOOTH STREET,07/18/2019,0
QN,88-13 62 AVENUE,07/11/2019,0
QN,31-58 37 STREET,07/31/2019,0
BK,355 RIDGEWOOD AVENUE,08/01/2019,515000
QN,39-12B 214 PLACE,07/15/2019,858385
SI,548 DELAFIELD AVENUE,07/02/2019,0
SI,448 BROADWAY,07/10/2019,366710
BK,392 RIDGEWOOD AVENUE,07/12/2019,950000
QN,25-82 38 STREET,07/15/2019,0
QN,24-51 38 STREET,07/01/2019,420500
BK,220 AUTUMN AVENUE,07/17/2019,960000
QN,38-07 34 AVENUE,07/12/2019,0
SI,46 BROOKS PLACE,08/01/2019,0
BK,199 NICHOLS AVENUE,07/15/2019,730000
BK,195 NICHOLS AVENUE,07/01/2019,0
BK,301 HEMLOCK STREET,07/26/2019,705000
QN,85-94 66 ROAD,07/23/2019,10
QN,68-19 WOODHAVEN BOULEVARD,07/30/2019,5350000
QN,134-32 60 AVENUE,07/22/2019,0
SI,572 PELTON AVENUE,07/12/2019,0
SI,526 OAKLAND AVENUE,07/26/2019,545000
SI,560 OAKLAND AVENUE,07/01/2019,0
SI,125 MORRISON AVENUE,07/19/2019,0
QN,138-17 62 AVENUE,07/05/2019,0
QN,135-07 63 AVENUE,08/01/2019,0
QN,63-27 137 STREET,07/23/2019,850000
QN,41-23 NEWTOWN ROAD,07/29/2019,767500
QN,67-41 BURNS STREET,07/22/2019,374000
QN,100-35 67 DRIVE,07/19/2019,925000
QN,146-30 60 AVENUE,07/15/2019,0
QN,31-09 42 STREET,07/19/2019,1550000
SI,914 FOREST AVENUE,07/29/2019,550000
SI,188 RAYMOND PLACE,07/12/2019,540000
QN,135-01 JEWEL AVENUE,07/02/2019,398000
QN,69-42 JEWEL AVENUE,07/11/2019,350000
QN,69-42 JEWEL AVENUE,07/09/2019,330000
QN,69-42 JEWEL AVENUE,07/10/2019,240000
SI,183 SLOSSON AVENUE,07/11/2019,651900
BK,380 PINE STREET,07/31/2019,375000
SI,133 1/3 STURGES STREET,07/25/2019,50000
QN,70-25 YELLOWSTONE BLVD,07/17/2019,345000
QN,70-25 YELLOWSTONE BLVD,07/16/2019,230000
QN,70-25 YELLOWSTONE BLVD,07/23/2019,260000
QN,70-25 YELLOWSTONE BLVD,07/16/2019,345000
QN,70-25 YELLOWSTONE BLVD,07/24/2019,289000
QN,70-25 YELLOWSTONE BLVD,08/01/2019,200000
QN,70-25 YELLOWSTONE BLVD,07/02/2019,0
QN,92-20 71 AVENUE,07/16/2019,0
BK,515 CRESCENT STREET,07/19/2019,0
QN,71-43 LOUBET STREET,07/10/2019,0
QN,80 CONTINENTAL AVENUE,07/01/2019,0
QN,26 GREENWAY TERRACE,07/10/2019,0
BK,318 FOUNTAIN AVENUE,07/25/2019,400000
QN,78-11 MAIN STREET,07/29/2019,225000
QN,78-11 MAIN STREET,07/18/2019,179000
BK,645 AUTUMN AVENUE,07/03/2019,0
SI,258 EGBERT AVENUE,07/01/2019,396750
QN,72-14 BURNS STREET,07/03/2019,900000
QN,21-75 47 STREET,07/10/2019,1075000
QN,73-15 KESSEL STREET,07/26/2019,1153000
QN,150-19 77 ROAD,07/05/2019,715000
QN,21-80 46 STREET,07/10/2019,0
QN,102 ASCAN AVENUE,07/31/2019,1890000
QN,21-74 42 STREET,07/23/2019,1725000
QN,59-30 156 STREET,07/26/2019,0
QN,156-14 65 AVENUE,07/19/2019,0
SI,103 MARGARETTA COURT,08/01/2019,760000
SI,211 CHANDLER AVENUE,07/19/2019,915000
QN,82-37 GRENFELL STREET,07/12/2019,1255000
QN,114-20 QUEENS BOULEVARD,07/11/2019,319000
QN,160-10 77 ROAD,07/22/2019,10
QN,162-33 76 ROAD,07/19/2019,736000
SI, WATCHOGUE ROAD,07/22/2019,530000
BK,737 JEROME STREET,07/12/2019,667500
SI,190 WATCHOGUE ROAD,07/22/2019,530000
QN,22-24 35 STREET,07/16/2019,0
SI,455 LIVERMORE AVENUE,07/12/2019,766000
SI,169 CASWELL AVENUE,07/29/2019,565000
QN,59-39 174 STREET,07/26/2019,1400000
BK,1045 HENDRIX STREET,07/11/2019,480000
SI,54 SWAN STREET,07/30/2019,0
SI,51 CLINTON STREET,07/25/2019,0
QN,23-51 28 STREET,07/12/2019,0
QN,1693 PUTNAM AVENUE,07/01/2019,2900000
SI,233 VANDERBILT AVENUE,07/16/2019,575000
QN,67-19 171 STREET,07/26/2019,0
QN,168-04 69 AVENUE,07/01/2019,0
SI,33 EDGAR TERRACE,07/30/2019,468000
BK,778 LOGAN STREET,07/17/2019,550000
SI,8 POMMER AVENUE,07/23/2019,537000
BK,779 LOGAN STREET,07/22/2019,500
SI,556 HOWARD AVENUE,07/24/2019,182000
QN,59-32 GROVE STREET,07/31/2019,1015000
SI,565 HOWARD AVENUE,07/23/2019,0
QN,21-46 24 STREET,07/31/2019,0
SI,18 IRVING PLACE,07/11/2019,300000
QN,67-03 FOREST AVENUE,07/17/2019,1075000
SI,45 LITTLE CLOVE ROAD,07/26/2019,160000
SI,47 LITTLE CLOVE ROAD,07/26/2019,1565000
SI,108 ONTARIO AVENUE,07/02/2019,0
QN,81-11 169 STREET,07/09/2019,0
BK,57 REMSEN AVENUE,07/22/2019,0
SI,19 LABAU AVENUE,07/09/2019,440000
SI,99 NORTHERN BOULEVARD,07/23/2019,560038
QN,19-11 21 DRIVE,07/03/2019,940000
QN, HAZEN STREET,07/01/2019,0
QN, HAZEN STREET,07/01/2019,0
QN,21-17 HAZEN STREET,07/01/2019,0
QN,21-17 HAZEN STREET,07/01/2019,0
QN,22-23 73 STREET,07/02/2019,775000
QN,28-29 56 PLACE,07/23/2019,848000
QN,25-38 81 STREET,07/09/2019,970000
BK,217 EAST 94 STREET,07/29/2019,515000
QN,69-43 198 STREET,07/01/2019,825000
QN,73-09 UTOPIA PARKWAY,07/08/2019,710000
QN,73-15 181 STREET,07/24/2019,1600000
SI,78 SHERADEN AVENUE,07/24/2019,1
QN,75-07 190 STREET,07/24/2019,1239000
SI,51 LIVINGSTON AVENUE,07/11/2019,0
BK,736 LENOX ROAD,07/15/2019,600000
SI,194 WARWICK AVENUE,07/09/2019,0
SI,721 HARRIS AVENUE,07/03/2019,0
SI,719 HARRIS AVENUE,07/03/2019,0
QN,31-31 54 STREET,07/18/2019,350000
QN,31-46 76 STREET,07/17/2019,0
QN,74-50 65 STREET,07/17/2019,0
SI,92 PORTAGE AVENUE,07/01/2019,465000
SI,476 GOWER STREET,07/15/2019,480000
QN,31-01 80 STREET,07/26/2019,380000
BK,9206 KINGS HIGHWAY,07/22/2019,660000
QN,209-34 45 DRIVE,07/31/2019,1160000
QN,32-29 76 STREET,07/26/2019,789500
QN,32-27 76 STREET,07/17/2019,0
SI,110 HAROLD STREET,07/29/2019,0
QN,212-09 47 AVENUE,07/03/2019,0
QN,214-22 46 AVENUE,07/22/2019,0
QN,215-28 47 AVENUE,07/25/2019,315000
QN,215-28 47 AVENUE,07/24/2019,289000
QN,49-10 217 STREET,07/10/2019,838000
QN,48-08 SPRINGFIELD BLVD,07/10/2019,992500
QN,65-15 38 AVENUE,07/18/2019,330000
QN,54-14 39 AVENUE,07/15/2019,995000
QN,56-16 203 STREET,07/26/2019,250000
QN,52-30 39 DRIVE,07/30/2019,675000
